"genus","n_points","Vol","CHELSA_bio10_01","CHELSA_bio10_02","CHELSA_bio10_10","CHELSA_bio10_11","CHELSA_bio10_12","CHELSA_bio10_15","CHELSA_bio10_16","CHELSA_bio10_17","GLOBAL_SLOPE_10MIN","depthtobedrock2","meancarbon","meanpH","meanwatercap"
"Punica",32,11.0258645513537,13.5303104892373,84.1046808362007,23.8693034350872,3.40052645560354,572.936316013336,62.8985789418221,304.620012521744,47.2410272434354,1.68879302183632,174.42807495594,44.4240767657757,70.6236514151096,16.4136405959725
"Rotala",1536,85.3456771729067,20.4179399106652,80.6710237748921,27.2298028798153,12.7691133304058,1179.13934968909,68.0476908174654,604.17944115897,96.8018675629476,0.382657250641993,182.48413394821,34.2051253185944,60.7536940251788,15.2409181073308
"Sonneratia",185,30.7226641708574,26.4975314166095,41.3015874037871,27.8758424604261,24.694301038175,2302.94455863334,64.9478985528688,1108.17392759581,226.394090726569,0.386907632397588,189.847455404138,70.7805464908641,54.894539580123,17.9527445454751
"Trapa",444,46.8259894064069,11.8755711221749,68.4818435531479,23.4919329140637,0.22370211280639,1132.63742481266,42.3279619098784,480.666006500657,136.728247142053,0.496075784503839,196.194638375405,69.9135788297868,59.8028624243922,17.9293293065137
"Woodfordia",76,21.6392627490483,22.6019950163992,74.4842910013701,25.6320175120705,18.4916215444866,1203.98153746755,93.7355215173019,782.230435471786,35.1701081504947,0.734108218825177,181.754891989524,31.1196670631568,61.80462444456,15.9290737839122
"Acanthella",92,4.53065525468652,24.6729011328324,46.4084578804348,25.3461322991744,23.7940086074497,2910.16406382685,48.7234004062155,1242.92065031632,280.407567190087,0.38870928414247,197.419536590576,40.3807078133459,48.4612146460492,16.1245066886363
"Aciotis",1425,120.1703835573,24.4202441031473,51.3322276935243,25.3262419637044,23.4372251520659,2538.83441012198,44.9498355310005,1017.6628102085,281.385608589105,0.709529335682297,194.302794238085,45.0422148518256,49.5329813588014,17.3896282599265
"Acisanthera",615,38.5473577272805,23.187286567688,66.5212278691734,25.1746936007244,20.6879039252677,1784.43825609161,56.2019871502388,793.625536464288,141.028421802443,0.45186297016718,196.704770710022,31.5033441701233,53.9961880179925,16.2921875529819
"Adelobotrys",449,58.8455947821056,23.9298522371492,48.7861415569926,24.5921446305341,23.0855525023157,2945.25430902766,34.3033085485344,1086.13738830159,401.836414621774,0.942304507046233,191.894311608964,56.10930815359,49.0247211810298,17.6513607680753
"Allomaieta",35,11.1997268201729,20.0841236114502,54.2441743033273,20.3401319231306,19.5118062155587,2788.36519601004,34.7397324153355,999.938718959263,337.848017229353,2.22450104526111,179.133695656913,62.039704486302,52.424312210083,17.2510280200413
"Alloneuron",14,1.53726976742837,22.929669720786,56.8913729531424,23.558385848999,21.7938270568848,2954.40228271484,32.9647720881871,1127.27667672294,392.310203552246,2.59750130346843,177.420724051339,60.2099335193634,52.0240628378732,17.0359589372362
"Amphiblemma",80,5.85437598754261,23.5594127178192,47.744150018692,24.8846498966217,22.2602859139442,2213.96092071533,67.0457376480103,1123.87185821533,48.396708381176,0.68332030645106,196.106491231918,40.8710221350193,49.1941509842873,15.972463336587
"Amphorocalyx",3,0.00217184483694167,18.0045954386393,84.1747004191081,20.5179487864176,14.2379544576009,1148.6630859375,102.334902445475,807.702331542969,22.5465672810872,0.59136559565862,188.374039967855,20.1701192855835,58.6401007970174,14.9774651527405
"Anaheterotis",4,0.00217184483694167,23.7012319564819,73.5224723815918,26.1089072227478,22.1881489753723,2057.32846069336,73.760892868042,1104.89695739746,40.0944180488586,0.390437994152308,198.960243225098,27.36410343647,52.8871684074402,17.204625248909
"Andesanthus",219,66.3877960313619,17.1248047036123,57.0830782363404,17.496200378627,16.5020424154795,2154.09466134685,33.2628180969796,787.736192537769,291.003118889517,2.71258427301362,166.834230527486,87.5988805587978,53.8902225276651,18.9666721668418
"Anerincleistus",75,7.88974665110577,25.099459660848,51.5645835367839,25.6507216389974,24.5446979777018,3010.27117675781,22.1901977793376,1041.53592244466,490.163226776123,0.849356817652782,187.253299585978,85.8409976959229,48.3716975657145,18.2600049082438
"Antherotoma",232,16.7745509292728,22.2789880777227,80.008880804325,24.9196692787368,19.8809413581059,1275.04379561852,85.7239416221093,733.844577526224,28.0760737292725,0.503240175914533,196.197342730117,24.1157371220232,56.8374629966144,15.5792837725289
"Appendicularia",36,1.32059792868593,25.4154329829746,51.9995313220554,26.6825772921244,24.5697890387641,2520.90784369575,55.2863403956095,1128.25986735026,172.408488379584,0.225661630431811,198.448266241286,32.5552535189523,47.6340595086416,14.8209753963682
"Argyrella",80,10.446064562789,20.8503889203072,77.5430599451065,23.2155059814453,18.629822742939,1342.57339076996,74.4042452812195,690.508768558502,50.396528449411,0.622650498175062,193.648125513395,28.691443695128,55.761479139328,15.957512597243
"Arthrostemma",331,110.053829269981,22.2865943476513,56.9882942614599,23.2626657774081,20.9400449260124,2295.33364812845,50.9228461689099,969.839041165355,234.48466307447,2.00421817214692,178.130478529532,55.6516978992796,54.7091677705087,16.5622533035182
"Astrocalyx",4,0.00217184483694167,24.7656307220459,44.3038878440857,24.7168684005737,24.1483297348022,2460.72601318359,42.7567472457886,935.570022583008,280.854564666748,1.25939571112394,180.16540145874,71.9736649990082,52.6765155792236,16.9246175289154
"Astronia",130,40.5244642242914,23.7723661496089,38.587012056204,24.5888869285583,22.7027940603403,2741.75778808594,37.6799367574545,1058.49108252892,354.467919921875,1.25208395857449,178.851526951972,75.0800381034385,52.8015240458132,16.9807466805436
"Astronidium",33,8.28093670766035,24.5464706131906,22.5271308205344,25.2512528390595,23.5827735554088,3302.27608235677,29.282685843381,1210.24054140033,499.090025005919,0.953455263607656,177.14268345303,84.6070948417741,52.458838905951,17.3096123993999
"Axinaea",263,103.232616224578,14.5917941608356,63.1991779196852,15.0243545430695,13.6935558872078,1670.36418354919,41.8728365734956,674.340836383544,196.91053099324,2.75139195599483,158.568950587806,91.2531190099825,54.9975333086891,19.7383765059279
"Barthea",29,3.24327371193415,20.3257572897549,55.5608204151022,27.015612306266,12.3190106687875,2086.39619393184,58.9430224319984,1021.59417935075,206.630532231824,1.0518752444407,180.399496473115,50.4489422502189,54.5143082717369,17.1796781523474
"Beccarianthus",14,3.47230796195058,23.1205678667341,42.2573221751622,23.4593667302813,22.4552265575954,2369.67061070033,39.5358925546919,929.777335030692,293.51929473877,1.41033818253449,176.624404498509,68.8826486723764,53.420960017613,16.709341100284
"Bellucia",1137,100.957033115288,24.5439041447199,53.1421891181429,25.3973435206485,23.62874895329,2472.23598107814,46.6018912374921,1002.37731632981,254.235572094024,0.680964717772824,194.76958283054,39.5585522327635,48.2931535125268,17.4704044609651
"Bertolonia",205,8.54379057898952,22.0560534965701,57.9695673965826,24.7195741141715,19.0588121646788,1538.76443392126,35.4945992958255,594.892066546184,216.997106766119,0.767627329942657,193.426766738271,31.2393728649713,52.4307084665066,17.3959356827465
"Blakea",980,173.545205918075,21.6240470112587,53.0404044851965,22.308460752818,20.7040453731101,2714.06273426912,38.8922456955423,1012.15129232601,346.712608145694,1.77509052137665,180.278822899189,69.8514821047366,52.3913876552627,17.4585428478521
"Blastus",184,18.2108070359423,21.4068599369215,59.2903522823168,27.1866422943447,14.4739466076312,2075.42253908904,51.3128853829011,904.824334849482,224.684603483781,0.742102192188411,189.338795900345,48.525511049706,54.7881479366966,16.9805157638114
"Boyania",3,0.00217184483694167,23.0893662770589,56.7388877868652,23.9227142333984,22.1402219136556,2724.48038736979,38.2312571207682,1080.36905924479,369.221435546875,1.28099844853083,193.580804189046,54.3026383717855,48.9139614105225,16.8261014620463
"Brachyotum",447,117.758581905219,12.2394382900306,69.9106772335317,12.9556020111579,10.9766846509188,1258.01655611896,53.1317004730771,552.546789677084,117.678852499998,2.53135843132883,147.695515210196,87.9141732715654,57.2259176753511,19.8343682859835
"Brasilianthus",11,0.019968524741281,25.0678086714311,55.1063530661843,25.96698587591,24.2634702162309,1691.83681418679,64.5100350813432,845.775934392756,73.0015747763894,0.466944499449296,195.581885251132,22.9204090291804,49.2865793921731,15.5062652717937
"Bredia",125,11.9332405383254,19.7651532821655,58.8280401687622,27.4571475219727,11.0276767215729,1732.66742431641,60.1874116363525,834.103195556641,152.157317565918,0.717681192688644,190.498544169108,43.3132915980021,56.9254155171712,16.8659951108297
"Bucquetia",60,12.4852692900804,12.41001440684,67.7314716974894,12.641009704272,12.1081139087677,1429.95396118164,38.8915387789408,521.609975179036,154.896245702108,2.08115732471148,171.180164114634,88.4264876524607,55.4982907772064,19.4831628044446
"Calvoa",161,9.42369120793395,23.5911311747865,49.9337606548523,24.6768623257276,22.466019588968,1836.31172663529,54.0521463074299,833.531058364773,102.244023675504,0.447822281165245,197.943900911951,30.2911195888282,49.7310690198626,14.9219374597443
"Cambessedesia",436,6.62731036788621,22.0852238585096,77.3920451697953,23.9442773434,19.5518517034863,1222.22139851981,76.5464610965974,672.012644356544,43.9267578196088,0.539404656960193,197.374013725771,22.0694025344805,54.4099579185521,16.2540908472254
"Castratella",42,7.57551814616243,12.6879061517261,67.2695046379453,12.8849080630711,12.4082840056646,1500.88948277065,38.8729094096593,556.534437633696,157.552062443325,1.98534285827052,168.60453133356,90.9206751755306,55.2360740843273,19.5841458297911
"Catanthera",12,3.33628627995667,23.1742039521535,45.9782277743022,23.5894211133321,22.4822874863942,2904.73068237305,19.7609563668569,990.919392903646,492.854207356771,1.14830954279751,179.229594389598,76.8803861935933,49.4116570949554,16.669372399648
"Centradenia",66,32.3452107284323,22.8259250322978,50.6130174001058,23.9339809056484,21.6573389082244,2620.88303814512,60.2051862080892,1161.17379622026,176.477992657459,1.92048244866909,182.824235289988,55.1609862356475,55.1634072149643,16.0698004334864
"Centradeniastrum",3,0.00217184483694167,15.7246398925781,46.5638771057129,15.2439785003662,15.0263846715291,1513.23901367188,34.4162038167318,573.205210367839,153.309921264648,4.05245995521545,156.942773183187,92.4314212799072,54.6276766459147,20.343313852946
"Centronia",45,18.5395629500447,20.040795940823,63.4087830437554,20.5278239568075,18.9566430197822,1869.66533610026,22.3797036276923,609.030609130859,315.729434204102,1.69943675779634,170.039283794827,70.9043170822991,52.0244185129801,17.3853790813022
"Chaetogastra",1618,189.344518995927,20.0264827002701,67.4154968992594,22.0326456908685,17.5006563519168,1709.48900933378,49.9112073493976,732.248138427734,174.456990631608,1.33454323019855,182.09382573459,46.3395401939817,54.1851741669352,17.4420934252941
"Chaetolepis",74,29.4120660049583,15.1078376641145,65.1540334546888,15.2511456721538,14.5372608867851,1473.68532500396,42.4660514883093,580.600800797746,139.924761385531,2.71578923552423,165.316015475505,80.5004952469388,55.3892240008792,18.7166700395378
"Chaetostoma",135,4.29188486307078,20.9940149943034,79.2208103886357,23.082838623612,18.0652898082027,1373.28649902344,75.9735452581335,745.473105875651,54.4834925969442,0.607610140520114,197.41646355523,24.7384526588299,52.9433012856378,16.8921507853049
"Chalybea",26,8.82478480911162,15.3463230133057,66.0716800689697,16.3036075371962,15.4128972567045,1988.97862361028,30.8746688182537,751.933612530048,291.492297539344,2.36705912764256,160.852332555331,94.3274018581097,53.3906633670513,19.2739859269216
"Cincinnobotrys",23,2.17547491034679,21.6288079386172,67.4572919762653,22.8029286757759,20.2597851960555,1399.54283075747,66.5062116539997,667.713834016219,43.7541264451068,1.0410207827454,193.99731329213,37.5213424226512,53.0023770125016,16.3592258847278
"Clidemia",792,133.366687706962,23.3387389183044,55.2408784122178,24.420046775028,22.0170802043544,2267.67454798535,46.4290476664148,915.12517759535,248.634863008002,1.10400493524782,189.254818230429,47.7940326198002,51.4599147394155,16.9971308739258
"Comolia",364,27.1242524748124,25.2010125354096,50.3638026426127,26.2414130850153,23.9784247010619,2047.64044348748,53.9464140960148,930.365109789503,194.177515991442,0.33924360005927,198.189715612502,35.7871045376355,51.5875828100211,16.8909668204112
"Comoliopsis",14,2.33470821803532,21.3236643246242,67.1143597194127,21.5321256092616,20.0526469775609,2657.45731898717,53.9607721056257,1150.90360369001,158.51299067906,1.53987170542989,181.295265742711,64.6765836988177,50.8154284613473,17.0277390820639
"Creochiton",28,7.84407073261347,24.3644717080253,50.7789066859654,25.1206479072571,23.6416158335549,3056.00026157924,25.324822970799,1065.67538234166,476.836481639317,0.934399463236332,181.811903136117,81.0938272135598,50.0647372177669,17.6420186672892
"Cyphotheca",11,0.450136427543929,18.5060412667014,70.3049666664817,22.6850365725431,12.3183657906272,1393.74322509766,78.4980968128551,873.515946821733,65.6032135703347,0.869374321265654,171.564357410778,39.0716514587402,58.5264501571655,17.2496633312919
"Derosiphia",31,2.46758886462169,24.9350171242991,64.7552391790575,26.9622925789125,23.1777027499291,1879.97765325731,78.9975032191123,1057.96754111013,41.8186840080025,0.521302695506282,197.649078779323,28.2938584896826,53.8940602784516,15.5735697489913
"Desmoscelis",341,32.9856784653037,24.1470002932283,66.4026354177257,25.5414865555302,22.4288587094752,1826.29520405073,63.6713292689617,854.596833170334,118.215221576327,0.469707343028176,197.507677587246,26.9040080997601,52.0273937521792,16.2697930657619
"Dicellandra",57,2.11692123795744,23.9753596322578,42.3370755178887,25.0150042082134,22.76740997716,2201.76737681606,63.6238999617727,1066.23505066989,63.8026395011366,0.473470990791133,197.576234270955,37.6706211636638,48.0006770083779,15.2428468458834
"Dichaetanthera",167,22.235632509906,22.0682849370077,56.4225811301591,23.8308162232359,20.2166337224538,1987.39984934915,67.7336406821976,1004.59000986065,104.922966106209,0.82553833709684,192.891720632831,36.1804352187349,51.1946192587207,16.4762652524693
"Dinophora",96,5.18565330535955,24.2566844026248,44.2781083186468,25.2809654076894,23.0250283877055,2071.57683944702,64.2381127874057,1007.43230311076,57.9155821303527,0.473063563501152,198.387755791346,33.5634462957581,48.9070895314217,15.351945069929
"Dionycha",10,0.730930179134615,21.1679252624512,71.7858619689941,23.2077299118042,18.3005336761475,1934.10767822266,100.330125427246,1262.32695922852,45.8662964820862,1.07989220172167,173.440074539185,35.3532253026962,55.0417977333069,16.7398499965668
"Dissochaeta",486,45.7653055635665,25.2487716753296,47.5429076912962,25.8820586655856,24.6090530544642,2817.78939078374,28.5820139935968,1017.77674061968,425.668048511317,0.825821669157135,190.24935923944,84.1205183350991,49.5131242854114,17.8534228695436
"Dissotidendron",29,2.76977299241781,20.587999541184,83.6964859798037,22.8905925750732,17.807174353764,1243.84005421606,88.3608206387224,742.098845383217,25.7765493721798,1.21562743906317,188.512614348839,37.9739422962583,56.0979080857902,16.5872399724763
"Dissotis",60,6.71756253886048,24.7703173319499,69.6261761983236,26.9451925595601,23.0398705323537,1572.93695068359,79.127540397644,895.334058125814,30.5012909809748,0.391218115948141,198.671821022034,25.2751142581304,55.8206923961639,16.3632345438004
"Driessenia",45,4.51422778402905,25.1086286332872,53.3817969428168,25.6092388153076,24.5952296362983,3220.4917561849,20.4526832156711,1067.86240234375,540.373095703125,0.687302691986163,187.321128378974,87.2497248543633,47.8311064826118,18.4911036067539
"Dupineta",185,10.8332190772482,23.1654402552424,54.0233350392934,24.3567043923043,22.001633669879,1743.04127890097,59.0942388998496,791.077612139728,74.8936164907507,0.450907266754154,198.663549488514,28.6493612701828,50.3406749553509,15.2203689334629
"Eriocnema",3,0.00217184483694167,19.9215730031331,75.8411051432292,22.2317848205566,16.8840468724569,1554.62784830729,85.59486134847,872.43896484375,40.6766840616862,0.665218412876129,197.167017618815,31.9505758285522,51.4390563964844,18.6619623502096
"Ernestia",91,20.0839131030861,24.130264544225,51.4027557792244,24.8785381421938,23.2525530909444,2654.89512148008,44.5119251209301,1103.61489230984,272.454980032785,0.663143756006241,195.664444388924,38.1265552227314,48.2346337182181,16.2147870823577
"Fordiophyton",84,4.62138408294899,18.5241291295914,68.4503408159528,27.4278634616307,8.46249555406116,1545.68573797317,60.2362445195516,757.392074584961,117.378501733144,0.727386895123692,193.126968474615,37.0246797800064,57.4569378807431,16.8144114982514
"Fritzschia",102,1.50397424303692,21.3538857067333,78.9571081423292,23.3170844059364,18.5305737046634,1338.65218517827,84.5286000569661,773.995260799632,29.2261474600025,0.540222651599085,198.175612131755,23.9192098309012,53.2008537778667,16.8255915291169
"Graffenrieda",681,117.853838820213,21.9060549897069,56.9535554614186,22.5689819849885,20.9032426696604,2471.87568267957,41.0016953500532,968.568905599317,293.413438064586,1.57024370988102,182.752338731516,56.7391767627867,51.0248931431035,17.3460040873193
"Gravesia",67,8.72498530671401,21.4497641520714,57.6623146000193,23.6140604161504,18.7344231392021,1976.00664918814,64.4615965031866,982.360675868703,169.16072885314,1.13071165078167,183.890569316807,39.8305752739977,52.9442175964811,17.6869501925226
"Guyonia",64,11.4870329602807,23.9508774876595,52.0894334614277,25.3139640390873,22.666349247098,2045.60550117493,63.4055486321449,1027.949467659,82.5396006535739,0.412707146664616,197.793219804764,32.00020249933,50.7171028256416,15.4964407458901
"Henriettea",1310,116.598206698243,24.4132938439609,50.5105379235653,25.3483996072798,23.4130266066385,2411.34131673565,44.6384113777685,970.326241005468,268.819744423373,0.723842662073953,194.356362457043,43.5413116175135,49.9603548207539,17.2225312666526
"Heteroblemma",55,11.334053994405,25.2045304385099,47.5856005928733,25.7937670621005,24.5095636887984,3055.64022771662,26.3089243281971,1093.39347201261,501.4544921875,0.972960917109793,188.282956868952,93.4172410097989,49.3590208978364,18.4609910661524
"Heterocentron",110,27.5837360829628,20.564307013425,74.9812364058061,22.4181365359913,18.2910540754145,1633.87737593217,83.8346118580211,873.146038263494,71.277779045972,1.99111343324184,161.7627368927,37.8411104679108,57.9395580291748,15.577830043706
"Heterotis",174,11.8069203200296,24.1043560203465,52.6668708845117,25.369710253573,22.7541009311018,1737.86730150245,61.747858211912,827.037565384788,78.3896608414321,0.463651490451276,198.196285167416,30.0766764637154,52.6742889470068,15.3508733520106
"Huberia",134,14.9356562127873,21.6995778937838,61.5684622294867,23.938843150637,19.1805792495386,1426.79571123266,48.0899447683078,626.303470554637,155.35942215706,0.89289574336205,189.868541328468,37.0835205097104,53.2983741119726,17.3934913844018
"Kirkbridea",1,0.00217184483694167,9.05084133148193,47.6921463012695,14.0819568634033,14.0942449569702,1646.96826171875,60.2627563476562,866.907897949219,67.5257110595703,5.35516738891602,110.771070480347,114.515235900879,53.7038011550903,18.618100643158
"Lavoisiera",240,5.67261469663276,21.16990386645,77.7888381799062,23.2671510696411,18.290665435791,1336.00435002645,73.9256247401238,720.917353057861,60.2240724921227,0.582801849410559,197.078543869654,24.5644257565339,53.2529616673787,16.8673075377941
"Leandra",817,110.010938651115,21.505317093255,65.1579610084524,23.5266899910814,18.9995793140649,1845.93468894632,48.0279345529899,764.807284949313,204.678980850969,0.872805174913216,191.754134861803,37.6718498500986,51.5587125285603,17.4621906112234
"Lijndenia",62,11.2043965306562,25.0328286386305,44.3749145692395,26.211713944712,23.7696327394055,2654.75101987777,44.2881393740254,1079.5740892964,287.679382401128,0.482890967131844,197.44322785877,67.603237012076,50.9727054626223,18.0965099448249
"Lithobium",12,0.201336896711689,20.5901694297791,80.3116760253906,22.3304209709167,17.7107534408569,1368.56406656901,84.3191884358724,810.758722941081,29.5199081103007,0.773702601591746,197.145252863566,27.7929662863414,53.1469233036041,17.5549429853757
"Macairea",828,29.1805225857922,23.9890898932581,64.4725046987119,25.2418099808808,22.4729544978211,1989.33491726198,62.1770589858438,914.491166008843,147.957781382085,0.386419199339051,197.850243471671,30.1738703999542,50.3767111589367,16.8236363475449
