"(Intercept)","CHELSA_bio10_02","CHELSA_bio10_11","CHELSA_bio10_17","depthtobedrock2","fm_scoring_corolla_diam","fm_scoring_fruit","fm_scoring_seed_number","GLOBAL_SLOPE_10MIN","meancarbon","meanpH","meanwatercap","most_common_life_form","seed.length.mean","df","logLik","AICc","delta","weight"
-48.7700505312429,3.28380066303604,NA,1.02470109334655,NA,-0.233654783347111,"+",0.432957579216848,NA,0.822454022583826,6.25877414049298,NA,NA,0.306309019916605,10,-504.552731931232,1030.13832771223,3.24451237226481,0.00380122352925072
-26.3706252768006,4.07653251444012,NA,0.940308587665482,NA,NA,"+",0.372909077847963,NA,0.643324394917466,NA,NA,"+",0.0910807343109705,9,-505.655682471088,1030.1524864375,3.25867109753949,0.00377440831871359
-160.237964969196,3.76779014099471,17.825731948209,1.18735141924147,NA,NA,"+",NA,NA,1.17188377610203,7.93496630915594,NA,"+",NA,9,-505.661374907944,1030.16387131122,3.27005597125071,0.00375298377447772
-25.5683382899955,3.8573839396836,NA,1.13590893961574,NA,NA,"+",0.373868399348059,NA,NA,NA,0.576385335136756,"+",NA,8,-506.755447850099,1030.18066314206,3.28684780209369,0.0037216059472428
-9.99816292389623,3.75627243645783,-2.39905947269185,1.14886336469338,NA,NA,"+",0.377621331040587,NA,NA,NA,NA,"+",NA,8,-506.760277148929,1030.19032173972,3.29650639975421,0.00370367652810254
-46.6724985511231,4.2098786241725,3.4495877286208,0.958847681106843,NA,NA,"+",0.358704907893604,NA,0.70620810717519,NA,NA,"+",NA,9,-505.692661662169,1030.22644481966,3.33262947969979,0.00363738291102919
-148.987833264317,3.65490957435183,15.7932607460675,1.13191189565926,NA,NA,"+",0.349355503962754,NA,1.10684158963708,8.14304902244612,0.0038789908710315,NA,NA,10,-504.616940583988,1030.26674501774,3.37292967777626,0.00356482278706842
-57.7784798285166,3.44074552923729,NA,1.07390705967151,1.51513668409154,-0.156370333279655,"+",0.37938177482381,NA,0.898001869739285,6.20671669291044,NA,"+",NA,11,-503.523252822151,1030.29178866317,3.39797332320609,0.00352046302030435
-26.5037620307005,4.08781786635927,NA,0.954605777124976,NA,NA,"+",0.363774718081008,-0.0351710623695846,0.678045806246173,NA,NA,"+",NA,9,-505.733783273759,1030.30868804284,3.4148727028803,0.00349084152217656
-25.8294011014006,4.07330536509578,NA,0.957752707545699,-0.0955201114122807,NA,"+",0.361906950521535,NA,0.649466052771224,NA,NA,"+",NA,9,-505.738474696767,1030.31807088886,3.42425554889564,0.00347450286368952
-47.2028045955341,3.10528544125753,NA,1.25519578063925,NA,NA,"+",0.380277141298797,NA,NA,5.51062052401818,1.45887273688695,NA,NA,8,-506.845226031172,1030.36021950421,3.46640416424066,0.00340204628904152
-48.6701082865694,3.4781062875944,NA,1.06608866185904,NA,-0.157125665868018,"+",0.382861829879112,-0.172144936537386,0.933424576844144,5.8215811941168,NA,"+",NA,11,-503.596792680762,1030.43886838039,3.54505304042664,0.00327085906759206
-141.552132562447,3.8321442055731,14.9289130275955,1.07388927061236,NA,-0.25828457548034,"+",0.39863199727567,NA,1.06580535262116,7.35910448147232,NA,"+",0.234922690156785,12,-502.493286086192,1030.46524515817,3.5714298182013,0.00322800491596782
-43.4053157818279,3.41318347562165,NA,1.08221276511763,NA,NA,"+",0.370455948522356,NA,0.99627830842404,5.8227703567924,-2.01636941835655,"+",0.106139856090332,11,-503.638023324075,1030.52132966702,3.62751432705431,0.00313874179972758
-41.2212853843359,3.26519073932233,NA,1.24730750242793,NA,-0.244020058408924,"+",0.435108810794893,NA,NA,4.77855947069276,NA,"+",0.267382103483235,10,-504.754908896459,1030.54268164268,3.64886630271963,0.00310541086735665
-51.4578500709649,3.41010887331243,NA,1.09919204726814,1.09322352424225,NA,"+",0.360636158505576,NA,1.04780546532745,6.22760123325133,-1.80006856851002,"+",NA,11,-503.650552558418,1030.5463881357,3.65257279573871,0.00309966110501517
-42.2279783215684,3.05922841046529,NA,1.29472464983861,NA,NA,"+",0.378487923862887,0.135993251414199,NA,5.31625679042691,NA,NA,NA,8,-506.942085922486,1030.55393928683,3.66012394686868,0.00308798016529857
-26.3037398185114,4.05425989102564,NA,0.973405560351011,NA,NA,NA,0.328547147055293,NA,0.740463562036357,NA,NA,"+",NA,7,-508.030819731621,1030.58015798176,3.68634264179582,0.00304776294705421
-42.5318661997355,3.0570227020821,NA,1.31894852251635,NA,-0.0769868125905502,"+",0.39702101372042,NA,NA,5.37864750946094,NA,NA,NA,8,-506.964781744899,1030.59933093166,3.70551559169439,0.00301868524293957
-44.5746474183292,3.43667618448267,NA,1.09526530744551,NA,NA,"+",0.363344140000432,-0.125853913447219,1.09077513290748,5.95877222711414,-1.95056763539267,"+",NA,11,-503.6834834549,1030.61224992867,3.71843458870399,0.00299924889224743
-66.4107246837677,3.13039534255429,3.79789874970697,1.34853141997481,NA,NA,"+",0.383570275911033,NA,NA,5.80918889373815,NA,NA,NA,8,-506.988380871536,1030.64652918493,3.7527138449675,0.00294828091536399
-162.880993490265,3.94151794919348,17.8886948409368,1.11615004021583,NA,-0.173760037551419,"+",0.368739506128292,-0.275891374594914,1.33079743628408,8.08338268700812,NA,"+",NA,12,-502.600406025603,1030.67948503699,3.78566969702342,0.00290009743269744
-57.5959451563314,3.4046567703078,NA,1.0604654144275,1.36101541597661,NA,"+",0.371437379221141,NA,0.857592411776278,6.34181649642903,NA,"+",0.106654832440733,11,-503.737242744506,1030.71976850788,3.82595316791617,0.00284226877720608
-41.3503887014192,3.05799664107555,NA,1.31372795554321,-0.227389350500416,NA,"+",0.38552860268548,NA,NA,5.34677252146497,NA,NA,NA,8,-507.039920327893,1030.74960809765,3.85579275768146,0.00280017748754438
-23.7499963938465,3.85367215140978,NA,1.11381743048076,NA,-0.258977442972521,"+",0.439173853864022,NA,NA,NA,NA,"+",0.256957126457502,9,-505.989240149469,1030.81960179427,3.92578645430081,0.00270387507021883
-161.389895711335,3.84631850534516,16.1881015820181,1.12269967870779,1.68294076511166,-0.167570156370671,"+",0.362544288181092,NA,1.19926668802563,8.17729507565342,NA,"+",NA,12,-502.670638877694,1030.81995074117,3.92613540120624,0.00270340335695153
-26.129906600578,4.10002519574113,NA,0.908468854688685,NA,-0.272536849899809,"+",0.425631529835952,NA,0.666279597803852,NA,NA,"+",0.24559548650727,10,-504.900902287133,1030.83466842403,3.94085308406784,0.00268358245919197
-144.439461865661,3.66554918038102,15.1266236481302,1.07395935853498,NA,-0.234516490876025,"+",0.413007375177946,NA,1.09547452554439,8.02184095291265,NA,NA,0.284959110573867,11,-503.816617816829,1030.87851865253,3.98470331256249,0.00262538493222474
-49.2507413520499,3.43635702421852,NA,1.05431759274154,NA,NA,"+",0.37358075147724,-0.138880854354525,0.87816866645589,5.96952175714687,NA,"+",0.104734544127553,11,-503.817085662041,1030.87945434295,3.98563900298495,0.00262415694573275
-56.7508383130193,3.42519134938682,NA,1.07550406764647,1.16024383127734,NA,"+",0.362043941866426,-0.0840366937796934,0.917374901999589,6.32363202083914,NA,"+",NA,11,-503.826977397935,1030.89923781474,4.00542247477438,0.00259832743822268
-165.7306788033,3.60037094133333,18.449611110518,1.19924936783768,NA,NA,"+",NA,NA,1.2231338343522,8.65907277184211,NA,NA,NA,8,-507.152643644766,1030.97505473139,4.08123939142797,0.00250167244624965
-48.9915845422714,3.12713392978108,NA,1.1473595840038,NA,NA,"+",NA,NA,0.89769798698235,6.51233047325471,NA,NA,NA,7,-508.230816091287,1030.98015070109,4.08633536112734,0.00249530633657742
-56.9642878361,3.24217684844267,NA,1.05638089373771,1.05687621234416,NA,"+",0.389704505965208,NA,0.86713018171795,6.82736273336891,NA,NA,0.170260408009645,10,-505.012180785435,1031.05722542064,4.16341008067184,0.0024009731686066
-46.7651488974674,3.24557012375885,NA,1.0689307256624,NA,NA,"+",0.389052670572012,NA,0.937069579500058,6.42693105648558,-1.21116387866207,NA,0.172177615211921,10,-505.014100699651,1031.06106524907,4.16724990910279,0.00239636792833695
-50.7418332085714,3.27384737529156,NA,1.05090755523657,NA,NA,"+",0.392058209068111,-0.13651275719698,0.903292245589144,6.57113702937893,NA,NA,0.166335154769033,10,-505.029693669949,1031.09225118966,4.1984358496984,0.00235929125338781
-23.6039029042528,3.77675831464749,NA,1.20788584380309,NA,NA,NA,0.34192384655482,NA,NA,NA,NA,"+",NA,6,-509.35374502974,1031.09458683367,4.20077149370945,0.00235653762932899
-23.1155993806766,3.72338432364333,NA,1.12314595056845,NA,NA,"+",0.411546716130477,NA,NA,NA,NA,NA,0.18063282184604,7,-508.30303430887,1031.12458713626,4.23077179629445,0.00232145300355744
-42.7324461866272,3.07899004095593,NA,1.25432694865314,NA,-0.218659371374487,"+",0.451011043943848,NA,NA,5.4195602982639,NA,NA,0.320460318175626,9,-506.174005636887,1031.1891327691,4.29531742913696,0.0022477292128376
-25.4962577173953,3.96770247849491,NA,0.921719030305669,NA,NA,"+",0.395213934109706,NA,0.658187009511359,NA,NA,NA,0.160742817575156,8,-507.260768104743,1031.19130365135,4.29748831138204,0.00224529075875623
-133.528577690419,3.80673464712055,14.0524880022086,1.1264043726981,NA,-0.160934605664554,"+",0.361137133281631,NA,1.17505630885419,7.23343118877739,-1.04788270798806,"+",NA,12,-502.861255980775,1031.20118494733,4.30736960736726,0.00223422492617765
-21.5321271307237,4.09517716644205,NA,0.976255885086859,NA,-0.17438064803667,"+",0.387014027888771,NA,0.89395993960703,NA,-1.98928376510092,"+",NA,10,-505.110098462515,1031.25306077479,4.35924543482997,0.00217701890243803
-47.0868490994778,3.2715685763143,NA,1.09219367718609,NA,NA,NA,0.331894629159698,NA,0.914839449767832,5.81504511652213,NA,NA,NA,7,-508.375675159518,1031.26986883756,4.37605349759087,0.00215879983131967
-163.414011967738,3.73435769565544,18.3684340090827,1.147117120898,NA,NA,NA,0.312323803175154,NA,1.23828032831014,7.99074694587594,NA,NA,NA,8,-507.309515581618,1031.2887986051,4.39498326513285,0.00213846343446547
-42.3572671524015,3.45106634531977,NA,1.05017673005877,NA,-0.264826099912017,"+",0.421947495773684,NA,1.03062319319543,5.6927063078276,-2.15650202684185,"+",0.255567725551791,12,-502.914765092706,1031.30820317119,4.41438783123021,0.00211781578358236
-164.677268158036,3.8647606618619,17.0167552083803,1.12333520610899,1.04536629365014,NA,"+",0.346453365976984,-0.186635430306544,1.28940374839585,8.44483562162556,NA,"+",NA,12,-502.925210660013,1031.32909430581,4.43527896584442,0.00209580913234415
-40.9101655423063,3.10517925519383,NA,1.38259603910658,NA,NA,"+",NA,NA,NA,4.92696482424442,NA,"+",NA,7,-508.416533690246,1031.35158589901,4.45777055904591,0.00207237212006636
-50.3923928002616,3.28835251655867,NA,1.07576498465616,NA,-0.107040193249958,"+",0.389280494396114,-0.167907077676728,0.96171919158388,6.50527445631781,NA,NA,NA,10,-505.162278524915,1031.3574208996,4.46360555963156,0.00206633478504496
-56.9452343204829,3.25117851912207,NA,1.08320561590703,1.1465759041845,-0.103505185234722,"+",0.384941456487293,NA,0.908214732678726,6.7517076451308,NA,NA,NA,10,-505.168884999016,1031.3706338478,4.47681850783351,0.00205272859177274
-38.8382484295313,3.25907823315249,NA,1.32954874563881,NA,NA,NA,0.337216020362862,NA,NA,4.1792185240002,NA,"+",NA,7,-508.427263111676,1031.37304474187,4.4792294019062,0.00205025562698886
-156.342062206139,3.87007980168926,16.7739932796874,1.10640172782046,NA,NA,"+",0.355145704523316,-0.2361645762134,1.25156648681192,8.08665983107179,NA,"+",0.0773404578013905,12,-502.947624585029,1031.37392215584,4.48010681587652,0.0020493563627951
-25.2598279896183,3.96582008995974,NA,0.949011426278327,NA,-0.11296409551067,"+",0.392333007333128,NA,0.696952304463897,NA,NA,NA,NA,8,-507.354195663349,1031.37815876856,4.48434342859446,0.00204501979289339
-40.3448561290416,3.45523657661002,NA,1.11080924645654,NA,NA,NA,0.324284319599559,NA,1.12522643343513,5.25791785492675,-2.39185919893742,"+",NA,9,-506.277273157635,1031.3956678106,4.50185247063314,0.00202719476277677
-46.0742293016039,3.25537198851548,NA,1.09622028134416,NA,-0.10054863021039,"+",0.383453862290545,NA,0.974317409508674,6.3128580189477,-1.22651217783693,NA,NA,10,-505.185608172452,1031.40408019467,4.5102648547047,0.00201868589981135
-22.6381376652055,3.69827821233141,NA,1.13669518797496,NA,NA,"+",0.381158806409952,0.181097771790286,NA,NA,NA,NA,NA,7,-508.454356932394,1031.42723238331,4.53341704334252,0.00199545213899281
-25.5561662309703,3.98149204567254,NA,1.01476218663223,NA,NA,"+",NA,NA,0.71893699013817,NA,NA,"+",NA,7,-508.45491510081,1031.42834872014,4.53453338017357,0.00199433865141984
-15.9279484936887,3.68339795687495,NA,1.15359785688407,-1.31453551915362,NA,"+",0.385937402989108,NA,NA,NA,NA,NA,NA,7,-508.458357037883,1031.43523259429,4.541417254321,0.00198748606313199
-155.629903730182,3.78823632201461,15.3207444179653,1.11071544536116,1.51765502200149,NA,"+",0.3515689195452,NA,1.14347316022186,8.20117396905857,NA,"+",0.0846248575060958,12,-502.978787537076,1031.43624805993,4.54243271996984,0.00198647720735594
-150.93726073772,3.85841887612448,16.1596821933934,1.12464055584995,NA,NA,"+",0.347448063381723,-0.232771521123381,1.30967914897159,7.98308635175623,-0.58735090400262,"+",NA,12,-502.989472721183,1031.45761842815,4.56380308818257,0.0019653643310341
-26.5183955584068,3.76285175563179,NA,1.10548273951828,NA,NA,"+",0.386525279291836,NA,NA,NA,1.29460099216784,NA,NA,7,-508.480256108183,1031.47903073488,4.58521539491926,0.00194443507490626
-40.3982331042407,3.26679561110036,NA,1.27998642836437,NA,-0.125645029534703,"+",0.382189972392124,0.117068575652207,NA,4.59963912125129,NA,"+",NA,10,-505.227438730265,1031.4877413103,4.59392597033116,0.0019359849155244
-58.060426229173,3.44132115403749,NA,1.02689614392427,1.52949843668202,-0.266017854715487,"+",0.423399864016375,NA,0.886731383711097,6.27955721519339,NA,"+",0.256609805422147,12,-503.009341690059,1031.4973563659,4.6035410259351,0.00192669995096453
-48.1402028949637,3.26251494990119,NA,1.09272637181049,NA,NA,"+",0.375693896183195,-0.139049613232815,1.0448350763873,6.58909735293073,-1.09115849676156,NA,NA,10,-505.23955040816,1031.51196466609,4.61814932612083,0.00191267831574139
-167.004805411937,3.76423080177235,18.2685755715895,1.12675556084119,NA,-0.124720863890934,"+",0.374769453921888,-0.273915295377844,1.36713905618623,8.8056465461195,NA,NA,NA,11,-504.137117724261,1031.51951846739,4.62570312742469,0.00190546794476248
-64.9302773879501,3.34208067013207,3.87384627788919,1.33114106375811,NA,-0.130392542259686,"+",0.386671009951989,NA,NA,5.07644515239361,NA,"+",NA,10,-505.244881164861,1031.52262617949,4.62881083952288,0.00190250942102542
-43.3030962893316,3.28391189408575,NA,1.26683913446548,NA,-0.128912055306222,"+",0.386576656776187,NA,NA,4.75720431117144,0.783149035633747,"+",NA,10,-505.247869799742,1031.52860344925,4.63478810928495,0.00189683200309873
-53.4837403617515,3.2337330900529,NA,1.09743019844878,0.906735336754419,NA,"+",0.37217412590859,NA,0.986354905064038,6.76527477850502,-0.981115807402519,NA,NA,10,-505.253876213955,1031.54061627767,4.64680093771017,0.00188547299200912
-158.984998378518,3.713560647412,16.956246366758,1.10358441286602,NA,NA,"+",0.373277551587763,-0.234872110964115,1.2805495386064,8.70654706889006,NA,NA,0.138158988519528,11,-504.150691228677,1031.54666547622,4.65285013625748,0.00187977880742124
-150.47511983237,3.78106609810175,14.8103475543881,1.12982341345618,1.44607984888606,NA,"+",0.342805399063944,NA,1.19805089104315,8.07775924155311,-0.546717638464091,"+",NA,12,-503.035853114084,1031.55037921395,4.65656387398576,0.00187629154338028
-41.4096268139668,3.24071753246909,NA,1.25058621883156,NA,NA,"+",0.379986544043018,0.131843720447733,NA,4.81120431731157,NA,"+",0.13169163984892,10,-505.263152765733,1031.55916938123,4.66535404126739,0.00186806318052948
-22.7563339076488,3.70551351989649,NA,1.16624900761673,NA,-0.0928530685363783,"+",0.404606206960884,NA,NA,NA,NA,NA,NA,7,-508.520338625972,1031.55919577046,4.66538043049809,0.00186803853231698
-23.5214171807097,3.83177212656742,NA,1.14413974545587,NA,-0.143023984296208,"+",0.385515779391202,0.153204519429542,NA,NA,NA,"+",NA,9,-506.360179114692,1031.56147972471,4.66766438474588,0.00186590649264849
-55.8075832297609,3.25811998073351,NA,1.08191025591298,0.784489568592697,NA,"+",0.374678321883821,-0.108100788174522,0.949389095948093,6.82444301902407,NA,NA,NA,10,-505.271368045378,1031.57559994052,4.68178460055606,0.00185277938539324
-44.952032251354,3.49033695713502,NA,1.07873487720459,NA,-0.140366514011411,NA,0.338186774910269,NA,0.886628058214163,5.02859905624758,NA,"+",NA,9,-506.381292054056,1031.60370560344,4.70989026347547,0.00182692468034983
-94.4093328532464,3.44850567784764,7.73866450455071,1.29351204462627,NA,NA,"+",0.360754275391342,NA,NA,5.71362125297623,1.61495874164759,"+",NA,10,-505.294269225085,1031.62140229994,4.7275869599714,0.00181083072203313
