"(Intercept)","CHELSA_bio10_02","CHELSA_bio10_11","CHELSA_bio10_17","depthtobedrock2","fm_scoring_corolla_diam","fm_scoring_fruit","fm_scoring_seed_number","GLOBAL_SLOPE_10MIN","meancarbon","meanpH","meanwatercap","most_common_life_form","seed.length.mean","df","logLik","AICc","delta","weight"
-71.9344700650621,3.22615477376803,5.32982282398091,1.40893985590636,-0.264911719533096,-0.0838898651882918,"+",NA,NA,NA,5.3302799946231,NA,"+",0.0791882942057621,11,-508.213160737119,1039.67160449311,12.7777891531414,3.23443671871698e-05
-134.770550210991,3.28994834164914,13.1098748707274,1.37284761157852,0.259761618592327,-0.00769195751332028,"+",NA,NA,NA,7.12958004690066,3.23318936007332,NA,NA,10,-509.32046928277,1039.67380241531,12.7799870753408,3.23088415100798e-05
-45.5374361808373,3.14417833132489,NA,1.14707176605442,NA,NA,NA,NA,-0.0676808763839414,1.14312793780452,6.28464770353339,-1.18878523369733,NA,0.0941007755878067,9,-510.418776641812,1039.67867477895,12.7848594389859,3.22302270960703e-05
-23.1152314817959,3.95572087275918,NA,0.90925059821078,-0.421322398461688,-0.229821944598384,NA,0.40739566235127,-0.0800918890905965,0.809304092640952,NA,NA,NA,0.294972922994819,10,-509.326326246221,1039.68551634221,12.7917010022425,3.21201628874848e-05
-41.0239842206092,4.09531303318364,3.24332776250505,1.0355559611889,NA,NA,"+",NA,0.0455313508095232,0.894862747315486,NA,-1.47386381753488,"+",-0.00331628664165534,11,-508.222665351164,1039.6906137212,12.7967983812321,3.20384028005577e-05
-190.128005364854,3.91396563520868,21.3458571508697,1.19683692048454,1.18816757179638,-0.104867173780381,NA,NA,-0.15878344908854,1.51752362191253,8.60506593840734,-0.19159329845215,"+",NA,12,-507.106009203076,1039.69069139193,12.7968760519705,3.20371586015161e-05
-42.8952353883631,3.13442243892971,NA,1.37239434484319,0.883069290869264,-0.0457696660370641,NA,NA,0.266433354892173,NA,4.38847663876489,NA,"+",NA,9,-510.424841679317,1039.69080485396,12.7969895139956,3.20353411526214e-05
-43.1905526189386,3.1252064522401,NA,1.36090828503439,0.869529972933877,NA,NA,NA,0.270963128907173,NA,4.46405877265583,NA,"+",0.0506473809119795,9,-510.426919413933,1039.69496032319,12.8011449832293,3.19688493154632e-05
-63.8949616959885,4.35194255830598,6.40583110003976,0.926077968364503,-0.0583359862904623,-0.26538468395859,NA,0.386608840176584,-0.0997137095841665,0.915077621945244,NA,NA,"+",0.222582030696241,12,-507.111183606035,1039.70104019785,12.8072248578869,3.18718135830696e-05
-48.746020722599,3.34422835472394,NA,1.15030222340321,1.09133172327684,-0.116146373667578,NA,NA,NA,1.21517155254461,5.89000130548662,-2.01595166598337,"+",0.0783790525896749,11,-508.230901600541,1039.70708621995,12.8132708799858,3.17756102236153e-05
-21.3915089188742,3.70531893962937,NA,1.19036128501104,-0.340237591777243,NA,"+",NA,0.215730213273388,NA,NA,0.224564397814668,"+",0.0281389514703272,10,-509.337477021256,1039.70781789228,12.8140025523121,3.17639876823918e-05
-68.4975447872806,3.17642502349968,4.7195023837378,1.30291541606467,NA,-0.191765389291963,NA,0.397238059758319,0.157163885759172,NA,5.15258611915367,NA,NA,0.309183738021962,10,-509.338085105956,1039.70903406168,12.8152187217138,3.17446783588914e-05
-31.4658035850304,2.73857384164067,NA,NA,NA,NA,"+",0.412769368881509,NA,1.62325687686269,2.84190423540914,NA,"+",NA,8,-511.51984370626,1039.70945485438,12.8156395144165,3.17380000969556e-05
-17.8848853887838,3.70501352874893,-0.55631073802605,1.10873626133613,-0.694342326604991,-0.087922095641239,"+",0.39208504286214,0.0950241187526848,NA,NA,0.801795480435892,NA,NA,11,-508.233553480932,1039.71238998073,12.8185746407673,3.16914567377652e-05
-18.0305349094568,3.9537343350987,NA,1.04068136483364,-0.553338413338834,NA,"+",NA,0.0276037558158226,0.872636414610089,NA,-1.8579655974058,"+",0.00225365219623103,11,-508.234133383252,1039.71354978537,12.8197344454081,3.16730841161441e-05
-17.928009586556,3.68026305004162,-0.467832068217322,1.19662063813314,-0.360247567211493,NA,"+",NA,0.223018388819009,NA,NA,NA,"+",0.0290553146680945,10,-509.340488207444,1039.71384026465,12.8200249246884,3.16684842628542e-05
-47.4276455634411,3.11613451227311,NA,1.23150275443072,0.411075033374614,-0.198752006031856,NA,0.405736299298112,NA,NA,5.05659300720607,1.58169746405552,NA,0.309466184601442,10,-509.343193010934,1039.71924987163,12.8254345316684,3.15829429744355e-05
-21.4081919994081,3.15999173459016,NA,NA,NA,NA,"+",0.435340824826669,NA,1.44444710791663,NA,NA,"+",0.207451828047022,8,-511.526533247739,1039.72283393734,12.8290185973731,3.15263959852159e-05
-21.7873919432024,3.70793434201719,0.0588476480131488,1.19592982201735,-0.336371620649946,NA,"+",NA,0.213670354712323,NA,NA,0.237434720339247,"+",NA,10,-509.34541248832,1039.7236888264,12.8298734864404,3.15129230792508e-05
-22.1490268058344,3.70642375808232,-0.192811802112722,1.1874541568359,NA,NA,"+",NA,0.235630528199171,NA,NA,0.258813607978746,"+",0.0279253430632636,10,-509.346166128377,1039.72519610652,12.8313807665545,3.14891826251061e-05
-17.1931073906155,3.49072261079986,NA,1.2457647482894,-0.718030252975132,NA,NA,NA,0.2247136139828,NA,NA,NA,NA,NA,6,-513.673038568637,1039.73317391147,12.8393585715028,3.13638255314515e-05
-54.2573480675077,3.138710158831,NA,1.13530135505733,0.910270959150859,NA,NA,NA,-0.0311781930388898,1.04045788222372,6.55955937425391,NA,NA,0.0940019421907748,9,-510.447904009121,1039.73692951357,12.843114173605,3.13049857688746e-05
-26.9963233491773,4.00719424319447,1.51362120694527,0.936723198713559,-0.979979714779811,NA,"+",0.394646360993833,-0.064725630832762,0.781739833966286,NA,-0.960253574218816,NA,0.157980658194667,12,-507.132068779436,1039.74281054465,12.84899520469,3.12130681804439e-05
-48.0656839190163,3.16203646175067,NA,1.12581188489435,NA,-0.0729772514085337,NA,NA,-0.0865424793987596,1.0356629272842,6.21430177507983,NA,NA,0.132064109437428,9,-510.451774468714,1039.74467043276,12.8508550927916,3.11840552656679e-05
-47.3370266549443,NA,NA,1.02198787166145,NA,NA,"+",0.368206072018332,NA,NA,9.95373100991805,NA,NA,0.186784453544915,7,-512.613262952537,1039.74504442359,12.8512290836272,3.11782245354006e-05
-39.0224503764925,3.16915809354854,NA,1.34582080714921,NA,-0.0447202216562463,NA,NA,0.188669692088343,NA,4.1638106997022,0.566271759735051,"+",NA,9,-510.45581582912,1039.75275315357,12.8589378136032,3.10582835749708e-05
-39.3524989918922,3.15944752645153,NA,1.33511961335028,NA,NA,NA,NA,0.1945168832459,NA,4.24070007656614,0.552291067217739,"+",0.0498616442724706,9,-510.4574448062,1039.75601110773,12.8621957677619,3.10077315281446e-05
-76.8054847020294,3.06230888798538,6.66176944934415,1.47149366885695,-0.622839635939046,NA,NA,NA,NA,NA,5.42484583361731,NA,NA,NA,7,-512.620498474368,1039.75951546725,12.8657001272898,3.0953447979592e-05
-17.5692024530154,3.64816537049929,NA,1.26188496970413,-0.920891555688439,-0.0915270507200466,NA,NA,NA,NA,NA,NA,"+",0.0765580376034169,8,-511.547653413288,1039.76507426844,12.8712589284717,3.08675353960349e-05
-112.137900014747,3.35966506354701,10.4814279660623,1.2857136267178,NA,NA,NA,0.348640542363723,0.0737579370518231,NA,6.01140317498588,2.34507094157721,NA,0.182530530943921,10,-509.371260149319,1039.7753841484,12.8815688084387,3.0708824527587e-05
-121.89438575658,3.37159735923903,11.2227278158388,1.29580360231745,0.52231793676246,NA,NA,0.352394056984175,NA,NA,6.37333776460504,2.77963031387841,NA,0.179241463263861,10,-509.374393540088,1039.78165092994,12.8878355899769,3.06127523746848e-05
-50.6126200475489,3.13484422696522,NA,1.16191455952986,0.721717121181965,NA,NA,NA,-0.0400285961975436,1.15874319199181,6.51869967044183,-1.03616766646454,NA,NA,9,-510.472526960844,1039.78617541702,12.8923600770513,3.05435771485754e-05
-50.980686528872,3.12995275021112,NA,1.16319834294016,0.841917015944429,-0.0199997601054136,NA,NA,NA,1.14112249379858,6.4969586591917,-1.0434968037088,NA,NA,9,-510.472920512306,1039.78696251994,12.8931471799751,3.0531559044163e-05
-20.3394920628829,3.67744704990247,NA,1.24762807186731,-0.737048380765815,-0.0622059627251447,NA,NA,NA,NA,NA,0.638846601941487,"+",NA,8,-511.5606393414,1039.79104612466,12.8972307846966,3.04692832339133e-05
-21.0180802698547,3.14109685722387,NA,NA,NA,-0.173902380582213,"+",0.434916873854768,NA,1.52688199072489,NA,NA,"+",NA,8,-511.564455598144,1039.79867863815,12.9048632981837,3.03532262188363e-05
-24.8579441293182,3.70121658195482,NA,1.23041729238949,NA,-0.0952627750472328,NA,NA,NA,NA,NA,0.865087261889628,"+",0.0751736640821297,8,-511.565520570541,1039.80080858294,12.906993242977,3.0320918077457e-05
-181.311070207802,3.84871979170029,19.8080951689156,1.18954027440885,1.57916742609182,-0.123996905308975,NA,NA,NA,1.41209572319043,8.36616772363894,-0.341245649000887,"+",0.062696681683416,12,-507.161568042363,1039.80180907051,12.9079937305437,3.03057540198627e-05
-36.5229818133619,2.917662671363,NA,1.3990812052496,-0.519220048477786,NA,NA,NA,NA,NA,4.86846789147108,NA,NA,0.119600328161383,7,-512.641831657176,1039.80218183287,12.9083664929058,3.03001061239833e-05
-48.5288522082264,3.35138187649164,NA,1.16181235387183,1.0435085214349,-0.0858908311781535,NA,NA,-0.0193517933644129,1.22855180841833,5.87144558586666,-2.01976578849863,"+",NA,11,-508.278991531883,1039.80326608263,12.9094507426705,3.02836841343018e-05
-39.8728708182242,2.90234224126402,NA,1.40672006472687,NA,-0.0445545842634645,NA,NA,NA,NA,5.05295086508117,NA,NA,0.143315425411734,7,-512.64595182723,1039.81042217298,12.9166068330146,3.01755213655248e-05
-20.9577610977334,3.50188753421247,NA,1.24371447108708,NA,0.00540649041491793,NA,NA,0.271001854771894,NA,NA,NA,NA,NA,6,-513.712076319887,1039.81124941397,12.9174340740039,3.01630427323378e-05
-22.0112587164375,3.50756522882397,0.182726720207531,1.24498347113422,NA,NA,NA,NA,0.27104991251463,NA,NA,NA,NA,NA,6,-513.712319566206,1039.81173590661,12.9179205666405,3.01557065755275e-05
-79.4339728355417,3.0373726436553,6.39756647869133,1.48082136314785,NA,0.0114561186089863,NA,NA,NA,NA,5.65122100570977,NA,NA,NA,7,-512.65396888007,1039.82645627866,12.9326409386933,2.99345697676861e-05
-42.9168953667954,3.06397939189462,NA,1.26894299389719,0.562527824638748,-0.194197914150752,NA,0.402338492975883,0.186519069433256,NA,4.87918051719993,NA,NA,0.315882255046907,10,-509.400115727072,1039.83309530391,12.939279963944,2.98353663300345e-05
-42.0811574844514,3.80617772403652,2.81277853205029,1.24479600995214,NA,-0.0677130486827424,NA,NA,NA,NA,NA,1.1464050755195,"+",NA,8,-511.582820205187,1039.83540785223,12.9415925122698,2.98008884036156e-05
-37.1205619971863,3.77992952461762,2.79298337082914,1.24555385673263,-0.801339854269783,NA,NA,NA,NA,NA,NA,0.895894493712199,"+",NA,8,-511.584536029052,1039.83883949996,12.9450241599991,2.97497991707022e-05
-24.1044592592123,3.97196711142681,NA,1.00757801530656,-0.222274996382123,-0.116721644868364,"+",NA,0.0174120487486517,0.71005994869376,NA,NA,"+",0.0653206223328739,11,-508.297615509887,1039.84051403864,12.9466986986781,2.97249010006916e-05
-179.162753923881,3.91973387177316,20.9489260747562,1.18651920954797,NA,-0.124160420023239,NA,NA,-0.215522809859178,1.50794249408391,8.15855756813459,-0.443731916065055,"+",0.05593670253195,12,-507.181396863344,1039.84146671247,12.9476513725058,2.97107453047928e-05
-24.5736937366519,3.68846373729394,1.22452928734208,1.2809042340642,-0.954627449595953,-0.0620190151424674,NA,NA,NA,NA,NA,NA,"+",NA,8,-511.587272626823,1039.84431269551,12.9504973555415,2.96684972326876e-05
-45.4422688734021,3.15011236075365,NA,1.1611025670159,NA,-0.0204011349960806,NA,NA,-0.080831001172638,1.16510171948915,6.25658729119072,-1.181679133089,NA,NA,9,-510.503207960049,1039.84753741542,12.9537220754605,2.96206994796379e-05
-19.175894968484,3.55035658508623,NA,1.21708619038541,-1.11183744669883,NA,NA,NA,NA,NA,NA,1.34866581149809,NA,NA,6,-513.736005966979,1039.85910870815,12.9652933681866,2.94498193899726e-05
-41.2026477442032,3.36391189890288,NA,1.14908068327107,NA,-0.113973536658157,NA,NA,-0.0699088881763184,1.22289222102333,5.53066889531797,-2.21027234380584,"+",0.0768462046907563,11,-508.308535183838,1039.86235338654,12.9685380465796,2.94020805284302e-05
-24.6118059970067,3.68661836147279,NA,1.08998470591797,NA,-0.205862848979152,NA,0.405201529462326,0.151474799544284,NA,NA,0.922015169559275,NA,0.306764765785822,9,-510.511694750777,1039.86451099688,12.9706956569157,2.93703785152272e-05
-20.1396489666077,3.6763763077612,NA,1.23860904933969,-0.788267277162842,NA,NA,NA,NA,NA,NA,0.620505651005172,"+",0.028038910098321,8,-511.603335819132,1039.87643908013,12.9826237401605,2.919573366754e-05
-9.19977541777342,3.50012093594487,-2.13803495380896,1.2159748913677,NA,-0.0610986286073517,"+",NA,NA,NA,NA,NA,NA,0.127597718288158,8,-511.603403520759,1039.87657448338,12.9827591434141,2.91937571357834e-05
-26.0579857818609,3.58902956472179,NA,1.19104026768211,NA,NA,NA,NA,NA,NA,NA,1.6716815156339,NA,0.101030035453832,6,-513.744888453243,1039.87687368068,12.9830583407149,2.91893901157738e-05
-35.3073321428119,4.07078767636042,2.89422704924328,0.960265594244688,-0.982994097396778,-0.117537097859522,"+",0.392860615735734,-0.104352360166058,0.856090602698522,NA,-0.84370385314218,NA,NA,12,-507.201129964676,1039.88093291513,12.98711757517,2.91302069066799e-05
-76.5443209801614,3.26480461206205,6.17977741750687,1.44043740351666,NA,-0.0832467701447826,NA,NA,NA,NA,4.92245114351936,NA,"+",0.0819555657269672,9,-510.523055063856,1039.88723162304,12.9934162830739,2.90386098858658e-05
-56.2990567884601,4.1854961118025,5.64868391375581,1.02048707322156,-0.465582962016973,NA,"+",NA,-0.00920917518754749,0.787395296543207,NA,NA,"+",-0.00430365840149538,11,-508.324391842441,1039.89406670375,13.0002513637851,2.89395386511077e-05
-19.2574750278006,3.71398272150028,NA,1.20035147687049,-0.95671345140764,-0.0944965145153897,"+",NA,NA,NA,NA,0.590603794553476,"+",0.0717677364885624,10,-509.433375891617,1039.899615633,13.0058002930357,2.88593582051864e-05
-54.1127102537427,3.14469135764622,NA,1.14938619829365,0.905354213912071,-0.020791827243319,NA,NA,-0.0445562555339803,1.06314242160667,6.52994802762374,NA,NA,NA,9,-510.53191039765,1039.90494229063,13.0111269506635,2.87825985084567e-05
-13.3480264371545,3.48922831923409,NA,1.25364339016178,-1.51617191207006,NA,NA,NA,NA,NA,NA,NA,NA,0.10793399905056,6,-513.766653424179,1039.92040362255,13.0265882825877,2.85609477118805e-05
-23.4027403369888,3.6821777133475,1.03884085973451,1.2703111795426,-0.994068705768868,NA,NA,NA,NA,NA,NA,NA,"+",0.0276297957851634,8,-511.629859962887,1039.92948736763,13.03567202767,2.84315216685047e-05
-24.3806080788634,3.67776932960344,0.324204324510455,1.2711320446937,NA,-0.0952039670578135,NA,NA,NA,NA,NA,NA,"+",0.0749011057029822,8,-511.630880391616,1039.93152822509,13.0377128851285,2.84025241244576e-05
-40.5052248025088,3.79645872936485,2.53425738054998,1.23611592978253,NA,NA,NA,NA,NA,NA,NA,1.11591345124334,"+",0.0222288895786563,8,-511.637759526535,1039.94528649493,13.0514711549663,2.82078098297832e-05
-15.2950982231315,3.67884944640555,-0.26166397728234,1.22431016532304,-1.10984636223905,-0.093694621145752,"+",NA,NA,NA,NA,NA,"+",0.0722734323692115,10,-509.461717946673,1039.95629974311,13.0624844031472,2.80529069121299e-05
-19.1964926635333,3.63684946605491,NA,1.12610898133656,-0.536591572999825,-0.203237290137236,NA,0.406063557623279,0.155992878605447,NA,NA,NA,NA,0.309049322004057,9,-510.558211129228,1039.95754375378,13.063728413819,2.80354632799212e-05
-67.0400616250285,3.16944516593207,4.56023273075147,1.32548051652444,-0.176954686672175,-0.19592000781685,NA,0.406179513240778,NA,NA,5.19870099028561,NA,NA,0.308958194686703,10,-509.469111597434,1039.97108704463,13.0772717046682,2.78462584004554e-05
-26.7111643120479,3.75931993895801,1.21425606994048,1.21336401363264,-0.956885891331493,-0.0670406434721961,"+",NA,NA,NA,NA,0.712143581626941,"+",NA,10,-509.469362212772,1039.97158827531,13.0777729353449,2.78392805753959e-05
-49.9340848403102,3.731164320816,3.90561252943675,1.2119066172295,NA,NA,NA,NA,NA,NA,NA,2.08676508969474,NA,NA,6,-513.79526769258,1039.97763215935,13.0838168193889,2.77552788716291e-05
-21.1246106512211,3.68508773224929,NA,1.10144228110338,-0.769414165366581,-0.206984398514083,NA,0.40975590562187,NA,NA,NA,1.05741301104564,NA,0.30433341101327,9,-510.568717968441,1039.97855743221,13.0847420922446,2.77424412383647e-05
-41.4466618147949,3.16642804986923,NA,1.34546992212835,NA,-0.0827358293321314,NA,NA,NA,NA,4.39343658040381,1.05973256899005,"+",0.086631332917909,9,-510.569061272582,1039.97924404049,13.0854287005259,2.77329187780596e-05
-187.372200545018,3.88742719785157,20.9049346780781,1.19795898234421,1.1487244679783,NA,NA,NA,-0.146194141832858,1.48161654328752,8.59296629183349,-0.181123621849648,"+",-0.00815834567816037,12,-507.252016362332,1039.98270571045,13.088890370482,2.76849591892352e-05
-13.5144362728672,3.59762255753746,-1.45572135452828,1.11710789250945,NA,-0.204823701191604,NA,0.408149643125706,0.187502337012781,NA,NA,NA,NA,0.312079198681636,9,-510.571726170393,1039.98457383611,13.0907584961487,2.76591117712484e-05
-76.4733252677009,3.27789480185778,6.37589214284734,1.45170935034636,-0.179977470004026,-0.0504939427857771,NA,NA,NA,NA,4.84162197670527,NA,"+",NA,9,-510.573016357683,1039.98715421069,13.0933388707278,2.76234493473507e-05
-48.7128487617662,3.33602764801548,NA,1.15961566536566,1.01310179533805,NA,NA,NA,-0.008745309947975,1.19928545046123,5.92012465628124,-1.97355807953446,"+",0.0179646258957942,11,-508.373539407907,1039.99236183468,13.0985464947166,2.75516166386324e-05
-75.8703051986071,3.26654670723313,6.2441599051705,1.44163899484549,-0.207197615133014,NA,NA,NA,NA,NA,4.89826063157073,NA,"+",0.0388818459301459,9,-510.591489552474,1040.02410060028,13.1302852603105,2.71178404709263e-05
-46.8816539300744,4.26307484767707,4.5204171165272,0.990358681594787,-0.307053201138216,-0.173014537690325,NA,0.352670911393014,-0.0920684801937671,1.08949216486719,NA,-1.94786011680067,"+",NA,12,-507.277409002102,1040.03349098999,13.1396756500208,2.69908153630359e-05
-30.4656811688031,3.77693890372784,0.866705829113352,1.19595264665429,NA,-0.0985521750534493,"+",NA,NA,NA,NA,0.971112066511282,"+",0.069555306614417,10,-509.514908246056,1040.06268034188,13.1688650019121,2.65997538090973e-05
-51.3196943060827,3.28720557626467,NA,1.04619392973938,0.846938658345216,-0.227959346235173,NA,0.405147764700185,-0.109465220253655,1.18035484004925,6.42157860198686,-1.27232677883073,NA,0.301916347242996,12,-507.293552203128,1040.06577739204,13.1719620520726,2.6558595298913e-05
-32.419045725533,3.74933524293656,1.06794654416807,1.09694432705723,NA,-0.210778185595986,NA,0.411798386850265,NA,NA,NA,1.40737032164405,NA,0.303597140879171,9,-510.61892784798,1040.07897719129,13.1851618513224,2.6383888393946e-05
-26.0705051731851,3.58461408226451,NA,1.20994484260409,NA,-0.00400234400240368,NA,NA,NA,NA,NA,1.70475417896228,NA,NA,6,-513.846181755207,1040.07946028461,13.1856449446423,2.63775162234475e-05
-24.9448718225529,3.74863079202115,0.954786719402696,1.20527390289006,-1.0061345365265,NA,"+",NA,NA,NA,NA,0.668430120137303,"+",0.0213116844188592,10,-509.524384346609,1040.08163254298,13.1878172030181,2.63488823860108e-05
-36.2954662161881,2.91823356566211,NA,1.42047571350205,-0.517558047000982,0.0147888652446841,NA,NA,NA,NA,4.81716267326378,NA,NA,NA,7,-512.782493041855,1040.08350460223,13.1896892622633,2.63242305907801e-05
-43.5507730398368,3.16628786065647,NA,1.36071924623466,0.284350508208894,-0.049442565160206,NA,NA,NA,NA,4.47314787666874,1.15112219286106,"+",NA,9,-510.621545516233,1040.08421252779,13.1903971878285,2.63149144417531e-05
-7.54870281838075,NA,-6.31467308270682,1.02144714906138,NA,NA,"+",0.35461861904628,NA,NA,9.04723729245574,NA,NA,NA,7,-512.796070844358,1040.11066020723,13.2168448672703,2.59692209660648e-05
-43.705631931422,3.15729234547717,NA,1.35130862974467,0.251589655649791,NA,NA,NA,NA,NA,4.54223499722175,1.14167983480784,"+",0.0430039957174518,9,-510.635271408496,1040.11166431232,13.2178489723537,2.59561863249835e-05
-45.6224666674438,2.96237926459427,NA,1.29306721918122,NA,-0.0506003576009185,"+",NA,0.164870983489504,NA,5.53787683119756,1.37025469878039,NA,0.135306711726776,10,-509.543105823842,1040.11907549745,13.2252601574844,2.58601812615951e-05
-50.0730157454792,2.94982310220142,NA,1.29649569309674,0.608863062242514,NA,"+",NA,0.198326523643683,NA,5.77270149640437,1.47796965771353,NA,0.108612391805388,10,-509.544287297897,1040.12143844556,13.2276231055957,2.58296461701207e-05
-187.808602150719,3.8370276246644,20.6046674016664,1.08893854876017,0.998579940458334,-0.232544141987232,NA,0.382779017809011,-0.239966340297537,1.46376931623252,9.01829269925618,0.440072367721212,NA,0.268547250151918,13,-506.194961369777,1040.12325607289,13.2294407329236,2.58061824984139e-05
-18.159537229963,3.51110098423329,0.850118326317755,1.27931128368888,-1.53018479894686,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,-513.87960023981,1040.14629725381,13.2524819138494,2.55105860307515e-05
-13.3599437420343,3.48374097776812,NA,1.27499546635734,-1.50170608263271,0.00417259802955898,NA,NA,NA,NA,NA,NA,NA,NA,6,-513.882321780314,1040.15174033482,13.2579249948576,2.54412523276205e-05
-10.8414324073015,3.60130570048918,-1.01894034190404,1.14043231732028,-1.03509215695732,-0.205850606192051,NA,0.41377547469496,NA,NA,NA,NA,NA,0.309007653097629,9,-510.656716318757,1040.15455413284,13.2607387928765,2.54054842218776e-05
-37.7255671215976,3.13641734023728,NA,1.38954277823551,-0.0782735263639962,-0.08253063447531,NA,NA,NA,NA,4.28388680480733,NA,"+",0.0865180883114793,9,-510.667785227054,1040.17669194944,13.2828766094706,2.51258238695246e-05
-20.6880977885517,3.07584488832978,NA,NA,NA,NA,"+",0.454886826380223,NA,1.44354238786042,NA,NA,NA,0.269939235544643,7,-512.837024802655,1040.19256812383,13.2987527838638,2.49271624278747e-05
-55.3785851580288,3.35034177175114,NA,1.12630562696556,1.37324512213913,-0.112412343021053,NA,NA,-0.0193192857923535,1.02758994610948,5.96095976045604,NA,"+",0.0791156577958601,11,-508.474399682463,1040.19408238379,13.3002670438298,2.49082964687034e-05
-74.9983527077327,3.02950903111328,5.44496976217856,1.38439133942123,NA,-0.0486255264934352,"+",NA,0.228704129137606,NA,5.94795101823993,NA,NA,0.135634840861419,10,-509.582967693012,1040.19879923579,13.3049838958248,2.48496213124619e-05
-49.9188949763369,3.30742000178065,NA,1.14635171661828,0.905224421715142,-0.114622563445619,"+",NA,-0.0110638406706626,1.11714023435537,6.29035399582589,-1.72742858219323,"+",0.0755413874774897,13,-506.241766397406,1040.21686612814,13.3230507881799,2.46261544533561e-05
-75.9896815666301,3.02228966840412,5.37299385570828,1.38778498387746,0.196389027137832,NA,"+",NA,0.241411538821588,NA,6.02676337149804,NA,NA,0.109887082984961,10,-509.605250828338,1040.24336550644,13.3495501664765,2.43020176597613e-05
-21.1260236961022,3.77531835312896,-0.380806332897627,1.13257356316997,NA,-0.235901002281068,NA,0.390911738022286,0.163222710525042,NA,NA,0.0878901169099849,"+",0.247112046148376,11,-508.50590494761,1040.25709291409,13.3632775741235,2.41357869400451e-05
-19.9598699504917,3.76572274365773,-0.607088012350129,1.13454576554532,0.0760438967147373,-0.236149806449696,NA,0.391325706745777,0.171249664372045,NA,NA,NA,"+",0.247650464725776,11,-508.505950574922,1040.25718416871,13.3633688287475,2.41346857140864e-05
-23.8982862301357,3.79145919253039,NA,1.13231426977898,0.076632272586437,-0.236197882479142,NA,0.390615816670637,0.166553483306771,NA,NA,0.14119227111896,"+",0.246595973234429,11,-508.505951441801,1040.25718590247,13.3633705625061,2.41346647922359e-05
-46.2793234653484,NA,NA,1.04117494923409,NA,NA,"+",0.341264809454967,0.115315467097555,NA,9.76792727847377,NA,NA,NA,7,-512.884821288533,1040.28816109558,13.394345755619,2.37637564939339e-05
-136.817703623291,3.32414872540773,14.0671955778481,1.38045333299386,NA,NA,NA,NA,NA,NA,6.61895516405826,3.24711193019516,NA,0.0998121120019148,8,-511.810659323432,1040.29108608872,13.3972707487596,2.37290274832837e-05
-49.1914115334477,3.08587883934334,NA,1.2429930730283,0.797175173976628,NA,NA,0.360735106009178,0.15518735389488,NA,5.16443768911441,1.32337821927519,NA,0.198054201851479,10,-509.633449381916,1040.2997626136,13.4059472736335,2.36263077084617e-05
-128.238482875264,3.39621654367207,12.2068868658241,1.3344349276957,0.587730501093534,-0.0673437954516611,NA,0.340673862543554,NA,NA,6.37172053980397,2.98694049518703,NA,NA,10,-509.635999280796,1040.30486241136,13.4110470713933,2.35661397565967e-05
-21.3003210501813,3.51237006898178,NA,1.26379047172693,NA,-0.0554438943292578,NA,NA,NA,NA,NA,NA,NA,0.135548453242146,6,-513.961053158679,1040.30920309155,13.4153877515878,2.35150486811059e-05
-46.5304336493492,NA,NA,1.06187990690953,NA,-0.0661992858934674,"+",0.357128322763933,NA,NA,9.81754100064266,NA,NA,NA,7,-512.89876223281,1040.31604298414,13.4222276441735,2.34347658372986e-05
-51.8579187014068,NA,NA,0.847407659687042,NA,NA,"+",0.351355147021757,NA,0.585987993184417,10.7666599310194,NA,NA,0.170180569643,8,-511.824940663706,1040.31964876927,13.4258334293083,2.33925535357079e-05
-118.863974019057,3.3881063179751,11.5631782115589,1.3262748745485,NA,-0.0634438401032319,NA,0.33666992365775,0.0539583839097751,NA,6.01446499606447,2.59134546058589,NA,NA,10,-509.650809832545,1040.33448351485,13.4406681748901,2.3219684156486e-05
-125.304637005559,3.36697016444469,11.5786535868153,1.32611589628083,0.866027565423604,NA,NA,0.328243124478722,0.105415427887345,NA,6.36707330476939,2.73525737924958,NA,NA,10,-509.651270146454,1040.33540414267,13.4415888027081,2.32089982725253e-05
-48.8394420032954,NA,NA,1.03056581012988,NA,NA,"+",0.344972881566786,NA,NA,9.92957527790637,0.668553879712002,NA,NA,7,-512.914820571844,1040.34815966221,13.4543443222422,2.30614478777398e-05
-49.9317806448724,2.95209798372562,NA,1.31542011903757,0.597531178082452,0.00361604534711802,"+",NA,0.189662345594959,NA,5.72723178039265,1.52757092953985,NA,NA,10,-509.665315807171,1040.36349546411,13.4696801241432,2.28852912186625e-05
-132.713964212919,3.31432387070317,13.6818638704892,1.38793167755307,NA,NA,NA,NA,0.116005078274353,NA,6.41046277408387,2.94049211372216,NA,NA,8,-511.847990974612,1040.36574939108,13.4719340511203,2.28595148582707e-05
-17.4625323416624,3.49210978745141,-0.676585260898726,1.26250929555083,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106412848591439,6,-513.990541389705,1040.3681795536,13.4743642136389,2.28317555584884e-05
-32.8907687412985,2.55509871177968,NA,NA,NA,NA,"+",0.426093619141573,NA,1.66697562763366,3.46326169450123,NA,NA,NA,7,-512.925750893251,1040.37002030502,13.4762049650569,2.28107514326042e-05
