"","(Intercept)","CHELSA_bio10_02","CHELSA_bio10_11","CHELSA_bio10_17","depthtobedrock2","Dry.or.Fleshy.Fruit","GLOBAL_SLOPE_10MIN","main_habitat","Mean.Corolla.Diameter","Mean.Seed.Length","Mean.Seed.Number.per.Fruit","meancarbon","meanpH","meanwatercap","Most.Common.Life.Form","df","logLik","AICc","delta","weight","rsqs"
"13927",98.2734822054845,NA,-17.2759549042712,0.550941573580505,NA,NA,0.0264186180398591,"+",NA,NA,0.0634092012633437,-0.553341020577493,NA,-1.99523306738356,"+",10,-378.557256525398,778.137768864749,17.2046113470734,2.24781606188595e-06,0.117
"568",2.73601349487087,1.76200871117756,-2.96796672363921,0.497076294551934,NA,"+",-0.263476975732397,NA,NA,NA,0.0962156435933147,NA,NA,NA,NA,8,-380.738740972608,778.141076415262,17.2079188975862,2.24410175146578e-06,0.1
"11255",-20.0810600229631,NA,-2.15111957271724,0.497722613188059,NA,"+",-0.292567270162997,"+",0.0435410436622159,0.109028919368914,0.0788117528183535,NA,6.14235599270844,NA,"+",12,-376.339395320707,778.143579373807,17.2104218561318,2.24129506126137e-06,0.134
"14334",-14.6168826627462,1.84273055235056,NA,0.631847449775078,0.228012884979194,"+",-0.111540986588442,"+",0.0570186293197918,0.0523804704089451,0.0811326065923497,-0.339376343536302,NA,-0.382233288638622,"+",14,-374.078362166944,778.147245660903,17.2140881432273,2.23719020922225e-06,0.151
"430",-15.2311570744219,1.89051784264339,NA,0.536515888966206,0.0624708627403784,NA,-0.209942161614799,NA,0.161110148055967,0.0604274088815297,NA,NA,NA,NA,NA,8,-380.742723531833,778.149041533712,17.2158840160359,2.2351822563319e-06,0.1
"12285",-41.169927165921,NA,NA,0.578673971330091,1.55161044537628,"+",-0.126344929943418,"+",0.0387575594098162,0.115965185094649,0.0865118709475251,-0.291788841688186,6.53319059248785,NA,"+",13,-375.216342663867,778.14966645981,17.2165089421347,2.23448395357071e-06,0.143
"3773",-40.0982657140062,NA,NA,0.605655855002111,1.25711849775503,"+",-0.134457892769616,NA,0.147647826555128,NA,0.0681930920414704,-0.25579529491498,6.67104307485305,NA,NA,10,-378.563405313388,778.15006644073,17.2169089230547,2.23403712277947e-06,0.117
"16317",-40.9405807476613,NA,NA,0.579988479298195,1.53268627513853,"+",-0.125323908262515,NA,0.0385859282265789,0.115740839126761,0.08626213097297,-0.289619846941826,6.50998456587968,-0.0191189465733071,"+",13,-375.217091375631,778.151163883338,17.2180063656624,2.23281159528386e-06,0.143
"5264",26.4020668185624,1.48555081568963,-6.99949673545166,0.636068916995276,0.432065787948279,NA,NA,NA,0.187931702579134,NA,NA,-0.467888093921442,NA,-0.276750224040342,NA,9,-379.659235482691,778.151804298715,17.2186467810394,2.23209674630025e-06,0.108
"15807",4.77012049902583,NA,-6.81012240299586,0.593990136812336,1.47480746003897,"+",-0.0611882582725031,NA,0.0788025967180925,0.0775379414536368,NA,-0.356793647515983,5.33914360149598,-0.601932963553264,"+",13,-375.21751199853,778.152005129136,17.21884761146,2.23187262108907e-06,0.143
"2263",-20.3725486595026,NA,-1.91679881453001,0.510279795415596,NA,"+",NA,"+",0.17354693138974,NA,NA,NA,6.02088097835565,NA,NA,8,-380.74475470965,778.153103889346,17.2199463716699,2.23064681142274e-06,0.1
"3279",-8.87397600835766,NA,-4.93749952731332,0.619794243540597,1.53365323616523,NA,NA,"+",0.17443346822242,NA,NA,-0.360493356622616,5.67612420551548,NA,NA,9,-379.661618997932,778.156571329197,17.2234138115217,2.22678284508375e-06,0.108
"12407",100.176321399603,NA,-17.2170906673034,0.443231298534827,NA,"+",-0.0580702811555303,"+",NA,NA,NA,NA,NA,-3.33045153485786,"+",9,-379.662773953683,778.158881240699,17.2257237230232,2.22421249403776e-06,0.108
"7493",-29.2120515902814,NA,NA,0.623552376595136,NA,NA,NA,"+",NA,0.178969789387079,NA,-0.37055182064992,5.79102260687544,0.00516880186852831,NA,8,-380.74778543255,778.159165335146,17.2260078174706,2.22389657326636e-06,0.1
"7311",-10.5151166178847,NA,-4.76397241811266,0.617150380273125,1.58377091299518,NA,NA,NA,0.174936144303955,NA,NA,-0.363828871781823,5.75063848173611,0.044983061981462,NA,9,-379.664942727171,778.163218787675,17.2300612699993,2.21939390804839e-06,0.108
"4502",-11.5571928307563,1.84844542214499,NA,0.540227333575291,NA,"+",NA,NA,0.166381819923537,0.0600895931668462,NA,NA,NA,-1.12259460326231,NA,8,-380.750072815297,778.16374010064,17.2305825829649,2.21881548402664e-06,0.1
"13312",29.5047208690905,1.6644289568184,-7.05652922172676,0.576472456563072,0.218691775599455,"+",-0.1460195270091,"+",0.0535422837577591,0.049206489704406,0.0783507695361205,NA,NA,-1.91673697066593,"+",14,-374.088382989764,778.167287306542,17.234129788866,2.21488367410296e-06,0.151
"94",-16.7967485035156,1.76790162623046,NA,0.53267513405244,0.549220410082739,"+",NA,"+",NA,NA,NA,NA,NA,NA,NA,7,-381.828449127632,778.170659723153,17.2375022054775,2.21115206587391e-06,0.091
"8032",-54.6846837216235,1.26149806438234,1.60085791450133,0.683865213282048,1.85221383716343,"+",NA,"+",NA,0.199554968894016,0.111616648964752,-0.317435881441338,5.54697936493123,0.588069708937702,NA,13,-375.227548591527,778.17207831513,17.2389207974541,2.20958426066886e-06,0.143
"7989",-33.034731339794,NA,NA,0.587370832632024,NA,"+",-0.221227486963014,NA,NA,0.195948023456751,0.110140039296361,-0.314970883665871,6.4563889982743,0.201597304885503,NA,10,-378.575483754309,778.174223322571,17.2410658048954,2.20721574367688e-06,0.117
"9567",83.0961241112502,NA,-15.6913085225235,0.519622822485628,0.281502627548121,"+",NA,"+",NA,0.0631029558601374,NA,-0.749218069598383,NA,NA,"+",10,-378.57578475611,778.174825326174,17.2416678084986,2.20655146774059e-06,0.117
"2479",-35.0430363040723,NA,-1.38714670365147,0.554373803123259,1.47044883043649,NA,-0.173231783425268,NA,0.127693895619784,0.121948088103187,NA,NA,6.96226048390199,NA,NA,9,-379.671534670883,778.1764026751,17.2432451574246,2.20481190301207e-06,0.108
"3957",-32.4200200402491,NA,NA,0.592695267481705,NA,"+",-0.213965489556283,"+",NA,0.195420068127176,0.109569132668883,-0.292324730566331,6.41689293728548,NA,NA,10,-378.578450903069,778.180157620092,17.2470001024163,2.20067631274883e-06,0.117
"48",0.819983891856063,1.7417348610971,-2.78084413400777,0.526166950458883,0.229122123735175,NA,-0.215769804087487,NA,NA,NA,NA,NA,NA,NA,NA,7,-381.83406699585,778.181895459591,17.2487379419151,2.19876493217709e-06,0.091
"1808",25.5666667317761,1.46991418905165,-7.02884408342547,0.610055940762189,0.54881022092801,NA,NA,NA,NA,0.161542422048997,0.0978700084082347,-0.534553357029588,NA,NA,NA,9,-379.675287393805,778.183908120944,17.250750603268,2.1965533605484e-06,0.108
"4254",-14.6379560850118,1.85916187496693,NA,0.54185070057239,0.497892598755797,"+",NA,NA,0.185333019328991,NA,NA,NA,NA,-0.95470128859926,NA,8,-380.763941284954,778.191477039954,17.2583195222788,2.1882563031454e-06,0.1
"870",-14.7085120063965,1.83439192885681,NA,0.534697471292547,NA,NA,-0.223046703412061,"+",NA,0.143550973917527,0.0919920932104068,NA,NA,NA,NA,8,-380.764601137871,778.192796745788,17.2596392281126,2.18681285212591e-06,0.1
"3991",7.00602691413314,NA,-5.92316097191892,0.59604109392732,NA,"+",NA,NA,0.101082781399854,0.150367816837756,0.0831896682907222,-0.536859091232005,5.20107489603875,NA,NA,10,-378.585054179838,778.193364173629,17.2602066559535,2.18619251088222e-06,0.117
"3181",-39.3486354978133,NA,NA,0.615689079910589,1.36573340033271,NA,-0.124077529256049,"+",NA,NA,NA,-0.209283441604458,6.45959054393055,NA,NA,8,-380.765779906094,778.195154282235,17.2619967645592,2.18423662531104e-06,0.1
"5150",-15.1375256398447,1.67609870839184,NA,0.625946007488194,0.398298601870406,"+",NA,NA,NA,NA,NA,-0.465018317011569,NA,0.297735910523372,NA,8,-380.767164067957,778.197922605959,17.2647650882836,2.18121537970503e-06,0.1
"9999",79.8514256298315,NA,-15.4882241399936,0.463588367577997,0.754847868519408,NA,NA,NA,NA,0.0803120170164393,0.0763524646318784,-0.787201251524054,NA,NA,"+",9,-379.684194186268,778.201721705869,17.2685641881932,2.17707598486749e-06,0.108
"7776",-51.1896200758086,1.24935596322407,1.33578993469523,0.691539044477414,1.82254230041441,"+",NA,"+",NA,NA,0.0947225281484916,-0.305933331548537,5.18202261497618,0.562823397053172,NA,12,-376.368780550562,778.202349833519,17.2691923158435,2.17639235141391e-06,0.134
"4142",-12.6097691563336,1.80463989773397,NA,0.562355150153371,0.0150950999206811,NA,-0.199140248810312,NA,NA,NA,NA,NA,NA,-0.589415677307301,NA,7,-381.844791310114,778.203344088118,17.2701865704425,2.17531067624894e-06,0.091
"14039",101.364141655981,NA,-17.875834900576,0.542638277482095,NA,"+",NA,"+",0.0570773919089536,NA,0.0716086957862044,-0.587857018024638,NA,-1.91678669189456,"+",11,-377.488457384255,778.210559628323,17.2774021106472,2.16747679534566e-06,0.125
"9591",83.8877166094837,NA,-15.5641164814267,0.526156707977299,NA,"+",0.0186607963669034,"+",NA,0.0656274182441248,NA,-0.76898833471907,NA,NA,"+",10,-378.594095445067,778.211446704088,17.2782891864121,2.16651565044553e-06,0.117
"16327",33.7774979291766,NA,-9.19500174011219,0.607395932725723,NA,NA,NA,"+",0.0504547687261634,0.0999391709581424,0.0616405893971157,-0.413375637601447,3.91245908714348,-1.30253554704236,"+",12,-376.375199582841,778.215187898077,17.282030380401,2.16246676088228e-06,0.134
"2879",-35.901788579527,NA,-1.39230379233184,0.524573651337368,1.43692256807459,"+",-0.221490272346199,NA,NA,0.191179375780063,0.105962458040054,NA,7.20380545554009,NA,NA,10,-378.596198139676,778.215652093305,17.2824945756291,2.16196491574738e-06,0.117
"6573",-42.8149857205513,NA,NA,0.566895386911735,1.4159626921349,NA,-0.169091690962303,NA,0.12691083685873,0.123099374486784,NA,NA,7.09562556141402,-0.146043740883542,NA,9,-379.691347074498,778.216027482329,17.2828699646533,2.16155916487718e-06,0.108
"334",-17.0329434760444,1.79341242833886,NA,0.533109033706805,0.555606759839319,NA,NA,"+",NA,0.126695013684236,NA,NA,NA,NA,NA,7,-381.851136725425,778.216034918739,17.2828774010635,2.1615511277718e-06,0.091
"1880",34.2924998407826,1.36330747694694,-8.0060321589819,0.62565427101859,NA,"+",NA,"+",NA,0.161511348792467,0.10843627589685,-0.577597717448165,NA,NA,NA,10,-378.596959049486,778.217173912925,17.284016395249,2.16032048114685e-06,0.117
"2541",-43.9200597535666,NA,NA,0.559028087170566,1.48881754098926,NA,-0.176001444476486,"+",0.127412783960004,0.12309039123064,NA,NA,7.18391873692863,NA,NA,9,-379.692218052549,778.217769438432,17.284611920756,2.15967731393227e-06,0.108
"6455",-16.0139975803726,NA,-2.61888471742303,0.55156790311476,NA,"+",-0.249232203273058,NA,NA,0.171540876271234,NA,NA,6.41510044585707,-0.732992076957153,NA,9,-379.692868845324,778.21907102398,17.2859135063048,2.15827226878748e-06,0.108
"7581",-43.4662586227865,NA,NA,0.612185586019263,1.66895972964508,"+",NA,NA,0.131576455781863,0.122150294795265,NA,-0.364942555198398,6.76579315596567,0.483440883710308,NA,10,-378.598405770123,778.2200673542,17.2869098365239,2.15719736060938e-06,0.117
"13767",97.4978222416544,NA,-17.2099647968841,0.551736889477964,NA,NA,NA,"+",0.0663882150384034,0.0392475683547869,NA,-0.534707129182899,NA,-1.8870525909245,"+",10,-378.600858977925,778.224973769804,17.2918162521289,2.15191179316128e-06,0.117
"3263",-9.69127302763945,NA,-4.75974691920334,0.612719950790509,1.27624028570497,"+",-0.0893864267147644,NA,0.172303554820508,NA,NA,-0.342286995097874,5.91614788359125,NA,NA,10,-378.60095192118,778.225159656313,17.292002138637,2.15171179677108e-06,0.117
"16253",-41.0219713009029,NA,NA,0.577049328809441,1.55297099249559,"+",-0.129763568730244,"+",NA,0.132192331068929,0.0943549817807342,-0.289722628695236,6.52443382514288,-0.0289825110031521,"+",13,-375.256616320951,778.230213773978,17.2970562563028,2.14628115912969e-06,0.143
"6431",-23.8608582042963,NA,-3.16498414011711,0.543327354360074,1.8796182891146,"+",NA,NA,NA,0.172406691714791,NA,NA,6.79449380162339,-0.801237856125496,NA,9,-379.699512010275,778.232357353883,17.2991998362073,2.14398202886102e-06,0.108
"4902",-12.8798357211097,1.85535851646878,NA,0.538946259629911,NA,NA,-0.218220950496396,NA,NA,0.146275874015843,0.097121030864353,NA,NA,-0.676210457906329,NA,8,-380.784537489038,778.232669448123,17.2995119304472,2.14364749274255e-06,0.1
"1072",21.6161897039047,1.47523216215605,-6.10279871791853,0.627162533608965,0.297448499105754,NA,-0.0852427883252674,NA,NA,NA,NA,-0.436629413257714,NA,NA,NA,8,-380.785007651276,778.233609772599,17.3004522549234,2.14263986753198e-06,0.1
"16311",18.4433720962486,NA,-7.35831347152332,0.578193548993068,NA,"+",-0.156822799170804,NA,0.0410900177532687,0.111847907809976,0.0893826636214324,-0.377718250944401,4.83590423496746,-0.944221084264306,"+",13,-375.259103875512,778.235188883099,17.3020313654239,2.14094880265757e-06,0.143
"11775",-0.838169869870325,NA,-6.1204611276844,0.59465410522345,1.48478516933854,"+",-0.0625970073750235,"+",0.0787636038743339,0.0781265317059441,NA,-0.401356827307455,5.36296631568133,NA,"+",13,-375.259240030889,778.235461193853,17.3023036761776,2.14065732081032e-06,0.143
"13543",98.2062413966747,NA,-17.2936766481925,0.560475265432569,NA,NA,0.0481431871902208,"+",0.0809381940527811,NA,NA,-0.554926361218187,NA,-1.94453537912302,"+",10,-378.606213625037,778.235683064028,17.3025255463525,2.14041985997489e-06,0.117
"6973",-43.274977921518,NA,NA,0.540150715372094,1.36149631899126,"+",-0.21459935714192,NA,NA,0.192205117990444,0.106384532749603,NA,7.31741468653656,-0.236738743831488,NA,10,-378.607109257747,778.237474329448,17.304316811772,2.13850368815691e-06,0.117
"2839",-29.5004571061079,NA,-0.703517535570398,0.462284722351749,NA,"+",NA,NA,NA,0.189111851871488,0.0822754580385003,NA,6.62885994876574,NA,NA,8,-380.787221903208,778.238038276463,17.3048807587874,2.13790077177796e-06,0.1
"7424",-68.4758824498911,1.37708619941763,3.95967079687942,0.702525719548133,1.39252309620663,"+",-0.17989239719606,"+",0.193509625364715,NA,NA,-0.166456206595277,5.76859741294659,0.885013799683762,NA,13,-375.264483692631,778.245948517338,17.3127909996623,2.12946181628575e-06,0.142
"5160",24.9029352158747,1.46223704481171,-6.2826065330958,0.631035223855249,NA,NA,-0.0995564360411249,NA,NA,NA,NA,-0.412858197355327,NA,-0.276050560550551,NA,8,-380.792954556511,778.249503583068,17.3163460653926,2.12567999007814e-06,0.099
"12383",101.110009633906,NA,-17.4243725881199,0.443664646004736,0.117491980156164,"+",NA,"+",NA,NA,NA,NA,NA,-3.45290217973266,"+",9,-379.710288948378,778.253911230089,17.3207537124131,2.12100052479254e-06,0.108
"2941",-44.8550970191194,NA,NA,0.528884378520703,1.45963999902673,"+",-0.224588139432429,"+",NA,0.192376430114333,0.106555904629465,NA,7.43161176646862,NA,NA,10,-378.616239715856,778.255735245666,17.3225777279899,2.11906703760637e-06,0.117
"9871",79.3343705094601,NA,-15.4030723801802,0.469981621924725,0.74668800272252,NA,NA,NA,0.0688046639340099,NA,0.0582250617147865,-0.775251064055393,NA,NA,"+",9,-379.713025310616,778.259383954565,17.3262264368894,2.11520463249623e-06,0.108
"3167",-4.83802560324489,NA,-5.40471957763461,0.620465631698408,1.46685047413403,"+",NA,"+",NA,NA,NA,-0.396991768625741,5.52662929234164,NA,NA,9,-379.713064795076,778.259462923485,17.3263054058098,2.11512111643199e-06,0.108
"3375",-15.3960046653353,NA,-3.92924682507177,0.610471545132004,1.36222388529466,NA,-0.0953815371014219,NA,NA,0.176827254756344,NA,-0.297978608187057,6.08248346404626,NA,NA,9,-379.71378229402,778.260897921374,17.327740403698,2.11360406357121e-06,0.108
"1496",32.0006105879594,1.39628393882324,-7.66244826236596,0.645808699001041,NA,"+",NA,"+",0.157851555046508,0.0756840399833984,NA,-0.531695637977907,NA,NA,NA,10,-378.620204683684,778.263665181321,17.3305076636456,2.11068163987894e-06,0.117
"374",-14.3932865603024,1.80007915950027,NA,0.543496667120389,NA,"+",-0.200894990369105,"+",NA,0.122398802570586,NA,NA,NA,NA,NA,8,-380.800135880842,778.26386623173,17.3307087140548,2.11046947383938e-06,0.099
"13471",97.6385188795196,NA,-17.5770962164394,0.499876684161353,0.4069112159265,"+",NA,NA,0.0855255848112269,NA,NA,-0.636230145689639,NA,-1.71892411508431,"+",10,-378.620470831792,778.264197477537,17.3310399598613,2.11011996070241e-06,0.117
"280",0.848274791285547,1.7669067980737,-2.56753113766777,0.468057255073676,NA,"+",NA,NA,NA,0.127273382893665,NA,NA,NA,NA,NA,7,-381.875350720006,778.264462907901,17.3313053902258,2.10983993432955e-06,0.091
"12263",7.86346337905439,NA,-5.86228231859258,0.585561523741119,NA,NA,-0.152336133300108,"+",0.0486142108155994,0.106680561631009,0.0674394461692009,-0.408046148748103,4.74745917195395,NA,"+",12,-376.401185074892,778.267158882178,17.3340013645028,2.10699781323548e-06,0.134
"4744",23.9100929516646,1.63997436444359,-5.8242832112286,0.543909410964023,NA,NA,NA,NA,0.174144938539263,NA,0.0458430814320246,NA,NA,-1.67807773759102,NA,8,-380.803013353683,778.269621177413,17.336463659737,2.10440538405745e-06,0.099
"3685",-30.2573013901641,NA,NA,0.604697530010686,NA,NA,-0.207941286668982,"+",NA,NA,0.0757280859357463,-0.245546527442901,5.94620200147878,NA,NA,8,-380.804896102767,778.273386675579,17.3402291579039,2.10044704419906e-06,0.099
"808",1.20992463677772,1.79232425325083,-2.74229453589274,0.500365840367895,NA,NA,-0.25192214423164,NA,NA,0.145587197367534,0.0955677471719753,NA,NA,NA,NA,8,-380.806941706006,778.277477882059,17.3443203643832,2.09615475457826e-06,0.099
"5896",32.1905578713291,1.43587442670928,-7.44517017658946,0.618296929068662,NA,NA,NA,NA,NA,0.164350729730636,0.0972711248175718,-0.511862096697723,NA,-0.49244074564578,NA,9,-379.722422634573,778.278178602479,17.3450210848032,2.0954204739971e-06,0.108
"1990",-13.1825790029146,1.70487658667937,NA,0.641555758600329,NA,NA,NA,"+",0.130959037769655,0.0974652361070609,0.0647555389458533,-0.420127139426071,NA,NA,NA,9,-379.724786531624,778.282906396582,17.3497488789067,2.09047296572048e-06,0.108
"7717",-30.7899849680272,NA,NA,0.598910429719547,NA,NA,-0.216163221459069,NA,NA,NA,0.0765272488121448,-0.26296689431818,6.00036739703928,0.146460288518277,NA,8,-380.810653726745,778.284901923535,17.3517444058598,2.08838820836687e-06,0.099
"15319",26.8300705469594,NA,-8.16481532139142,0.534145517574385,NA,"+",NA,"+",0.0481892938447472,0.0958367768163922,0.0661738890749101,NA,4.61645825411606,-2.37898168839629,"+",12,-376.413909827055,778.292608386505,17.3594508688296,2.08035664883598e-06,0.134
"6517",-32.8326141678211,NA,NA,0.563796719685204,NA,"+",-0.248509444647747,"+",NA,0.171479901241855,NA,NA,6.6819081147395,-0.448548001562571,NA,9,-379.730310112994,778.293953559321,17.3607960416458,2.07895789967257e-06,0.108
"13519",96.7727753532387,NA,-17.179864238331,0.552006544754597,0.0964980416652561,NA,NA,"+",0.0787353840018003,NA,NA,-0.530167039583089,NA,-1.86782617219236,"+",10,-378.635975754005,778.295207321963,17.3620498042878,2.07765504820738e-06,0.117
"1696",28.4324972238969,1.46526832977084,-7.48090158711656,0.617957383241469,0.464335021956074,"+",NA,NA,0.164230782537069,NA,0.0717478915724627,-0.556580208120749,NA,NA,NA,10,-378.639927131695,778.303110077344,17.3699525596685,2.06946164667427e-06,0.116
"13719",99.4736541073843,NA,-17.4844453780041,0.502792586632992,NA,"+",NA,NA,0.0764296332640475,0.0351571514041583,NA,-0.646876979975837,NA,-1.80195401706569,"+",10,-378.640139920507,778.303535654968,17.3703781372922,2.06902133523767e-06,0.116
"4488",24.0210449389014,1.63893817012455,-5.85129051670592,0.545949594680061,NA,NA,NA,NA,0.165132415428533,0.0681886432777999,NA,NA,NA,-1.64460081415884,NA,8,-380.820441519956,778.304477509958,17.3713199922825,2.06804720559308e-06,0.099
"7199",-8.15227117444795,NA,-5.06024855960364,0.614336813669304,1.58186771962846,"+",NA,NA,NA,NA,NA,-0.400091661254565,5.69709595872795,0.0479278193463415,NA,9,-379.73654426181,778.306421856953,17.3732643392779,2.06603768186894e-06,0.108
"3511",-3.48087050700155,NA,-4.51295885522293,0.605281995005537,NA,"+",-0.160573702314256,NA,0.132734116889987,0.119544942485872,NA,-0.369930465390903,5.68392310436161,NA,NA,10,-378.641653666266,778.306563146485,17.373405628809,2.06589173227659e-06,0.116
"7341",-41.5165556874955,NA,NA,0.613103923322043,1.40879146021656,NA,-0.112850622391074,NA,0.170833884746515,NA,NA,-0.26371418189412,6.56806367078308,0.463462808204291,NA,9,-379.736719968705,778.306773270743,17.3736157530676,2.06567469669359e-06,0.108
"4366",-14.4762942320164,1.82280804085205,NA,0.540700256585739,0.559543505395943,NA,NA,NA,NA,0.129045173688919,NA,NA,NA,-0.948155787918985,NA,7,-381.898108810731,778.309979089352,17.3768215716764,2.06236625977296e-06,0.091
"7536",-74.3939335020993,1.36832974989548,4.80074506478341,0.698104704220407,1.4896772084314,NA,-0.188626065690748,"+",NA,0.180236052112029,NA,-0.127117057944271,5.97108440674888,0.902602950100473,NA,12,-376.425009081498,778.31480689539,17.3816493777147,2.05739391142971e-06,0.134
"7648",-57.4177099997291,1.29550865216471,2.0826221379042,0.704511574068845,1.75963606798625,"+",NA,"+",0.15742569732295,0.113519768515161,NA,-0.282252544394327,5.53187218712297,0.6741130519476,NA,13,-375.299359853185,778.315700838446,17.3825433207709,2.05647452041531e-06,0.142
"3549",-41.8148854993984,NA,NA,0.616846558800783,1.58507832661704,"+",NA,"+",0.131296093651336,0.122320189981623,NA,-0.315768426225129,6.75208150830002,NA,NA,10,-378.646919951047,778.317095716047,17.3839381983718,2.05504075533247e-06,0.116
"4240",20.4656558997622,1.65132314076516,-5.86729826348576,0.547603002752847,0.59046691208561,NA,NA,NA,0.186544921275591,NA,NA,NA,NA,-1.44787570118405,NA,8,-380.829477432606,778.322549335258,17.389391817582,2.04944468364039e-06,0.099
"1614",-14.2376032953728,1.66024317003414,NA,0.6406637199973,0.306323036849534,NA,NA,"+",NA,NA,0.0786708873362955,-0.402686095380378,NA,NA,NA,8,-380.833309320588,778.330213111221,17.3970555935459,2.04160646835987e-06,0.099
"3975",3.96682389261355,NA,-5.35094207630925,0.601142521993034,NA,NA,NA,NA,0.108803323921098,0.146909492581277,0.0642326932871725,-0.489580834353596,5.14046529721699,NA,NA,9,-379.748662872796,778.330659078926,17.3975015612507,2.04115127383691e-06,0.108
"7973",-32.2228812340723,NA,NA,0.592491856083039,NA,NA,-0.21426204827769,NA,NA,0.195905601413009,0.0927983612102316,-0.275738692387067,6.29839009200123,0.142022806760423,NA,9,-379.751272376999,778.335878087332,17.402720569656,2.0358318245907e-06,0.108
"3941",-31.7742374321373,NA,NA,0.596581121170799,NA,NA,-0.208633982284645,"+",NA,0.195472339873894,0.0923306836473077,-0.259630193631632,6.26600925946025,NA,NA,9,-379.751786296177,778.336905925687,17.4037484080117,2.03478584037193e-06,0.108
"4126",-14.2986687209414,1.80137833721032,NA,0.538896586529283,0.571929857093897,"+",NA,NA,NA,NA,NA,NA,NA,-0.962055151308448,NA,7,-381.913468530825,778.34069852954,17.4075410118647,2.03093092825656e-06,0.091
"16103",25.3357775989954,NA,-8.04809293913324,0.602347229690405,NA,NA,-0.117486138189401,"+",0.0832288831696942,NA,0.0528902309954223,-0.331549683580038,4.20022489201636,-1.11824344596629,"+",12,-376.440071958041,778.344932648477,17.4117751308011,2.02663587475173e-06,0.134
"9285",-4.73942040022066,NA,NA,0.470755329054931,NA,NA,NA,"+",NA,NA,NA,-0.568289125474182,NA,NA,"+",6,-382.983045009091,778.349651662017,17.4164941443418,2.02185965066664e-06,0.082
"1848",28.637298651774,1.47384165430368,-7.10726015398784,0.598945670353838,NA,"+",-0.115839723488471,NA,NA,0.160397654572612,0.116962173429442,-0.522768000560093,NA,NA,NA,10,-378.663757271088,778.350770356129,17.4176128384535,2.02072904565346e-06,0.116
"776",-1.27083844408924,1.79697690743081,-2.2441613508592,0.465027922935909,NA,NA,NA,NA,NA,0.145524562656223,0.0777748916377298,NA,NA,NA,NA,7,-381.919838035378,778.353437538645,17.4202800209698,2.01803601516312e-06,0.09
"16109",-40.1285666962645,NA,NA,0.587696931226122,1.62174940810907,NA,-0.111423081755048,"+",0.0851598750102658,NA,0.0530687770520287,-0.248941812243606,6.24680028239712,-0.0783754321934225,"+",12,-376.444334146457,778.353457025309,17.4202995076333,2.01801635286451e-06,0.133
"15853",-40.4928319815315,NA,NA,0.594749889203386,1.60416525368059,NA,-0.0981585302987724,"+",0.0756517948843934,0.084654870798548,NA,-0.24793298043135,6.35055447157886,-0.0517380141280793,"+",12,-376.446049348506,778.356887429407,17.4237299117314,2.0145580138041e-06,0.133
"15615",11.8050010216394,NA,-7.58293169640704,0.604371932508257,1.34037990078687,"+",-0.0490810857533626,"+",0.101141320326671,NA,NA,-0.3562258677137,4.93274581179043,-0.725542012317947,"+",13,-375.320017206365,778.357015544806,17.42385802713,2.01442896998576e-06,0.142
"5390",-15.3211077007114,1.70463496647877,NA,0.62477501758548,0.397453869672201,NA,NA,NA,NA,0.137347041136019,NA,-0.443368318788552,NA,0.258972146371732,NA,8,-380.846976068954,778.357546607954,17.4243890902784,2.01389414649965e-06,0.099
"7136",-68.3053764774954,1.37530809608556,3.45573276026758,0.649404056220559,2.03769712223025,"+",NA,"+",0.122464004507516,0.141507035658863,0.0794609834472426,NA,6.07536183702103,0.0227854788369015,NA,13,-375.320628271541,778.358237675157,17.4250801574813,2.01319839861136e-06,0.142
"9343",82.4755426862823,NA,-15.7057690429033,0.525819489662491,0.438416977384712,"+",0.0403306069803242,"+",NA,NA,NA,-0.762760812359728,NA,NA,"+",10,-378.667739856312,778.358735526578,17.4255780089027,2.01269732413694e-06,0.116
"2423",-26.0611390260301,NA,-1.32048187672024,0.54157486481012,NA,"+",-0.267632073887003,"+",NA,0.170133746508777,NA,NA,6.5710323040075,NA,NA,9,-379.764126420596,778.361586174526,17.42842865685,2.00983062186421e-06,0.108
"13495",99.3235797905258,NA,-17.4513556480454,0.505475025919699,NA,"+",0.00749107986889936,NA,0.0881980189381407,NA,NA,-0.647500263446029,NA,-1.81185625952052,"+",10,-378.669628217519,778.362512248991,17.4293547313158,2.00890021087851e-06,0.116
"7821",-42.6202947488302,NA,NA,0.611150914802161,1.74329846361167,NA,NA,NA,0.159257358682601,NA,0.0443738231799649,-0.333863773192749,6.49222985918291,0.427926965335843,NA,9,-379.764611891826,778.362557116985,17.4293995993097,2.00885514372283e-06,0.108
"5784",34.2794287950858,1.43532025313857,-7.86642169940166,0.625218297647516,NA,"+",NA,NA,0.165830932378853,NA,0.0709831960115867,-0.535654189544057,NA,-0.4371699170661,NA,10,-378.670468159131,778.364192132215,17.4310346145398,2.00721356044012e-06,0.116
"670",-19.1483515838336,1.90937013087474,NA,0.490116599120293,0.83356617823811,"+",NA,NA,0.168681597263056,NA,0.0529861640940193,NA,NA,NA,NA,8,-380.850531543428,778.364657556901,17.4315000392257,2.00674651141581e-06,0.099
"16343",36.3650695310362,NA,-9.7009336470164,0.603868331824539,NA,"+",NA,"+",0.0444145933655557,0.104166947536044,0.0793401777839021,-0.457296822621573,3.97419012582783,-1.27925438329322,"+",13,-375.324058347036,778.365097826147,17.4319403084712,2.00630480564874e-06,0.142
