"","(Intercept)","CHELSA_bio10_02","CHELSA_bio10_11","CHELSA_bio10_17","depthtobedrock2","Dry.or.Fleshy.Fruit","GLOBAL_SLOPE_10MIN","main_habitat","Mean.Corolla.Diameter","Mean.Seed.Length","Mean.Seed.Number.per.Fruit","meancarbon","meanpH","meanwatercap","Most.Common.Life.Form","df","logLik","AICc","delta","weight","rsqs"
"10254",-43.6838636165925,1.45876290515647,NA,0.64320723909776,2.21890516207659,NA,NA,NA,NA,NA,NA,NA,4.5986631721549,NA,"+",7,-373.209698024893,760.933157517676,0,0.0122375549755898,0.158
"10278",-30.0474311493798,1.48515592199668,NA,0.653221390168336,NA,NA,-0.273033884177653,NA,NA,NA,NA,NA,4.01095399269788,NA,"+",7,-373.381459775133,761.276681018156,0.343523500479932,0.0103062215822875,0.157
"10246",-28.8771571262746,1.50058270884191,NA,0.602789604829788,NA,NA,NA,NA,NA,NA,NA,NA,3.80527053537572,NA,"+",6,-374.796835667188,761.977232978211,1.04407546053517,0.00726066752328663,0.146
"10270",-44.2557582338085,1.4415202661831,NA,0.634488217092171,2.21245452012301,"+",NA,NA,NA,NA,NA,NA,4.75932678271527,NA,"+",8,-372.660618693155,761.984831856356,1.05167433868041,0.00723313339964088,0.162
"10382",-44.0220160774942,1.47761432467533,NA,0.647523172672712,2.15692422875595,NA,NA,NA,0.120006905923898,NA,NA,NA,4.67476717371443,NA,"+",8,-372.714523819496,762.092642109037,1.15948459136155,0.00685355300424043,0.162
"10294",-30.7513392666905,1.465827818037,NA,0.645454447083801,NA,"+",-0.281531452426116,NA,NA,NA,NA,NA,4.19425126540163,NA,"+",8,-372.736610687716,762.136815845477,1.20365832780158,0.00670383892595471,0.161
"10286",-40.1945545168079,1.46080491203045,NA,0.664130243086215,1.5829624931214,NA,-0.175989251179367,NA,NA,NA,NA,NA,4.5038524872512,NA,"+",8,-372.747398191278,762.158390852602,1.22523333492609,0.00663190990447961,0.161
"11270",-26.0138195765434,1.43039707708279,NA,0.700326458550479,NA,NA,NA,NA,NA,NA,NA,-0.345600670249216,3.36420946688416,NA,"+",7,-373.828754572235,762.171270612361,1.23811309468499,0.00658933842605421,0.153
"11278",-39.3890672611886,1.41796650190407,NA,0.702721371909277,1.8654403978957,NA,NA,NA,NA,NA,NA,-0.233688501536402,4.17404118658566,NA,"+",8,-372.802554248946,762.268702967938,1.33554545026254,0.0062760247289435,0.161
"10406",-30.7644947391767,1.50334627629616,NA,0.65712285206518,NA,NA,-0.264624440095222,NA,0.120223713993108,NA,NA,NA,4.10306240145741,NA,"+",8,-372.885349150638,762.434292771322,1.50113525364645,0.00577733135864737,0.16
"10510",-44.4200568976754,1.44989408762143,NA,0.640647268167238,2.20130968739015,NA,NA,NA,NA,0.102219216480314,NA,NA,4.78676696561733,NA,"+",8,-372.908237918115,762.480070306277,1.54691278860128,0.00564659724345795,0.16
"10766",-44.2553035809534,1.47307885822265,NA,0.631659473320901,2.27889517183702,NA,NA,NA,NA,NA,0.0637961064544899,NA,4.61769292310983,NA,"+",8,-372.923902201851,762.511398873748,1.57824135607279,0.00555883649123577,0.16
"10790",-30.3297011840874,1.50209607985049,NA,0.642025268142889,NA,NA,-0.292291312092795,NA,NA,NA,0.074458569474136,NA,4.02263629437181,NA,"+",8,-372.998077680892,762.65974983183,1.72659231415412,0.00516142829814417,0.16
"14350",-39.5160485163898,1.45035976022753,NA,0.671036956364307,1.96234911489335,NA,NA,NA,NA,NA,NA,NA,4.41192098925175,-0.777921047071291,"+",8,-373.03366152265,762.730917515346,1.79775999767003,0.00498099415882307,0.159
"14342",-24.3866763840099,1.47637611592782,NA,0.662221322375635,NA,NA,NA,NA,NA,NA,NA,NA,3.63154820665781,-1.42243180815695,"+",7,-374.144607955296,762.802977378482,1.86981986080616,0.0048047238521335,0.151
"10534",-30.9071537336083,1.47590576091249,NA,0.650657990264316,NA,NA,-0.271462648651764,NA,NA,0.103757962158077,NA,NA,4.20709188632964,NA,"+",8,-373.071258831478,762.806112133002,1.87295461532688,0.00479719893595714,0.159
"10256",-60.3425189401767,1.51654551199432,2.74598780170492,0.663429916372921,2.17028186330432,NA,NA,NA,NA,NA,NA,NA,4.84540823357634,NA,"+",8,-373.111330788863,762.886256047772,1.95309853009655,0.00460876642846878,0.159
"11286",-26.5039640175408,1.4057812687694,NA,0.697571693078243,NA,"+",NA,NA,NA,NA,NA,-0.370256702272465,3.51677748214814,NA,"+",8,-373.136894365428,762.937383200903,2.00422568322722,0.00449244303072016,0.158
"10374",-29.6947721280827,1.51981530260765,NA,0.608711589739851,NA,NA,NA,NA,0.130521396671722,NA,NA,NA,3.9121461043572,NA,"+",7,-374.217586614027,762.948934695943,2.01577717826751,0.00446657060225706,0.15
"11302",-28.2227155057537,1.4499851092317,NA,0.695817251067984,NA,NA,-0.213885047693472,NA,NA,NA,NA,-0.189640672775448,3.72437320988993,NA,"+",8,-373.15416946837,762.971933406787,2.03877588911121,0.00441550210951241,0.158
"10262",-29.4972980073035,1.4830716247202,NA,0.594115328862769,NA,"+",NA,NA,NA,NA,NA,NA,3.96961907023742,NA,"+",7,-374.246199527668,763.006160523225,2.07300300554948,0.00434058007692772,0.15
"14374",-27.3688377990565,1.47356256900553,NA,0.680041157342201,NA,NA,-0.237283163467476,NA,NA,NA,NA,NA,3.88632399208486,-0.799948008158347,"+",8,-373.19744956116,763.058493592366,2.12533607469072,0.00422847523226112,0.158
"10318",-43.7634061024348,1.45934205681427,NA,0.642698212090403,2.22741294224034,NA,NA,"+",NA,NA,NA,NA,4.60783081178346,NA,"+",8,-373.209531456075,763.082657382197,2.14949986452132,0.00417769461957767,0.158
"10302",-40.5764745499197,1.44276449257559,NA,0.656265995998613,1.53593798895968,"+",-0.187121597315124,NA,NA,NA,NA,NA,4.66715590565516,NA,"+",9,-372.136888761657,763.107110856647,2.17395333897127,0.00412692604473093,0.166
"10280",-50.8683137198923,1.55507073270205,3.36845235943062,0.678597790869554,NA,NA,-0.270235808736799,NA,NA,NA,NA,NA,4.33285052337037,NA,"+",8,-373.232629528481,763.128853527008,2.19569600933244,0.00408230383938413,0.158
"10398",-44.600339907526,1.46039641631131,NA,0.638777402136903,2.149963374172,"+",NA,NA,0.120909937013277,NA,NA,NA,4.83709478374895,NA,"+",9,-372.155519139506,763.144371612346,2.21121409467025,0.00405075163544916,0.166
"11294",-39.522431018944,1.39459892186646,NA,0.700010569011999,1.81827394287427,"+",NA,NA,NA,NA,NA,-0.26023870511699,4.30034466586376,NA,"+",9,-372.157148557786,763.147630448905,2.21447293122935,0.00404415664114972,0.166
"11398",-26.8564824076493,1.45026670005145,NA,0.704432055163391,NA,NA,NA,NA,0.126799140330175,NA,NA,-0.339763100996124,3.47548711844578,NA,"+",8,-373.277716125679,763.219026721403,2.28586920372777,0.00390233424468651,0.157
"10806",-31.1672147688514,1.48363891371773,NA,0.631298290455643,NA,"+",-0.305315831762523,NA,NA,NA,0.0881481060101633,NA,4.22935835456714,NA,"+",9,-372.204600344721,763.242534022775,2.30937650509964,0.00385673606857304,0.165
"10422",-31.4747976015366,1.48403489217621,NA,0.649345324561409,NA,"+",-0.2731125654083,NA,0.120834068713548,NA,NA,NA,4.28754452068765,NA,"+",9,-372.232574088397,763.298481510128,2.36532399245198,0.0037503437558506,0.165
"10782",-44.9897570617601,1.45668895894037,NA,0.619944865750868,2.28272902469464,"+",NA,NA,NA,NA,0.0754327330024122,NA,4.79821335277398,NA,"+",9,-372.264647148405,763.362627630143,2.42947011246724,0.00363196725135229,0.165
"10414",-40.6359343606471,1.47901880928154,NA,0.667635008815835,1.54354009788099,NA,-0.170266100539452,NA,0.116371215990537,NA,NA,NA,4.58073409969649,NA,"+",9,-372.280413114766,763.394159562866,2.46100204519075,0.00357515480618737,0.165
"10342",-29.8256827458162,1.47936327963092,NA,0.657458045975174,NA,NA,-0.265834301604714,"+",NA,NA,NA,NA,3.9541777200698,NA,"+",8,-373.369111933372,763.40181833679,2.46866081911435,0.00356149033495835,0.157
"11406",-39.7611351889665,1.43703164193078,NA,0.706504910983988,1.80687348547771,NA,NA,NA,0.11917477296233,NA,NA,-0.231715509526304,4.25320249050657,NA,"+",9,-372.312500936415,763.458335206163,2.52517768848793,0.00346225688728491,0.165
"10502",-29.7664044384316,1.49099813199022,NA,0.600456635469335,NA,NA,NA,NA,NA,0.106487071508135,NA,NA,4.00778216073047,NA,"+",7,-374.47410184896,763.46196516581,2.52880764813472,0.00345597866004242,0.148
"10798",-40.4805217687772,1.47774633382734,NA,0.652931479376335,1.58351392727793,NA,-0.195223953066791,NA,NA,NA,0.0745014102611918,NA,4.51571321454861,NA,"+",9,-372.361410681717,763.556154696768,2.62299717909275,0.0032969932299402,0.164
"10526",-44.9820486536049,1.43282422622225,NA,0.631997447327072,2.19505844524337,"+",NA,NA,NA,0.10125439724766,NA,NA,4.94482520449571,NA,"+",9,-372.363402009253,763.560137351839,2.62697983416365,0.00329043436912466,0.164
"11526",-26.9016063514002,1.42020085778099,NA,0.698556267370063,NA,NA,NA,NA,NA,0.108441070911262,NA,-0.347746437497847,3.56769864534648,NA,"+",8,-373.491203794487,763.64600205902,2.71284454134445,0.00315215778539718,0.156
"10550",-31.5978489184259,1.45678197400056,NA,0.642960414527078,NA,"+",-0.279932630739909,NA,NA,0.102612522527639,NA,NA,4.387254682525,NA,"+",9,-372.431509592553,763.696352518439,2.76319500076386,0.00307379206548998,0.164
"10758",-29.0217857665634,1.51363738144017,NA,0.592106502432496,NA,NA,NA,NA,NA,NA,0.0539172348883308,NA,3.80322501928665,NA,"+",7,-374.594796332479,763.703354132848,2.77019661517272,0.00306305012578293,0.148
"11782",-26.0420944085136,1.4426225441878,NA,0.692382342944639,NA,NA,NA,NA,NA,NA,0.0653863111733482,-0.363357680781372,3.33906705704291,NA,"+",8,-373.53150643945,763.726607348947,2.79344983127112,0.00302764347103317,0.156
"10542",-40.9387852957693,1.45197552752926,NA,0.661512376518727,1.56762575619846,NA,-0.175389643594915,NA,NA,0.101684536476654,NA,NA,4.69129538919544,NA,"+",9,-372.447868535085,763.729070403503,2.79591288582742,0.00302391714051988,0.164
"11318",-28.731692061753,1.42533832824046,NA,0.693012051208802,NA,"+",-0.215384127230584,NA,NA,NA,NA,-0.213372147310672,3.88050842350398,NA,"+",9,-372.448609690098,763.73055271353,2.79739519585473,0.00302167677950025,0.164
"10310",-28.1629224721588,1.47738686418946,NA,0.623617212721824,NA,NA,NA,"+",NA,NA,NA,NA,3.61312897286609,NA,"+",7,-374.61228910431,763.73833967651,2.80518215883421,0.0030099348102944,0.147
"11790",-39.7120281152636,1.43079764116551,NA,0.694259355036514,1.90625703862059,NA,NA,NA,NA,NA,0.0700803528468915,-0.250271590021376,4.1648132865581,NA,"+",9,-372.458403426578,763.75014018649,2.81698266881449,0.00299222771696261,0.164
"10248",-51.7315207030021,1.5771081664031,3.69530525860755,0.631195347041696,NA,NA,NA,NA,NA,NA,NA,NA,4.16071422565205,NA,"+",7,-374.619750523179,763.753262514249,2.82010499657326,0.00298756000361275,0.147
"14366",-39.9311510283027,1.43256216598252,NA,0.663301260224727,1.94570610239556,"+",NA,NA,NA,NA,NA,NA,4.56731262430537,-0.808572087321246,"+",9,-372.469590613144,763.772514559621,2.83935704194505,0.00295893965430556,0.163
"14358",-24.9391594732441,1.4580572742275,NA,0.654432585817949,NA,"+",NA,NA,NA,NA,NA,NA,3.79626112917031,-1.4480368030196,"+",8,-373.567146767373,763.797888004792,2.86473048711684,0.00292163752894367,0.155
"11534",-40.0764172003358,1.40831893102925,NA,0.70098988896937,1.84227346341275,NA,NA,NA,NA,0.104247813035679,NA,-0.2371411341325,4.35960442240518,NA,"+",9,-372.487949243173,763.80923181968,2.87607430200444,0.00290511317788979,0.163
"11022",-45.194936389403,1.46514492973465,NA,0.626865213026951,2.26819910764248,NA,NA,NA,NA,0.117795096376438,0.0739845099425523,NA,4.83749854996166,NA,"+",9,-372.529703980494,763.892741294321,2.95958377664579,0.00278630852912005,0.163
"14470",-25.3634145521072,1.49571687230552,NA,0.665190707686662,NA,NA,NA,NA,0.123921741982503,NA,NA,NA,3.74077508748002,-1.35893134542652,"+",8,-373.620868935147,763.905332340339,2.97217482266387,0.00276882235970891,0.155
"14390",-28.0562529178535,1.45412026904426,NA,0.672437976888183,NA,"+",-0.245558885494577,NA,NA,NA,NA,NA,4.06914193049219,-0.80527578906018,"+",9,-372.549073526558,763.931480386449,2.99832286877381,0.0027328583219489,0.163
"14478",-40.0897341408569,1.46932474390421,NA,0.673649439572537,1.91651324724128,NA,NA,NA,0.117620473761692,NA,NA,NA,4.49736614162029,-0.732703762841002,"+",9,-372.557881084561,763.949095502455,3.0159379847795,0.00270889420136979,0.163
"10894",-44.4023146640318,1.48582240712603,NA,0.63842090493914,2.20923820171076,NA,NA,NA,0.104753637736919,NA,0.0472552589665415,NA,4.67918988638224,NA,"+",9,-372.565144827797,763.963622988927,3.03046547125109,0.00268928878001312,0.163
"10272",-60.0909401666564,1.49660919590871,2.6110451459318,0.653790873800475,2.16627522375099,"+",NA,NA,NA,NA,NA,NA,4.99258724948478,NA,"+",9,-372.571291557978,763.97591644929,3.042758931614,0.00267280914731669,0.163
"10390",-30.3247844975645,1.50230972777992,NA,0.600015828452526,NA,"+",NA,NA,0.1313980811658,NA,NA,NA,4.07837321049799,NA,"+",8,-373.65627507644,763.976144622926,3.04298710525006,0.00267250423241959,0.155
"11414",-27.3535173661168,1.42565217562423,NA,0.7016879444713,NA,"+",NA,NA,0.127507330280779,NA,NA,-0.364496399248036,3.62935649292203,NA,"+",9,-372.576251416444,763.985836166221,3.052678648545,0.00265958521376936,0.163
"11046",-31.377572589214,1.49367338557624,NA,0.637422718156301,NA,NA,-0.293198951461621,NA,NA,0.12160205018758,0.0850878976657431,NA,4.25417329917612,NA,"+",9,-372.578191926873,763.989717187079,3.0565596694039,0.00265442926512802,0.163
"11310",-38.1487002045476,1.43237147866416,NA,0.699495779777382,1.50379221636266,NA,-0.130976454109699,NA,NA,NA,NA,-0.15987964764867,4.23759408380815,NA,"+",9,-372.58657954713,764.006492427593,3.07333490991721,0.00263225803237715,0.163
"10296",-50.5857337844691,1.53265731510077,3.21004890344356,0.669718870190799,NA,"+",-0.278775941874886,NA,NA,NA,NA,NA,4.49909029200288,NA,"+",9,-372.600754264035,764.034841861402,3.1016843437269,0.00259520971497149,0.162
"10638",-44.4281454265155,1.46879400904318,NA,0.645170032548581,2.15645192403297,NA,NA,NA,0.0994462503209668,0.0644346073274355,NA,NA,4.78030091495637,NA,"+",9,-372.608890593779,764.051114520891,3.11795700321511,0.00257417990173694,0.162
"10384",-60.8723370313952,1.5361024280728,2.77745341070577,0.667987508254646,2.10760114087221,NA,NA,NA,0.120283058044093,NA,NA,NA,4.92451475262019,NA,"+",9,-372.613448797757,764.060230928847,3.12707341117095,0.00256247296623873,0.162
"9222",-13.3877048053251,1.80370396431644,NA,0.638075609616144,NA,NA,NA,NA,NA,NA,NA,-0.44126609936011,NA,NA,"+",6,-375.863091931624,764.109745507083,3.17658798940761,0.00249981194121333,0.138
"10288",-57.2363501278062,1.51999048944578,2.81215312710445,0.684949651410059,1.52984062528027,NA,-0.176909950941863,NA,NA,NA,NA,NA,4.75604692969863,NA,"+",9,-372.643820844247,764.120975021827,3.1878175041511,0.00248581543395513,0.162
"15366",-24.5452214968376,1.43415303450085,NA,0.707048222548293,NA,NA,NA,NA,NA,NA,NA,-0.271919450242472,3.37781063985297,-0.658573914839938,"+",8,-373.732295774751,764.128186019549,3.19502850187314,0.00247686896716892,0.154
"11430",-28.9336742867596,1.46806599655811,NA,0.699899966285016,NA,NA,-0.205218298371064,NA,0.120449382627286,NA,NA,-0.1904150250298,3.81548432884636,NA,"+",9,-372.655189451876,764.143712237084,3.21055471940883,0.00245771520652972,0.162
"10334",-44.1429148340045,1.4406761475324,NA,0.635205033084528,2.20031382987527,"+",NA,"+",NA,NA,NA,NA,4.7464206564722,NA,"+",9,-372.660278835679,764.153891004691,3.22073348701576,0.00244523872629259,0.162
"10918",-30.8707391835067,1.51365611245717,NA,0.647787496317956,NA,NA,-0.280950334035198,NA,0.101187688633198,NA,0.057975464383855,NA,4.09757426469632,NA,"+",9,-372.664542468341,764.162418270016,3.22926075234056,0.00243483532050208,0.162
"11334",-25.6862441260684,1.41870901640133,NA,0.709232660277682,NA,NA,NA,"+",NA,NA,NA,-0.329695471608128,3.26093433185497,NA,"+",8,-373.753861624342,764.171317718729,3.23816020105357,0.00242402504368538,0.154
"14382",-37.7290725666202,1.45498960759557,NA,0.680814024938237,1.47037386715063,NA,-0.159617845893104,NA,NA,NA,NA,NA,4.38766078170697,-0.52076640596474,"+",9,-372.672231024382,764.177795382098,3.2446378644222,0.00241618673490374,0.162
"10814",-40.9591294713506,1.46058521509972,NA,0.642126453343481,1.53098123941948,"+",-0.211124118855083,NA,NA,NA,0.0878273939471114,NA,4.70060911481888,NA,"+",10,-371.605940940712,764.235137695377,3.30198017770192,0.00234789553843503,0.17
"11798",-26.5885249605432,1.41812365328075,NA,0.687631756042895,NA,"+",NA,NA,NA,NA,0.0794918831145867,-0.39436893436331,3.50183280516128,NA,"+",9,-372.701886391328,764.237106115989,3.30394859831335,0.00234558585224427,0.162
"10446",-44.3676107769092,1.48020965593005,NA,0.645342813666453,2.19341530802591,NA,NA,"+",0.12058568689478,NA,NA,NA,4.71477763822439,NA,"+",9,-372.711406909355,764.256147152044,3.32298963436801,0.00232336062556375,0.162
"10358",-30.490478195165,1.45885029500946,NA,0.65046295593917,NA,"+",-0.272999880314157,"+",NA,NA,NA,NA,4.12747389581977,NA,"+",9,-372.719033132693,764.27139959872,3.33824208104465,0.00230570954960918,0.162
"14502",-28.2188561557716,1.49203180674454,NA,0.682393567326479,NA,NA,-0.231001680041936,NA,0.117860448154756,NA,NA,NA,3.98346378089064,-0.756032212469415,"+",9,-372.720471105259,764.274275543851,3.34111802617576,0.00230239638522335,0.162
"14862",-39.8247763953395,1.4647194757167,NA,0.660906570253677,2.00724844742143,NA,NA,NA,NA,NA,0.0665751930147073,NA,4.41889334256614,-0.831602436593299,"+",9,-372.722743872362,764.278821078058,3.34566356038238,0.00229716951643789,0.162
"10408",-51.6743712420326,1.57358004062418,3.38270212576286,0.682611577605449,NA,NA,-0.261803807550498,NA,0.12037697343895,NA,NA,NA,4.42643808882013,NA,"+",9,-372.734596148682,764.302525630698,3.36936811302212,0.00227010354212231,0.161
"10350",-40.7587136463261,1.465449763578,NA,0.660492414048038,1.63816239208652,NA,-0.179433589625657,"+",NA,NA,NA,NA,4.57488964449737,NA,"+",9,-372.73700153894,764.307336411214,3.37417889353799,0.00226464961921376,0.161
"14606",-40.3168736331254,1.44172499867006,NA,0.668021813046652,1.94936257889044,NA,NA,NA,NA,0.101194911108715,NA,NA,4.6013662745237,-0.764480597820675,"+",9,-372.737812190771,764.308957714875,3.37580019719928,0.00226281452076762,0.161
"11272",-25.4047015894924,1.42806174193848,-0.09622817104148,0.70006281233431,NA,NA,NA,NA,NA,NA,NA,-0.3472874781922,3.35280074910433,NA,"+",8,-373.828656710536,764.320907891118,3.38775037344283,0.00224933431740976,0.153
"11814",-28.4333921876073,1.46584548849803,NA,0.686172143990774,NA,NA,-0.231085578073906,NA,NA,NA,0.0764020917176665,-0.197847020934579,3.72395919222469,NA,"+",9,-372.750089083771,764.333511500876,3.40035398320026,0.00223520402138137,0.161
"11422",-39.8980122426562,1.41367354866456,NA,0.703806869562212,1.75900620944892,"+",NA,NA,0.12005888460542,NA,NA,-0.258400997763532,4.38080643712419,NA,"+",10,-371.656946702998,764.33714921995,3.40399170227408,0.0022311421942964,0.169
"14598",-25.3100017992867,1.46735044923228,NA,0.659191083211694,NA,NA,NA,NA,NA,0.103708230838196,NA,NA,3.83099129197408,-1.40428633515902,"+",8,-373.836853241669,764.337300953384,3.40414343570865,0.00223097293128313,0.153
"10430",-41.0223428837733,1.46100520775928,NA,0.659755335415565,1.49605418393916,"+",-0.181415625057402,NA,0.117082726857026,NA,NA,NA,4.745272888035,NA,"+",10,-371.661610985091,764.346477784135,3.41332026645966,0.00222075974986086,0.169
"11806",-39.9227265106749,1.40731916733561,NA,0.689609287699101,1.86175475394528,"+",NA,NA,NA,NA,0.0836477649982696,-0.282980652567287,4.30335629823503,NA,"+",10,-371.671727747138,764.36671130823,3.43355379055401,0.00219840611576156,0.169
"10662",-31.1861038953895,1.49426232073187,NA,0.654805536923058,NA,NA,-0.265100105034235,NA,0.0991187236681852,0.0660750787663007,NA,NA,4.21179739420822,NA,"+",9,-372.774438184326,764.382209701985,3.44905218430972,0.00218143607098297,0.161
"15374",-38.5739468877596,1.41957053491623,NA,0.705048128050712,1.82426724712187,NA,NA,NA,NA,NA,NA,-0.210074205982203,4.16098198982138,-0.233146053280158,"+",9,-372.790861798196,764.415056929726,3.48189941205055,0.00214590160815581,0.161
"14886",-27.5558130789088,1.49037884886752,NA,0.669645525987944,NA,NA,-0.255553087054201,NA,NA,NA,0.0758255398199525,NA,3.89354576251927,-0.829954911699609,"+",9,-372.799447248215,764.432227829762,3.49907031208693,0.00212755693845935,0.161
"11342",-39.7002897612267,1.42018004867413,NA,0.700906167469431,1.89931181356763,NA,NA,"+",NA,NA,NA,-0.234975828543882,4.21029868694712,NA,"+",9,-372.799603518442,764.432540370217,3.49938285254166,0.00212722449062938,0.161
"10512",-61.8485729359718,1.51017211869007,2.87103197958294,0.661751620752411,2.15020275410702,NA,NA,NA,NA,0.10378469410171,NA,NA,5.04762886048899,NA,"+",9,-372.800487106917,764.434307547167,3.50115002949155,0.0021253457297338,0.161
"11280",-41.9917839287179,1.42781067883627,0.406713840708992,0.703840745040956,1.86937969346732,NA,NA,NA,NA,NA,NA,-0.226322784147314,4.22397092270259,NA,"+",9,-372.800794704621,764.434922742576,3.50176522489994,0.00212469207880263,0.161
"14854",-24.3523828000274,1.49007495254131,NA,0.652757075007377,NA,NA,NA,NA,NA,NA,0.0609832099267382,NA,3.621579426761,-1.48511224754778,"+",8,-373.885853463691,764.435301397428,3.50214387975223,0.00212428985439726,0.153
"11542",-27.3817154686489,1.39578259794676,NA,0.695829215670535,NA,"+",NA,NA,NA,0.10747477325467,NA,-0.372276482740493,3.7177921342419,NA,"+",9,-372.803315135212,764.439963603758,3.50680608608207,0.00211934368285235,0.161
"10768",-61.0083044076115,1.53121258114601,2.76135729723004,0.651972992496441,2.23011581066734,NA,NA,NA,NA,NA,0.0639195573549293,NA,4.86585585896206,NA,"+",9,-372.824179322567,764.481691978468,3.54853446079198,0.00207558339801951,0.161
"11558",-29.0560107588583,1.43980317207525,NA,0.694157138261767,NA,NA,-0.210975570153383,NA,NA,0.105455303659113,NA,-0.193848882730859,3.91736030351529,NA,"+",9,-372.833188278997,764.499709891326,3.56655237365089,0.0020569685337719,0.161
"10518",-30.3749677734978,1.47367036277015,NA,0.59185082989606,NA,"+",NA,NA,NA,0.10550210731225,NA,NA,4.16936910747263,NA,"+",8,-373.927883342017,764.519361154081,3.58620363640523,0.00203685648778591,0.153
"10792",-51.3071593132339,1.5725833591772,3.39365017431609,0.667558802893682,NA,NA,-0.289528541111885,NA,NA,NA,0.0746760034319143,NA,4.34697489693225,NA,"+",9,-372.84650048345,764.526334300234,3.59317678255843,0.00202976720462814,0.161
"11062",-32.235080537778,1.47497184600821,NA,0.626557629039272,NA,"+",-0.306328544240563,NA,NA,0.123228870891775,0.0990173112640719,NA,4.46546788626163,NA,"+",10,-371.770379391239,764.564014596431,3.63085707875507,0.00199188407234771,0.169
"10774",-29.7275526288258,1.49738614842093,NA,0.580376193330669,NA,"+",NA,NA,NA,NA,0.0654870976954178,NA,3.98160215223463,NA,"+",8,-373.950850866498,764.565296203043,3.63213868536707,0.00199060807532421,0.152
"10470",-30.6259187114176,1.49972955553058,NA,0.659664943980277,NA,NA,-0.260315188981126,"+",0.119503125086815,NA,NA,NA,4.06812986753448,NA,"+",9,-372.880819516427,764.594972366188,3.66181484851256,0.00196128932524634,0.16
"14630",-28.271231229143,1.46464707209484,NA,0.676980618688255,NA,NA,-0.236432289640628,NA,NA,0.102558266943739,NA,NA,4.08264196139553,-0.784235905395866,"+",9,-372.893966745117,764.621266823568,3.68810930589223,0.00193567256961881,0.16
"10574",-44.6172754094532,1.45130179144692,NA,0.639389452229651,2.22221269638462,NA,NA,"+",NA,0.10242216795288,NA,NA,4.80970231806453,NA,"+",9,-372.907227553122,764.647788439578,3.7146309219022,0.00191017343057165,0.16
"10536",-52.4867276915935,1.548156317262,3.48876719904478,0.6768960391449,NA,NA,-0.268537201940899,NA,NA,0.105569276274394,NA,NA,4.54390996177906,NA,"+",9,-372.911254779343,764.65584289202,3.722685374344,0.00190249619939507,0.16
"10830",-44.5512537336019,1.47529177948006,NA,0.629720416222763,2.31054321905824,NA,NA,"+",NA,NA,0.0641610799701949,NA,4.65153462869853,NA,"+",9,-372.921650639294,764.676634611922,3.74347709424671,0.00188282056511892,0.16
"14406",-23.9424609057724,1.45747115587116,NA,0.677808136947189,NA,NA,NA,"+",NA,NA,NA,NA,3.47396348366359,-1.37005749421835,"+",8,-374.010331073623,764.684256617292,3.75109909961634,0.0018756587863373,0.152
"10558",-41.311087696631,1.43411741939888,NA,0.653714883998593,1.52099713908246,"+",-0.186471976814204,NA,NA,0.100633945599116,NA,NA,4.85183764270323,NA,"+",10,-371.841948842245,764.707153498444,3.77399598076886,0.00185430786873546,0.168
"11550",-40.2038385909838,1.38511731923698,NA,0.698303176762471,1.79547118899092,"+",NA,NA,NA,0.103424244378659,NA,-0.263562086142946,4.48395681964859,NA,"+",10,-371.845735034293,764.714725882539,3.78156836486301,0.00184730037725546,0.168
"10326",-28.7498486129463,1.45791694629837,NA,0.616131460009551,NA,"+",NA,"+",NA,NA,NA,NA,3.76848418754917,NA,"+",8,-374.035425360555,764.734445191156,3.80128767348015,0.00182917613036159,0.152
"11038",-45.9460060949319,1.44854101465938,NA,0.615008181370824,2.27193204101679,"+",NA,NA,NA,0.119211996362389,0.08582787990458,NA,5.02196899655791,NA,"+",10,-371.858559634157,764.740375082267,3.80721756459172,0.00182376075483709,0.168
"10376",-52.5766104013327,1.59643876840075,3.69969943791898,0.637153268374734,NA,NA,NA,NA,0.13056896919796,NA,NA,NA,4.26805141563743,NA,"+",8,-374.039166838694,764.741928147433,3.80877062975787,0.00182234509491139,0.152
"11830",-29.0423120793699,1.44134906912247,NA,0.681191716721725,NA,"+",-0.23605353489798,NA,NA,NA,0.091030514449694,-0.225928909290004,3.89830001219256,NA,"+",10,-371.88070043968,764.784656693314,3.85149917563808,0.00178382495939827,0.168
"10934",-31.6735363096548,1.49504337562713,NA,0.637007593171725,NA,"+",-0.294209441212327,NA,0.0972206904108011,NA,0.0720904584105327,NA,4.29802491200932,NA,"+",10,-371.894774786199,764.812805386351,3.87964786867508,0.00175889463930342,0.168
"10438",-29.0411717736169,1.49885742160201,NA,0.626678284399351,NA,NA,NA,"+",0.125729398358621,NA,NA,NA,3.74046776849313,NA,"+",8,-374.0770011724,764.817596814847,3.88443929717096,0.00175468587386807,0.151
"10854",-30.2013010462016,1.49866563620676,NA,0.644524725266514,NA,NA,-0.288042002624011,"+",NA,NA,0.0738647115472957,NA,3.99024407792836,NA,"+",9,-372.994092575586,764.821518484505,3.88836096682917,0.00175124859576109,0.16
"10264",-51.4946149123685,1.55695591535805,3.55790005056353,0.621566058790367,NA,"+",NA,NA,NA,NA,NA,NA,4.30992827950795,NA,"+",8,-374.081321143644,764.826236757335,3.89307923965896,0.00174712203090588,0.151
