"(Intercept)","CHELSA_bio10_02","CHELSA_bio10_11","CHELSA_bio10_17","depthtobedrock2","fm_scoring_corolla_diam","fm_scoring_fruit","fm_scoring_seed_number","GLOBAL_SLOPE_10MIN","meancarbon","meanpH","meanwatercap","most_common_life_form","seed.length.mean","df","logLik","AICc","delta","weight"
-27.1523444393005,1.36030436581772,NA,0.723007944660816,NA,NA,"+",NA,NA,-0.402369983340039,3.72221425631324,NA,"+",NA,8,-371.830722839404,760.331213120668,1.69615214544342,0.00833031679913398
-28.6941932120391,1.39498197236199,NA,0.717732272186895,NA,NA,NA,NA,-0.204879267621195,-0.23302362482706,3.91114035984986,NA,"+",NA,8,-371.900705158622,760.471177759104,1.83611678387933,0.00776727323162225
-45.0632130601374,1.42293990351357,NA,0.645741745873551,2.29528051125969,NA,NA,0.0461958012138224,NA,NA,4.84580656213555,NA,"+",NA,8,-371.909322155594,760.488411753049,1.85335077782429,0.0077006302054462
-27.3353994604653,1.41674850898668,NA,0.702115460162805,NA,NA,NA,NA,-0.23061081385906,NA,4.11055460571942,-1.09024775538814,"+",NA,8,-371.914435581375,760.498638604611,1.86357762938667,0.00766135410770736
-44.8461711860195,1.40096958366875,NA,0.643573462878178,2.2414273958583,NA,NA,NA,NA,NA,4.89628526385104,NA,"+",0.0647446010952371,8,-371.91490255135,760.49957254456,1.86451156933538,0.00765777732056726
-63.7178543392413,1.47374271604345,3.11837606112577,0.67863434591046,2.20295457249245,NA,NA,NA,NA,NA,5.14039438076763,NA,"+",NA,8,-371.931397692904,760.532562827668,1.89750185244316,0.00753249729614875
-40.0048136237585,1.33911471723619,NA,0.726198490448817,1.79191966842566,NA,"+",NA,NA,-0.296541284813657,4.51147710106967,NA,"+",NA,9,-370.893196392302,760.627514279932,1.99245330470751,0.0071832426734176
-30.2056801903826,1.45884508831878,NA,0.607617611282937,NA,NA,"+",NA,NA,NA,4.15361995839881,NA,"+",NA,7,-373.110340836456,760.739200191431,2.10413921620648,0.00679310380444552
-30.9532804555006,1.46552352205477,NA,0.65415165190959,NA,NA,NA,0.0535187661116524,-0.288178261244681,NA,4.21877378828304,NA,"+",NA,8,-372.03857037982,760.7469082015,2.11184722627524,0.00676697353362525
-44.7718971338687,1.40543237393793,NA,0.654472854347506,2.24896466693637,0.013820337645033,NA,NA,NA,NA,4.86204188936567,NA,"+",NA,8,-372.049635435371,760.769038312603,2.13397733737884,0.00669250933058312
-53.4622372516236,1.52344480400281,3.652242166,0.691871207182328,NA,NA,NA,NA,-0.273482821296186,NA,4.59196668590018,NA,"+",NA,8,-372.061711816378,760.793191074616,2.15813009939154,0.00661217409381386
-31.0056372193245,1.44094109983583,NA,0.652660561756965,NA,NA,NA,NA,-0.27315508746286,NA,4.2762774760776,NA,"+",0.0599810369948204,8,-372.113830492972,760.897428427804,2.26236745257972,0.00627638283590958
-41.6076845008608,1.40431002386511,NA,0.670506970121837,1.56736137349847,NA,"+",NA,-0.183641316967638,NA,4.90471577855969,NA,"+",NA,9,-371.037607392568,760.916336280462,2.28127530523807,0.00621732597443244
-30.9140163204,1.444833999868,NA,0.663087761925289,NA,0.0147756067137802,NA,NA,-0.276044152232127,NA,4.24632020681882,NA,"+",NA,8,-372.226616168831,761.122999779523,2.48793880429889,0.00560695705051555
-25.1343991362996,1.40810662876216,NA,0.679828721038585,NA,NA,"+",NA,NA,NA,4.0250668949863,-1.67970141379151,"+",NA,8,-372.2556754782,761.181118398261,2.54605742303693,0.00544636736423684
-39.759489552389,1.37685131611027,NA,0.688826163766646,1.89792069346526,NA,"+",NA,NA,NA,4.78806431385994,-1.06267239540974,"+",NA,9,-371.223845843884,761.288813183095,2.65375220787018,0.00516085082956213
-26.7757893466471,1.36473842649142,NA,0.711641279616714,NA,NA,NA,NA,NA,-0.388149803956415,3.62232798475351,NA,"+",0.0764411923710035,8,-372.31236789715,761.29450323616,2.65944226093541,0.00514618893864518
-29.2008313355691,1.38151126693643,NA,0.717744168524675,NA,NA,"+",NA,-0.200297758556369,-0.256403608045525,4.05321230206949,NA,"+",NA,9,-371.243978717184,761.329078929696,2.69401795447152,0.00505798702018861
-24.6647406092605,1.36998353176848,NA,0.733592673660778,NA,NA,NA,NA,NA,-0.286664973324077,3.60893041060756,-0.882918783796077,"+",NA,8,-372.346607227785,761.362981897431,2.72792092220629,0.00497296925924721
-26.5816984581134,1.38832835012954,NA,0.715570368992627,NA,NA,NA,0.0445906177816634,NA,-0.389477701726447,3.54147780898028,NA,"+",NA,8,-372.372989927662,761.415747297185,2.78068632196016,0.00484348449317904
-54.3835756772992,1.55056359746294,4.00573193256525,0.644563706737995,NA,NA,NA,NA,NA,NA,4.39231933768519,NA,"+",NA,7,-373.455467460803,761.429453440124,2.79439246489926,0.00481040522454444
-45.6101450499787,1.4189939306265,NA,0.637938047911667,2.27550062023284,NA,"+",0.0547909036726017,NA,NA,4.99700904169663,NA,"+",NA,9,-371.326157593607,761.49343668254,2.85837570731576,0.00465894815863231
-38.7475945542319,1.36767833278541,NA,0.722640770133976,1.51880671709955,NA,NA,NA,-0.120861054287994,-0.205244084393194,4.44642877650451,NA,"+",NA,9,-371.330704187783,761.502529870893,2.86746889566905,0.00463781389293609
-40.1527086317556,1.367093549792,NA,0.7180128007764,1.88806236521188,NA,NA,0.0499868963900574,NA,-0.279959890774069,4.37771569909689,NA,"+",NA,9,-371.336891439667,761.514904374662,2.8798433994375,0.00460920715997991
-39.9053573783551,1.34308497923454,NA,0.715726018677702,1.82846333888275,NA,NA,NA,NA,-0.280748272483727,4.4316000800173,NA,"+",0.0708816311335545,9,-371.339544737308,761.520210969944,2.88514999471954,0.00459699377153791
-28.0780034735723,1.40957611730443,NA,0.696313437308626,NA,NA,"+",NA,-0.23397894141864,NA,4.27566639823789,-1.06874983992528,"+",NA,9,-371.339660751622,761.52044299857,2.88538202334598,0.00459646048539764
-29.7652654512923,1.45973635763246,NA,0.601056290764229,NA,NA,NA,NA,NA,NA,4.04894192374275,NA,"+",0.0690541621112356,7,-373.502462105624,761.523442729766,2.88838175454202,0.00458957157995051
-31.7001207111765,1.46055660716186,NA,0.647008676210375,NA,NA,"+",0.063028057735454,-0.292852211080614,NA,4.39174479703858,NA,"+",NA,9,-371.377245435728,761.595612366784,2.96055139155953,0.0044269101760013
-26.7199560718667,1.36895590390391,NA,0.723416837371097,NA,0.0310749048291852,NA,NA,NA,-0.386732121972703,3.59459772291948,NA,"+",NA,8,-372.467868654615,761.605504751091,2.97044377586644,0.00440506789022658
-41.405711518071,1.43015304729314,NA,0.666105801994445,1.61997502553527,NA,NA,0.0543354806369911,-0.189594479650751,NA,4.7486548256396,NA,"+",NA,9,-371.385261583456,761.611644662239,2.97658368701468,0.00439156526433818
-45.3011195579759,1.39453407765836,NA,0.638055822161704,2.21597831380184,NA,"+",NA,NA,NA,5.03850380306533,NA,"+",0.0636985669411599,9,-371.395464450567,761.632050396461,2.99698942123666,0.00434698650980557
-29.5954029480717,1.48013914360891,NA,0.604962420519409,NA,NA,NA,0.0370621150697634,NA,NA,3.97865152385683,NA,"+",NA,7,-373.568492027736,761.655502573991,3.02044159876652,0.00429631105324239
-37.5244201764742,1.392282769217,NA,0.703407806018388,1.44503740627221,NA,NA,NA,-0.153950522852694,NA,4.61358058818889,-0.820294895327184,"+",NA,9,-371.414165438989,761.669452373305,3.03439139808086,0.00426644897830199
-26.1850536036048,1.37195660941511,-0.0634926502076134,0.722939349199099,NA,NA,NA,NA,NA,-0.383020594526441,3.56190576150801,NA,"+",NA,8,-372.511186469886,761.692140381632,3.0570794064073,0.00421832384527122
-62.7374128544178,1.46225000477969,2.88324661643395,0.671227612670041,2.18153062069783,NA,"+",NA,NA,NA,5.25966080989007,NA,"+",NA,9,-371.426069906369,761.693261308065,3.05820033284067,0.00421596029232399
-60.3840264243913,1.47847555373473,3.14671576715808,0.699618429563037,1.55841654211011,NA,NA,NA,-0.178934817060029,NA,5.05214902093141,NA,"+",NA,9,-371.460693585701,761.762508666728,3.1274476915039,0.00407248636545492
-38.3072888798399,1.35000627050776,NA,0.731899346207108,1.7741549299653,NA,NA,NA,NA,-0.226967970650793,4.3796250822035,-0.474351459917602,"+",NA,9,-371.465791438403,761.772704372133,3.13764339690908,0.00405177825811802
-41.4129877045851,1.40541326870516,NA,0.664679859343863,1.61319087086238,NA,NA,NA,-0.174801002558195,NA,4.80426793588237,NA,"+",0.0601463088816799,9,-371.466389328877,761.77390015308,3.13883917785597,0.00404935646255338
-29.6634745552982,1.46407124021879,NA,0.612328794679734,NA,0.0205063067086186,NA,NA,NA,NA,4.01503250285186,NA,"+",NA,7,-373.644541429689,761.807601377897,3.17254040267244,0.00398169400424652
-13.2415317655775,1.78118233519927,NA,0.648025877155961,NA,NA,NA,NA,NA,-0.469281470959692,NA,NA,"+",NA,6,-374.712180924259,761.811458622712,3.17639764748799,0.0039740222203342
-39.8933156759849,1.3477989682996,NA,0.726602233745207,1.83765916151906,0.0226385717621345,NA,NA,NA,-0.277937368085191,4.40497636337166,NA,"+",NA,9,-371.488715187939,761.818551871205,3.18349089598087,0.00395995282095587
-52.5143735071385,1.510263316279,3.39155066463527,0.684866316420374,NA,NA,"+",NA,-0.276152596098722,NA,4.72745585414366,NA,"+",NA,9,-371.499425531771,761.83997255887,3.2049115836453,0.00391776668197949
-42.7017809405258,1.36191119722073,0.435420434468236,0.727651409147108,1.8580735158984,NA,NA,NA,NA,-0.265612298475837,4.44741559082849,NA,"+",NA,9,-371.509825771333,761.860773037994,3.22571206276916,0.003877232119885
-45.2285835059605,1.39894368792644,NA,0.648776816504899,2.22348230866365,0.0131665818887335,"+",NA,NA,NA,5.00498184241758,NA,"+",NA,9,-371.527000926192,761.895123347711,3.26006237248635,0.00381120866234836
-31.6801070677345,1.43324646510675,NA,0.647811972565801,NA,NA,"+",NA,-0.275704096265759,NA,4.43914192045768,NA,"+",0.0587371962034844,9,-371.532450424378,761.906022344084,3.27096136885916,0.00379049597578755
-24.6667401157844,1.40859463265101,NA,0.67373267770447,NA,NA,NA,NA,NA,NA,3.92116569983634,-1.69097492862431,"+",0.068804108165672,8,-372.639208051899,761.948183545659,3.3131225704343,0.00371142638866951
-39.4708133593828,1.3997048719969,NA,0.685962444757763,1.95563656324466,NA,NA,0.0488903671433843,NA,NA,4.63291873335315,-1.09742115066206,"+",NA,9,-371.579202836302,761.999527167932,3.36446619270737,0.00361735994544196
-24.3908833912838,1.4301994068098,NA,0.677834031103011,NA,NA,NA,0.043436503830842,NA,NA,3.84541628430643,-1.72891187186744,"+",NA,8,-372.669271608373,762.008310658607,3.3732496833826,0.00360150825553789
-41.2768655456566,1.40971625646599,NA,0.675225084383334,1.60859861904559,0.0120263507817328,NA,NA,-0.178117642461243,NA,4.77010451952133,NA,"+",NA,9,-371.583858608513,762.008838712353,3.37377773712819,0.00360055748609569
-39.3730800216887,1.37734264857096,NA,0.68325279092749,1.90770887278634,NA,NA,NA,NA,NA,4.68923532170176,-1.07051306749093,"+",0.0652279342481961,9,-371.600335662302,762.041792819931,3.40673184470654,0.00354171699690616
-27.1766245890965,1.37776474728584,NA,0.713703030562474,NA,NA,"+",0.0549311580672857,NA,-0.412820970517493,3.69618721204371,NA,"+",NA,9,-371.621665447025,762.084452389377,3.4493914141525,0.00346697290725752
-27.3368506320285,1.35162523254115,NA,0.711661205813994,NA,NA,"+",NA,NA,-0.408471671403457,3.77399506163331,NA,"+",0.0755731522879919,9,-371.635177864488,762.111477224303,3.47641624907885,0.00342044081056386
-31.5899780710369,1.43708744912141,NA,0.658028608363691,NA,0.0139511192411533,"+",NA,-0.278567603239649,NA,4.40987658939536,NA,"+",NA,9,-371.641829773562,762.124781042452,3.48972006722749,0.00339776385543691
-24.5622729344389,1.41289002253691,NA,0.685005993379366,NA,0.0203911587929953,NA,NA,NA,NA,3.8872682964776,-1.69191069649437,"+",NA,8,-372.781426301809,762.232620045479,3.59755907025476,0.00321940971413063
-28.8021999379877,1.41400628081206,NA,0.70831065072643,NA,NA,NA,0.0539235903519396,-0.216038173437506,-0.234066360363216,3.89593315711894,NA,"+",NA,9,-371.699196993812,762.239515482951,3.60445450772693,0.0032083292071518
-25.4343302821644,1.35746579936021,NA,0.732293251228138,NA,NA,"+",NA,NA,-0.317446430198854,3.75337985118753,-0.782485573945966,"+",NA,9,-371.701084195705,762.243289886736,3.60822891151201,0.00320228015188975
-27.3974033968675,1.43587672763216,NA,0.692903376219458,NA,NA,NA,0.0549418323053996,-0.24154587736363,NA,4.0945126223231,-1.108249523854,"+",NA,9,-371.70534496317,762.251811421668,3.61675044644358,0.0031886650068833
-45.2579835019065,1.41903079254426,NA,0.630205107565788,2.28697172868989,NA,NA,0.0550037265731433,NA,NA,4.89946081036876,NA,"+",0.0775011302138192,9,-371.708989989048,762.259101473423,3.62404049819907,0.00317706339734637
-23.5566499098023,1.4118196528993,-0.137135398613598,0.685268573362204,NA,NA,NA,NA,NA,NA,3.85253263163033,-1.7064634779862,"+",NA,8,-372.79994319006,762.26965382198,3.63459284675594,0.00316034480106652
-39.3084947092172,1.38179264976408,NA,0.694139596393904,1.91545108940773,0.0147390943890944,NA,NA,NA,NA,4.65571351522321,-1.068928324991,"+",NA,9,-371.736408388845,762.313938273016,3.67887729779181,0.00309113677124448
-45.0525966588728,1.40404013591923,0.867757466914228,0.697695463044932,1.93776528393036,NA,NA,NA,NA,NA,4.74318425476302,-0.971037866322634,"+",NA,9,-371.738929629508,762.318980754344,3.68391977911949,0.00308335308791198
-40.2974556720997,1.35765443436455,NA,0.716150546073885,1.82904091222878,NA,"+",0.0597077944753335,NA,-0.305708718511996,4.49953712577741,NA,"+",NA,10,-370.644484471048,762.321832791861,3.68677181663691,0.00307895930212395
-28.783498819841,1.38645753707193,NA,0.707846821529009,NA,NA,NA,NA,-0.197463658048347,-0.243893068462732,3.94522074338971,NA,"+",0.0671368291828757,9,-371.747303352764,762.335728200855,3.70066722563104,0.00305764174253748
-27.4770718516282,1.41088414480995,NA,0.691120464927994,NA,NA,NA,NA,-0.226485314456697,NA,4.1543164507401,-1.09999628872224,"+",0.0613685585342878,9,-371.785705383566,762.412532262459,3.77747128723433,0.00294244808156492
-27.2835169002789,1.35574743413781,NA,0.723303463841216,NA,0.03079730699816,"+",NA,NA,-0.407137680209963,3.74705809952508,NA,"+",NA,9,-371.787874108643,762.416869712613,3.78180873738881,0.0029360736353311
-27.0279913595285,1.39115738778206,NA,0.726557778309821,NA,NA,NA,NA,-0.196406462297282,-0.160951833693255,3.92944252351135,-0.725182422899041,"+",NA,9,-371.790116754393,762.421355004113,3.78629402888896,0.00292949644018693
-62.9184130653894,1.48516358798278,2.93588784406926,0.668389981277942,2.24445786939222,NA,NA,0.0439150109235556,NA,NA,5.11880266182265,NA,"+",NA,9,-371.79708467622,762.435290847767,3.8002298725421,0.00290915488946984
-63.0837024463149,1.46549507115056,2.99666407054852,0.666615698218119,2.19205212454666,NA,NA,NA,NA,NA,5.17311928991315,NA,"+",0.0625189417646078,9,-371.797764272014,762.436650039355,3.80158906413101,0.00290717851168663
-38.8512245769631,1.35570337323172,NA,0.722463712145876,1.46046184142684,NA,"+",NA,-0.119659087506645,-0.228915608002291,4.56322453990926,NA,"+",NA,10,-370.714652961522,762.46216977281,3.82710879758542,0.00287031896289388
-39.9975035860999,1.3313425048028,NA,0.71560763957658,1.76699053332357,NA,"+",NA,NA,-0.303684912413205,4.5486256530884,NA,"+",0.070243049353651,10,-370.723043522049,762.478950893864,3.84388991863955,0.00284633613329753
-22.8273467279286,1.34294527738454,-0.683305262551717,0.72107685667617,NA,NA,"+",NA,NA,-0.414459752145256,3.64211064262092,NA,"+",NA,9,-371.82575222317,762.492625941668,3.85756496644319,0.00282694062613978
-53.4678422136248,1.53796514744251,3.75483028781539,0.637280992192631,NA,NA,"+",NA,NA,NA,4.52256876380221,NA,"+",NA,8,-372.9271214413,762.524010324461,3.88894934923644,0.00278292597909506
-41.8293471926408,1.42634942754782,NA,0.658821294190541,1.57318461739763,NA,"+",0.0635499419684688,-0.196982546949834,NA,4.9013872771972,NA,"+",NA,10,-370.758118086344,762.549100022453,3.9140390472287,0.00274823265913211
-31.1799481980909,1.46173063568387,NA,0.638993882240134,NA,NA,NA,0.0618059806896897,-0.285465569266103,NA,4.27074451237248,NA,"+",0.0740046445125119,9,-371.856248524809,762.553618544945,3.91855756972041,0.00274203069216059
-30.4131187406382,1.45238773421807,NA,0.595847090905294,NA,NA,"+",NA,NA,NA,4.20603751588893,NA,"+",0.0679212920352524,8,-372.953974596533,762.577716634926,3.94265565970204,0.00270919008726174
-39.1086352598431,1.43713487463328,1.62863891626075,0.722085133394641,NA,NA,NA,NA,-0.214315634999949,-0.197672494641957,4.12020674920935,NA,"+",NA,9,-371.873612186317,762.588345867961,3.95328489273663,0.00269482997392353
-28.7620414645011,1.39129619535659,NA,0.718027138862631,NA,0.0228350023986313,NA,NA,-0.201996238693854,-0.238662375803157,3.92481690364313,NA,"+",NA,9,-371.877286323632,762.595694142591,3.96063316736695,0.00268494696544125
-30.2923280172105,1.47559128974258,NA,0.597327217566557,NA,NA,"+",0.0459488389571799,NA,NA,4.14122173268288,NA,"+",NA,8,-372.965165459718,762.600098361296,3.9650373860718,0.00267904092387924
-52.2953858032055,1.53725822750403,3.44598194090066,0.681166801449816,NA,NA,NA,0.0508690048508042,-0.284499567676487,NA,4.5586729657318,NA,"+",NA,9,-371.883214806325,762.607551107977,3.97249013275302,0.00266907639451088
-36.9265192541056,1.45213639415584,1.46112579267972,0.707456525849356,NA,NA,NA,NA,-0.236404213550293,NA,4.27316705525994,-0.922270386061574,"+",NA,9,-371.894060079583,762.629241654492,3.99418067926808,0.00264028593406638
-27.4106792377703,1.41501631444703,NA,0.701496308540466,NA,0.0156626049387203,NA,NA,-0.229736891170878,NA,4.12503092021334,-1.0923702023794,"+",NA,9,-371.903328424589,762.647778344505,4.01271736928072,0.00261592790678153
-44.8206830680963,1.40173935715443,NA,0.642846357594475,2.24606471534096,-0.0146970542474857,NA,NA,NA,NA,4.88960125377926,NA,"+",0.0724017961538913,9,-371.907130568919,762.655382633165,4.02032165794105,0.00260600065570262
-45.0709957604786,1.42227295268525,NA,0.64566572955314,2.29280770365421,0.00459511512196014,NA,0.0455931334873886,NA,NA,4.84964615457986,NA,"+",NA,9,-371.90839160585,762.657904707028,4.0228437318035,0.00260271646381182
-63.6648575026165,1.47216300223248,3.1041412124747,0.677974969382969,2.19776236276609,0.0128267712192495,NA,NA,NA,NA,5.14961205362052,NA,"+",NA,9,-371.923953202457,762.689027900242,4.05396692501711,0.00256252755294952
-52.9343338791435,1.51586569512023,3.54093860182772,0.680420157947881,NA,NA,NA,NA,-0.270114499222701,NA,4.62291731777722,NA,"+",0.0573399589607912,9,-371.949624157584,762.740369810494,4.10530883526985,0.00249758219435303
-38.6896983945925,1.33846859477933,NA,0.730691641270169,1.72743334822475,NA,"+",NA,NA,-0.258205210353504,4.49854006037208,-0.388319970081183,"+",NA,10,-370.862234402888,762.757332655541,4.12227168031689,0.00247648872224582
-37.9515248862403,1.38600406427169,NA,0.69771468403419,1.40295232670375,NA,"+",NA,-0.159466227431373,NA,4.75987216666872,-0.807202014302163,"+",NA,10,-370.866104529435,762.765072908636,4.1300119334112,0.0024669229198706
-39.9856141471376,1.3359527857859,NA,0.72638719070219,1.77578744164863,0.022658674840719,"+",NA,NA,-0.30100179969802,4.52265005496004,NA,"+",NA,10,-370.869885464285,762.772634778335,4.13757380311063,0.00245761325573858
-38.9226751412171,1.33484356127844,-0.168952698441834,0.725717848827373,1.79014229156551,NA,"+",NA,NA,-0.299635546789234,4.49088798370268,NA,"+",NA,10,-370.892890884296,762.818645618358,4.18358464313383,0.0024017202170705
-30.3130098858383,1.45667137330426,NA,0.606930255341227,NA,0.0197516281624847,"+",NA,NA,NA,4.17283175454932,NA,"+",NA,8,-373.092844983837,762.855457409535,4.22039643431094,0.0023579187447558
-41.7775178129045,1.3989439516008,NA,0.659647894407356,1.56839176014925,NA,"+",NA,-0.180002281323736,NA,4.94741767167453,NA,"+",0.0589364630867341,10,-370.917937272095,762.868738393955,4.23367741873017,0.00234231287637057
-59.2841654466578,1.46681438571552,2.90621490234314,0.692607180328668,1.51831522825832,NA,"+",NA,-0.183963953835881,NA,5.17206383538331,NA,"+",NA,10,-370.926569982472,762.88600381471,4.25094283948511,0.00232217939598293
-30.9728826169469,1.46491145353243,NA,0.654070962138025,NA,0.00395971761512803,NA,0.052990166763199,-0.287867504534286,NA,4.22262856194447,NA,"+",NA,9,-372.037880534265,762.916882563856,4.28182158863194,0.00228660175346642
-53.431839710432,1.52165710257196,3.63591285649523,0.691147371567627,NA,0.0135004321185499,NA,NA,-0.272821778441832,NA,4.60304165857113,NA,"+",NA,9,-372.053473145947,762.948067787221,4.31300681199696,0.00225122419132111
-29.3616219508497,1.40323361123073,NA,0.706558491865034,NA,NA,"+",0.0640243365494634,-0.2132525338188,-0.259143875162887,4.04428495448917,NA,"+",NA,10,-370.960856731385,762.954577312535,4.3195163373108,0.00224390890211377
-13.2362928670918,1.78476245463197,NA,0.645184393463221,NA,NA,"+",NA,NA,-0.489963751722485,NA,NA,"+",NA,7,-374.222285252865,762.963089024249,4.32802804902497,0.00223437944165837
-25.1013819142418,1.42583637736495,NA,0.669998465084039,NA,NA,"+",0.0522592844003506,NA,NA,4.0076308724385,-1.7232781394369,"+",NA,9,-372.066988873798,762.975099242924,4.34003826769947,0.00222100195564421
-40.0131359841919,1.39573667207234,NA,0.678189982883036,1.93555051303796,NA,"+",0.0574920729627379,NA,NA,4.78401024792019,-1.09837876221023,"+",NA,10,-370.993732254744,763.020328359253,4.38526738402868,0.00217133865112093
-25.3443329717864,1.40170378559554,NA,0.668053198455711,NA,NA,"+",NA,NA,NA,4.07738441371509,-1.67863702445129,"+",0.0676861091465555,9,-372.099200988506,763.039523472339,4.40446249711442,0.00215059879083478
-26.8010548021481,1.38143903844255,NA,0.70037828365109,NA,NA,NA,0.0549728824250257,NA,-0.398543870964085,3.59686986662676,NA,"+",0.0894758999654867,9,-372.107616978237,763.056355451801,4.42129447657658,0.00213257532253921
-30.9638545095065,1.44159860529166,NA,0.652085197591608,NA,-0.0110741416676632,NA,NA,-0.273360391441837,NA,4.27009104546509,NA,"+",0.065750586107702,9,-372.109422732562,763.05996696045,4.42490598522591,0.00212872789023208
-41.6439759189861,1.40318352723073,NA,0.669983480444753,1.56387169178439,0.0113035707152402,"+",NA,-0.183286604862013,NA,4.91408530318482,NA,"+",NA,10,-371.031779736731,763.096423323227,4.46136234800235,0.00209027656565064
20.2972750685781,1.56010671703937,-5.69307608216958,0.646160038516918,NA,NA,NA,NA,NA,-0.55234215829123,NA,NA,"+",NA,7,-374.294995601014,763.108509720546,4.47344874532155,0.00207768270105131
-28.2013516497649,1.43148638824324,NA,0.685129103453079,NA,NA,"+",0.064340258288272,-0.247014696370086,NA,4.26816136769458,-1.08836218985014,"+",NA,10,-371.054036762468,763.140937374701,4.50587639947685,0.00204426714210458
-24.9062560597001,1.36148568655021,NA,0.722084559865406,NA,NA,NA,NA,NA,-0.295607459990577,3.6593253014624,-0.856438517342826,"+",0.0745533365740695,9,-372.15732512289,763.155771741108,4.52071076588345,0.00202916053170053
-15.3425830150521,1.96799163934737,NA,0.536031042227019,NA,NA,NA,NA,-0.242186180807299,NA,NA,NA,"+",NA,6,-375.389678551817,763.166453877828,4.53139290260367,0.0020183515380697
-39.8484416033667,1.37101522895348,NA,0.677592431521275,1.88363089554458,NA,"+",NA,NA,NA,4.83192898301198,-1.06630882806713,"+",0.0641824881277364,10,-371.081917050441,763.196697950647,4.56163697542286,0.00198805956801236
-14.9762552671234,1.95975206018577,NA,0.497677434740414,NA,NA,NA,NA,NA,NA,NA,NA,"+",NA,5,-376.460981360676,763.19719207915,4.56213110392525,0.00198756845023517
-29.2881647160779,1.37309785167098,NA,0.707952855978597,NA,NA,"+",NA,-0.192962928868408,-0.267117758038441,4.08665354718517,NA,"+",0.0664973133339296,10,-371.092605039613,763.218073928991,4.58301295376634,0.00196692435652711
-40.191188042348,1.36081868151044,NA,0.703559322326282,1.86444301302734,NA,NA,0.0597760099539691,NA,-0.28993709814694,4.41984210819938,NA,"+",0.0849458174063742,10,-371.095675621759,763.224215093283,4.58915411805867,0.00196089401677996
-24.6059213917759,1.38513450395278,NA,0.726086561698465,NA,NA,NA,0.0460486379418389,NA,-0.291851875010698,3.58114088860108,-0.907284885115094,"+",NA,9,-372.199082270473,763.239286036274,4.60422506104931,0.00194617328928
-9.86997340710249,1.8859808705691,NA,0.581804057089546,NA,NA,NA,NA,NA,NA,NA,-1.86400332750765,"+",NA,6,-375.435187258232,763.257471290658,4.62241031543374,0.00192855766861028
-45.8094185876272,1.4150229997309,NA,0.622187712640552,2.26701416533033,NA,"+",0.0637369185801267,NA,NA,5.05190595732005,NA,"+",0.0784089987599234,10,-371.12003832036,763.272940490485,4.63787951526024,0.00191369858524386
-38.905059964108,1.38682665177887,NA,0.713116596617582,1.52606042810436,NA,NA,0.0546447067668203,-0.131767922465233,-0.206168091283544,4.4335747076648,NA,"+",NA,10,-371.122721682749,763.278307215264,4.6432462400395,0.00190857032200662
