"","N","Vol","Pos1","Pos2","Pos3","CHELSA_bio10_01","CHELSA_bio10_02","CHELSA_bio10_10","CHELSA_bio10_11","CHELSA_bio10_12","CHELSA_bio10_15","CHELSA_bio10_16","CHELSA_bio10_17","GLOBAL_SLOPE_10MIN","depthtobedrock2","meancarbon","meanpH","meanwatercap"
"Adenaria.tif",381,85.368702152064,0.49926515293941,2.88515335900755,1.53874327318746,21.5949125127217,63.0443163643985,22.7343881148992,19.8806583877076,1836.95033508461,49.2152837718253,763.028059751656,187.819029019574,1.48735910513636,181.649934273066,49.9769071931914,54.0718072105268,17.5556158030753
"Ammannia.tif",2232,89.9571136401178,1.65597180595687,0.500591363050515,-0.0713357416824733,20.9706038417942,89.3380631832239,27.7704484116647,13.3645756511186,912.83495121281,69.1345543840026,472.771646630486,69.3885840720597,0.32112338558079,184.689338505624,25.1159480917518,65.1130554188964,14.3650894503653
"Capuronia.tif",44,3.69587677099795,1.79144930900688,0.843205226873402,0.46202624303402,24.4268901564858,67.7289515842091,26.5349062572826,21.1263589642265,926.505466114391,100.422543872486,624.699378967285,37.3385137807239,0.55354132858867,181.180409648202,19.4701313159683,63.8605998429385,15.3272908980196
"Crenea.tif",18,0.552585753333261,0.382310963146881,7.103466792273,0.580712821740542,25.1881463792589,34.1224029329088,25.8546212514242,24.6705935796102,3924.10683865017,39.2418519655863,1422.36876254612,498.266437954373,0.668478849240475,194.271268208822,89.5299916797214,51.4838866127862,18.1703075302972
"Cuphea.tif",5146,231.042210797214,0.95660157734026,2.10743357633855,0.50871827777217,21.6685915332428,71.7263504286661,24.4354280562796,18.439601152427,1510.16653247274,57.4899394652096,676.708297512293,134.953901441284,0.761518941471897,186.821715413111,34.7343120317776,55.6541311233398,16.5400855486868
"Decodon.tif",301,3.61053535213247,-0.628309399482211,1.19503302354624,-0.864191735964656,9.54344813451418,73.8041255672113,21.6242589285207,-2.89322449037948,999.599331168241,17.2897606703926,303.379180249186,185.418074319529,0.184926742831697,197.801216328263,84.7347180587245,56.3163481202236,17.5801418384708
"Didiplis.tif",35,0.145653070061537,0.754245143877614,0.71435404388806,-0.860657009158497,13.2544875826154,91.5267061505999,25.431892994472,0.255918990288462,996.07437046596,32.7731337138585,360.369201660156,134.918506840297,0.110045408989702,199.988830457415,29.5568565232413,60.1528065545218,13.9797665119171
"Diplusodon.tif",640,5.90215357943557,1.50494228348064,1.5482292240557,0.0385857713154266,22.8525214314461,78.2291271269321,24.6524287164211,20.5920980378985,1342.65186524391,80.3338111341,742.046295928955,28.9088048126549,0.439519727727748,198.163658630848,20.8049685386941,54.1131300091743,15.9510492224246
"Duabanga.tif",168,27.1760534211992,0.44263093504221,4.38799723442292,0.476129249793007,24.9304140692665,46.8872808161236,26.0718989712851,23.4353477046603,2319.50236838205,37.8089596458844,899.769871666318,320.057567585082,0.788593272817144,187.360240519993,74.2275880811706,51.1864619236144,17.5637436561168
"Ginoria.tif",29,1.90243431424713,1.41941712242931,1.82329121132593,0.508622520484582,24.4635428724618,53.1557440264472,26.7807754648143,21.9057786546904,1405.61707805765,62.0137035764497,657.779049577384,108.458810477421,0.710737364173963,177.997818826259,34.3123241676681,64.6660884769484,14.1985458341138
"Heimia.tif",448,37.3088783033592,0.793527506089387,1.3064352453285,0.693519472794716,19.4591035906758,82.2834093698433,23.6829280980996,14.3844571556962,1153.04237624577,54.6876796015671,488.61255805833,136.372157939843,0.821893020515875,178.914889872074,28.6881730540522,59.665527594941,17.4358330720237
"Koehneria.tif",48,3.46641578846843,1.65130434717623,0.721716229811198,0.481332365488179,22.4376355012258,76.4333123763402,25.0935312906901,18.5711378057798,945.662702560425,89.6095507144928,564.912455876668,53.5806659807762,0.61752866829435,183.346702549193,16.440155763593,64.2198406590356,15.1227798991733
"Lafoensia.tif",749,62.246550114241,1.21275739336736,1.83432562915373,0.282216334505952,22.6539557970095,73.0864353205397,24.5487996420969,20.3302716998774,1399.01590678848,66.3765722384281,684.796538980685,79.2653228724114,0.658151533933374,194.955955805861,26.31466521838,54.428717926443,16.3941332927852
"Lagerstroemia.tif",560,68.5952095818168,1.08434492100098,2.59952526482005,0.363506986807356,22.5015623373645,59.3564630559513,27.308493913923,16.8734919957817,1757.45528662545,66.5661783891065,876.142607770647,133.757323535,0.627657657316114,189.401684409157,46.8429070587889,57.2310944317496,16.6082875530279
"Lawsonia.tif",34,2.8744235401615,2.27408515308094,0.107828668182666,0.946922439517452,25.9490230223712,79.9943750044879,28.8219674615299,22.7175519606646,690.307515761432,87.1427992652444,498.717961030848,20.3011147800614,1.04006481660968,189.702134020188,17.277261496905,74.6673761255601,15.1719387489207
"Lythrum.tif",6122,141.649087327588,0.115929520049647,0.448357593168187,-0.204724589188601,12.4018252369078,78.7168772513379,22.0581221199752,2.86829250353263,793.448244596135,40.2498724928562,310.040682441421,101.14651889165,0.46263712850769,191.167816924837,56.112250102224,62.3770822887098,17.1459065665547
"Pehria.tif",41,2.40867550696501,1.49776636535085,1.74745451641739,0.529224800663966,23.8611319006943,64.3067070565573,25.3232119490461,22.610425902576,1449.47550852706,72.9228147181069,728.140088337224,63.7115352851589,0.671452581337312,180.168425397175,28.5276533219872,59.6090184886281,14.3587266526571
"Pemphis.tif",68,9.08665488211106,1.06409505691206,3.19089674581461,-0.0903187228902367,25.8392162883983,33.7337185354794,27.6242710842806,23.5388027078965,1833.32701290355,74.5301091811236,935.876044778263,152.967028056874,0.27326531822687,188.596709129857,53.1700347533413,56.6709607909707,17.0093386442054
