"x"
"(Melastomataceae) Amphorocalyx"
"(Melastomataceae) Rousseauxia"
"(Melastomataceae) Osbeckia"
"(Melastomataceae) Melastoma"
"(Melastomataceae) Antherotoma"
"(Melastomataceae) Dissotis"
"(Melastomataceae) Heterotis"
"(Melastomataceae) Tristemma"
"(Melastomataceae) Dichaetanthera"
"(Melastomataceae) Guyonia"
"(Melastomataceae) Melastomastrum"
"(Melastomataceae) Pterolepis"
"(Melastomataceae) Pterogastra"
"(Melastomataceae) Bucquetia"
"(Melastomataceae) Castratella"
"(Melastomataceae) Monochaetum"
"(Melastomataceae) Chaetolepis"
"(Melastomataceae) Pilocosta"
"(Melastomataceae) Centradenia"
"(Melastomataceae) Heterocentron"
"(Melastomataceae) Brachyotum"
"(Melastomataceae) Pleroma"
"(Melastomataceae) Desmoscelis"
"(Melastomataceae) Tibouchina"
"(Melastomataceae) Marcetia"
"(Melastomataceae) Fritzschia"
"(Melastomataceae) Aciotis"
"(Melastomataceae) Appendicularia"
"(Melastomataceae) Ernestia"
"(Melastomataceae) Noterophila"
"(Melastomataceae) Acisanthera"
"(Melastomataceae) Macairea"
"(Melastomataceae) Siphanthera"
"(Melastomataceae) Pseudoernestia"
"(Melastomataceae) Comolia"
"(Melastomataceae) Acanthella"
"(Melastomataceae) Lavoisiera"
"(Melastomataceae) Trembleya"
"(Melastomataceae) Stenodon"
"(Melastomataceae) Chaetostoma"
"(Melastomataceae) Microlicia"
"(Melastomataceae) Rhynchanthera"
"(Melastomataceae) Pachyloma"
"(Melastomataceae) Rhexia"
"(Melastomataceae) Arthrostemma"
"(Melastomataceae) Cambessedesia"
"(Melastomataceae) Huberia"
"(Melastomataceae) Merianthera"
"(Melastomataceae) Dissochaeta"
"(Melastomataceae) Wurdastom"
"(Melastomataceae) Allomaieta"
"(Melastomataceae) Alloneuron"
"(Melastomataceae) Triolena"
"(Melastomataceae) Monolena"
"(Melastomataceae) Boyania"
"(Melastomataceae) Fordiophyton"
"(Melastomataceae) Blastus"
"(Melastomataceae) Phyllagathis"
"(Melastomataceae) Oxyspora"
"(Melastomataceae) Tryssophyton"
"(Melastomataceae) Sonerila"
"(Melastomataceae) Sarcopyramis"
"(Melastomataceae) Barthea"
"(Melastomataceae) Medinilla"
"(Melastomataceae) Plethiandra"
"(Melastomataceae) Bredia"
"(Melastomataceae) Amphiblemma"
"(Melastomataceae) Dicellandra"
"(Melastomataceae) Calvoa"
"(Melastomataceae) Cincinnobotrys"
"(Melastomataceae) Gravesia"
"(Melastomataceae) Phainantha"
"(Melastomataceae) Bertolonia"
"(Melastomataceae) Graffenrieda"
"(Melastomataceae) Centronia"
"(Melastomataceae) Macrocentrum"
"(Melastomataceae) Adelobotrys"
"(Melastomataceae) Meriania"
"(Melastomataceae) Axinaea"
"(Melastomataceae) Salpinga"
"(Melastomataceae) Physeterostemon"
"(Melastomataceae) Eriocnema"
"(Melastomataceae) Ossaea"
"(Melastomataceae) Miconia"
"(Melastomataceae) Chalybea"
"(Melastomataceae) Blakea"
"(Melastomataceae) Beccarianthus"
"(Melastomataceae) Astronidium"
"(Melastomataceae) Tessmannianthus"
"(Melastomataceae) Henriettea"
"(Melastomataceae) Bellucia"
"(Melastomataceae) Memecylon"
"(Melastomataceae) Warneckea"
"(Melastomataceae) Lijndenia"
"(Melastomataceae) Spathandra"
"(Melastomataceae) Mouriri"
"(Melastomataceae) Votomita"
"(Melastomataceae) Pternandra"
"(Penaeaceae) Olinia"
"(Penaeaceae) Penaea"
"(Alzateaceae) Alzatea"
"(Crypteroniaceae) Axinandra"
"(Myrtaceae) Neomitranthes"
"(Myrtaceae) Siphoneugena"
"(Myrtaceae) Plinia"
"(Myrtaceae) Myrciaria"
"(Myrtaceae) Blepharocalyx"
"(Myrtaceae) Myrcianthes"
"(Myrtaceae) Eugenia"
"(Myrtaceae) Pimenta"
"(Myrtaceae) Amomyrtus"
"(Myrtaceae) Lophomyrtus"
"(Myrtaceae) Lenwebbia"
"(Myrtaceae) Amomyrtella"
"(Myrtaceae) Psidium"
"(Myrtaceae) Myrrhinium"
"(Myrtaceae) Myrcia"
"(Myrtaceae) Algrizea"
"(Myrtaceae) Luma"
"(Myrtaceae) Myrceugenia"
"(Myrtaceae) Myrteola"
"(Myrtaceae) Ugni"
"(Myrtaceae) Myrtus"
"(Myrtaceae) Chamguava"
"(Myrtaceae) Calycolpus"
"(Myrtaceae) Octamyrtus"
"(Myrtaceae) Rhodomyrtus"
"(Myrtaceae) Kanakomyrtus"
"(Myrtaceae) Pilidiostigma"
"(Myrtaceae) Decaspermum"
"(Myrtaceae) Lithomyrtus"
"(Myrtaceae) Myrtella"
"(Myrtaceae) Archirhodomyrtus"
"(Myrtaceae) Austromyrtus"
"(Myrtaceae) Gossia"
"(Myrtaceae) Uromyrtus"
"(Myrtaceae) Rhodamnia"
"(Myrtaceae) Cloezia"
"(Myrtaceae) Thaleropia"
"(Myrtaceae) Xanthomyrtus"
"(Myrtaceae) Kania"
"(Myrtaceae) Metrosideros"
"(Myrtaceae) Backhousia"
"(Myrtaceae) Ristantia"
"(Myrtaceae) Sphaerantia"
"(Myrtaceae) Tristaniopsis"
"(Myrtaceae) Darwinia"
"(Myrtaceae) Verticordia"
"(Myrtaceae) Homoranthus"
"(Myrtaceae) Chamelaucium"
"(Myrtaceae) Pileanthus"
"(Myrtaceae) Calytrix"
"(Myrtaceae) Micromyrtus"
"(Myrtaceae) Thryptomene"
"(Myrtaceae) Aluta"
"(Myrtaceae) Triplarina"
"(Myrtaceae) Astus"
"(Myrtaceae) Hypocalymma"
"(Myrtaceae) Astartea"
"(Myrtaceae) Cyathostemon"
"(Myrtaceae) Seorsus"
"(Myrtaceae) Babingtonia"
"(Myrtaceae) Scholtzia"
"(Myrtaceae) Malleostemon"
"(Myrtaceae) Tetrapora"
"(Myrtaceae) Oxymyrrhine"
"(Myrtaceae) Sannantha"
"(Myrtaceae) Ericomyrtus"
"(Myrtaceae) Kardomia"
"(Myrtaceae) Cheyniana"
"(Myrtaceae) Rinzia"
"(Myrtaceae) Euryomyrtus"
"(Myrtaceae) Enekbatus"
"(Myrtaceae) Ochrosperma"
"(Myrtaceae) Pericalymma"
"(Myrtaceae) Taxandria"
"(Myrtaceae) Agonis"
"(Myrtaceae) Leptospermum"
"(Myrtaceae) Neofabricia"
"(Myrtaceae) Kunzea"
"(Myrtaceae) Angophora"
"(Myrtaceae) Corymbia"
"(Myrtaceae) Eucalyptopsis"
"(Myrtaceae) Eucalyptus"
"(Myrtaceae) Syzygium"
"(Myrtaceae) Syncarpia"
"(Myrtaceae) Melaleuca"
"(Myrtaceae) Beaufortia"
"(Myrtaceae) Xanthostemon"
"(Myrtaceae) Pleurocalyptus"
"(Myrtaceae) Lophostemon"
"(Myrtaceae) Heteropyxis"
"(Vochysiaceae) Callisthene"
"(Vochysiaceae) Qualea"
"(Vochysiaceae) Vochysia"
"(Vochysiaceae) Erisma"
"(Vochysiaceae) Erismadelphus"
"(Lythraceae) Trapa"
"(Lythraceae) Sonneratia"
"(Lythraceae) Duabanga"
"(Lythraceae) Lagerstroemia"
"(Lythraceae) Ammannia"
"(Lythraceae) Crenea"
"(Lythraceae) Ginoria"
"(Lythraceae) Lythrum"
"(Lythraceae) Rotala"
"(Lythraceae) Heimia"
"(Lythraceae) Cuphea"
"(Lythraceae) Pleurophora"
"(Lythraceae) Woodfordia"
"(Lythraceae) Diplusodon"
