"","genus","Family","most_common_life_form","fm_scoring_fruit","seed.min","seed.max","fm_scoring_seed_number","seed.length.min","seed.length.max","seed.width.min","seed.width.max","fm_scoring_pollination1","fm_scoring_pollination2","fm_scoring_corolla_diam","n_points","Vol","CHELSA_bio10_01","CHELSA_bio10_02","CHELSA_bio10_10","CHELSA_bio10_11","CHELSA_bio10_12","CHELSA_bio10_15","CHELSA_bio10_16","CHELSA_bio10_17","GLOBAL_SLOPE_10MIN","depthtobedrock2","meancarbon","meanpH","meanwatercap","closed_canopy","open_canopy","main_habitat","cutoff_40","cutoff_60","age","n_species","div_rate_eps0","div_rate_eps0.5","div_rate_eps0.9","seed.length.mean","niche_through_time"
"Myrtaceae_Syncarpia","Syncarpia","Myrtaceae","woody","Dry",90,150,4.78749174278205,1.5,3.5,NA,NA,"insects, vertebrates","biotic",2.35137525716348,70,2.26458483323882,5.67469571754027,4.17994432651074,5.69061717451669,5.65625041659218,7.10802359112606,3.59709642322561,6.23884237190206,5.08570567336491,-0.462369530292648,5.12017471486396,3.47054735874255,4.03972815872697,2.94198409432038,0.98,0.02,"closed","closed","closed",72.541,5,0.022,0.015,0.005,0.916290731874155,-2.01956708601857
"Myrtaceae_Syzygium","Syzygium","Myrtaceae","woody","Fleshy",1,8,1.50407739677627,5,60,4,50,"Insects","biotic",3.73169945129686,4059,5.34073472873971,5.69091763424797,4.07166689983867,5.69930560225716,5.68090474098303,7.53353836941734,4.10337884487033,6.75762110384025,5.21744984017837,-0.375101735043591,5.21274245474027,3.89097192727249,4.01142560050645,2.82518071220604,0.76,0.24,"closed","closed","closed",70.842,1233,0.1,0.091,0.068,3.48124008933569,1.08028268358668
"Myrtaceae_Taxandria","Taxandria","Myrtaceae","woody","Dry",3,3,1.50407739677627,1,1,NA,NA,"insects","biotic",1.55814461804655,232,0.491805508810525,5.6682296271572,4.2073678918775,5.68340559840104,5.65372218298957,6.59317216032653,4.02457630696398,5.88061333781192,4.05329574550697,-1.29926048969952,5.2796389962351,3.34087568290808,4.13660036511897,2.8587221383818,0,1,"open","open","open",20.976,13,0.122,0.093,0.038,0,-2.55157341821082
"Combretaceae_Terminalia","Terminalia","Combretaceae","woody","Dry",1.5,40,0,4,80,1.5,40,"insects","biotic",1.6094379124341,6237,5.2289222554471,5.69668368383538,4.25558506727476,5.70414626830107,5.6872738060332,7.30610506583552,4.32860303900272,6.62388352076377,4.6509195218248,-0.823005685499013,5.23312753605335,3.34987869176097,4.05825126209337,2.75467996828086,0.43,0.57,"open","open","closed",59.794,319,0.096,0.085,0.058,3.73766961828337,1.13801693397252
"Melastomataceae_Tessmannianthus","Tessmannianthus","Melastomataceae","woody","Dry",100,100,4.60517018598809,2,2.5,0.2,0.4,"insects","biotic",2.22462355152433,50,2.54309920195945,5.69163540411468,3.97413407793788,5.69359292939745,5.68902882305159,8.06351940314463,3.37778158976753,7.01610128564971,6.17450193418088,0.405684526878499,5.23794615271508,4.12549060718393,3.92374446616605,2.78588952367899,1,0,"closed","closed","closed",37.138,7,0.052,0.037,0.013,0.810930216216329,-1.07154150221895
"Myrtaceae_Tetrapora","Tetrapora","Myrtaceae","woody","Dry",NA,NA,NA,0.4,1.1,NA,NA,"insects","biotic",1.79175946922805,6,-3.31357307576289,5.67405519848616,4.54231010574062,5.69567531088124,5.65251187879826,5.95397130321902,3.93915028677783,5.12628893626094,3.78173414702442,-1.62786934481728,5.17744420321837,2.1859336227497,4.21826924698577,2.62553440748379,0,1,"open","open","open",17.416,5,0.092,0.063,0.019,-0.287682072451781,-6.17096239969514
"Onagraceae_Tetrapteron","Tetrapteron","Onagraceae","herbaceous","Dry",8,36,3.09104245335832,1.2,2,NA,NA,"insects","biotic",2.83321334405622,137,1.8856627913565,5.66587173015708,4.81282775123139,5.69597457244942,5.63809361087722,5.86508263873467,4.43018976048788,5.3387380014691,1.69217754969629,0.160370664536547,5.21812653496644,3.15496184474169,4.27737118497066,2.64192592715359,0.01,0.99,"open","open","open",11.2,2,0.062,0.036,0.009,0.470003629245736,-0.530250986944548
"Myrtaceae_Thaleropia","Thaleropia","Myrtaceae","woody","Dry",200,200,5.29831736654804,1,1,0.2,0.3,"vertebrates","biotic",2.2512917986065,14,0.588612624157247,5.68620829874704,3.94106237926824,5.69364085291237,5.67745978793183,7.67744703471586,3.97321295557456,6.92806500632964,5.45939491648895,0.0552696512039155,5.16930613699434,3.89713159537456,3.96426700668295,2.81453296134038,0.43,0.57,"open","open","closed",64.738,3,0.017,0.011,0.003,0,-3.58173573106168
"Myrtaceae_Thryptomene","Thryptomene","Myrtaceae","woody","Dry",1,2,0.693147180559945,1.4,1.4,NA,NA,"insects","biotic",1.87180217690159,1057,2.76122753740757,5.6813364651513,4.52792907627242,5.70165182188207,5.65944056673034,6.16082083039204,4.03812022037212,5.55092930855705,3.56738799782305,-1.77760759729926,5.15292897060553,2.39030128570326,4.23961105767861,2.67959244511139,0.04,0.96,"open","open","open",5.63699999999999,49,0.69,0.571,0.312,0.336472236621213,1.03187552830814
"Melastomataceae_Tibouchina","Tibouchina","Melastomataceae","woody","Dry",100,100,4.60517018598809,0.6,0.9,0.4,0.55,"insects","biotic",3.55534806148941,1166,4.93145094140394,5.68789631449133,4.19609202453778,5.6932135951604,5.6812839792922,7.37185121804245,4.12643038946242,6.61225355786271,4.68890120976267,0.0195365125912043,5.23825462767378,3.62271561000139,3.98497120897387,2.82920114635992,0.6,0.4,"closed","closed","closed",21.459,46,0.178,0.147,0.079,-0.287682072451781,1.86530680360958
"Melastomataceae_Tigridiopalma","Tigridiopalma","Melastomataceae","herbaceous","Dry",100,100,4.60517018598809,1,1,NA,NA,"insects","biotic",3.09104245335832,3,-6.13217831733441,5.68688499695016,4.16948089891361,5.70778252930142,5.66025709008527,7.54599350996788,4.22926806516894,6.75010878031807,4.42159084999602,-0.360061706287819,5.28819993729511,3.34766725678218,4.01205492670255,2.87123647301134,1,0,"closed","closed","closed",27.347,1,0,0,0,0,-9.44078515097221
"Lythraceae_Trapa","Trapa","Lythraceae","herbaceous","Fleshy",1,1,0,10,20,10,20,"insects","biotic",3.29583686600433,444,3.84643837798213,5.65257889947946,4.22656865251592,5.69252579838264,5.61083973134161,7.03230419640825,3.7454479057214,6.17517265573754,4.91799535838986,-0.701026572590232,5.27910721941538,4.24725989117167,4.09105352643965,2.88643788069955,0.94,0.06,"closed","closed","closed",31.902,16,0.087,0.067,0.029,2.70805020110221,0.383769674231877
"Melastomataceae_Trembleya","Trembleya","Melastomataceae","woody","Dry",100,100,4.60517018598809,0.7,1.2,0.3,0.5,"insects","biotic",3.11351530921037,345,1.78423310280427,5.68444932663338,4.34184625852719,5.69177070101767,5.67447624922401,7.23590067328284,4.24000953318397,6.58204792892622,4.29888072775235,-0.446179584970089,5.2790080121624,3.2296277254815,3.97038333797563,2.8188523755952,0.34,0.66,"open","open","open",5.20599999999999,17,0.544,0.422,0.184,-0.0512932943875506,0.134421296231903
"Melastomataceae_Triolena","Triolena","Melastomataceae","herbaceous","Dry",100,100,4.60517018598809,0.45,0.6,0.2,0.3,"insects","biotic",2.4423470353692,304,4.16248972047025,5.69379341243955,3.8576457575135,5.69591802845981,5.69080705707593,8.07681484118312,3.61625842614985,7.05321425709148,6.10397096739657,0.242570926233411,5.23794482736435,4.23525410664461,3.94148860629183,2.84019488309017,0.99,0.01,"closed","closed","closed",30.215,29,0.111,0.09,0.044,-0.644357016390513,0.754151230656733
"Myrtaceae_Triplarina","Triplarina","Myrtaceae","woody","Dry",6,9,2.35137525716348,0.5,0.8,NA,NA,"insects","biotic",1.55814461804655,47,1.72613587081461,5.68063628644546,4.38742391456243,5.69672378942649,5.66073707528397,6.90328760855458,3.8798216593714,6.08510846095611,4.66698968299206,-0.708672764569972,5.12889580622085,3.14026365142175,4.10458610632726,2.76852973708594,0.73,0.27,"closed","closed","closed",25.16,9,0.087,0.064,0.023,-0.430782916092454,-1.49911956101763
"Myrtaceae_Tristaniopsis","Tristaniopsis","Myrtaceae","woody","Dry",4,12,2.30258509299405,1,14,0.5,5,NA,NA,0.693147180559945,409,3.90991101337231,5.68046996536963,4.10997927745259,5.69248349462092,5.66656103958031,7.4084372696935,3.66333973669319,6.51351668174424,5.38657105864259,-0.277112033760608,5.07284126613828,3.8737179815952,3.99883573633392,2.91081289878018,0.92,0.08,"closed","closed","closed",61.791,53,0.064,0.053,0.03,2.01490302054226,-0.213846709418139
"Melastomataceae_Tristemma","Tristemma","Melastomataceae","woody","Fleshy",100,100,4.60517018598809,0.2,0.6,NA,NA,"insects","biotic",2.94443897916644,375,3.31058205979964,5.69335498898461,3.92792146253655,5.69776926372535,5.68853333780419,7.53407843122575,4.09045041088476,6.801727785573,4.61668760741353,-0.788513033021864,5.28545481760085,3.42672563975579,3.93646670620583,2.74390001847412,0.82,0.18,"closed","closed","closed",9.39899999999999,25,0.342,0.273,0.13,-0.916290731874155,1.06997875916148
"Melastomataceae_Tryssophyton","Tryssophyton","Melastomataceae","herbaceous","Dry",50,50,3.91202300542815,0.5,0.7,0.35,0.55,"insects","biotic",2.77258872223978,1,-6.13217831733441,5.69784190599312,4.02067492007886,5.70110211389686,5.69414741914889,7.88198780917673,3.4885518318145,6.94453242443124,5.89305267634856,0.431263619284635,5.25356286279466,3.93783459607232,3.88660884724318,2.8162452785837,1,0,"closed","closed","closed",23.701,2,0.029,0.017,0.004,-0.510825623765991,-9.29769555867818
"Myrtaceae_Ugni","Ugni","Myrtaceae","woody","Fleshy",10,15,2.52572864430826,1.2,2,1,1.5,"insects","biotic",0.470003629245736,153,4.19618576747285,5.66669942805498,4.10719566100904,5.67182160467178,5.6610123117639,7.54052763761674,3.89194908380732,6.67412157160183,5.20033212580005,0.485824157728231,5.1195418993973,4.40251316849508,3.99407628493196,2.9282344636425,0.91,0.09,"closed","closed","closed",35.952,4,0.039,0.025,0.007,0.470003629245736,0.614001052029874
"Myrtaceae_Uromyrtus","Uromyrtus","Myrtaceae","woody","Fleshy",1,20,2.35137525716348,2.5,4,2,3,"insects","biotic",2.60268968544438,45,2.47596155026559,5.68954188962364,3.66118541830928,5.69827570483479,5.67993904256196,7.66650518649971,4.06789588182858,6.96750064066473,5.34156632510612,-0.0554931768864485,5.06601701762974,3.87986805014888,3.98426436626307,2.86849701950877,0.96,0.04,"closed","closed","closed",56.845,22,0.054,0.043,0.02,1.17865499634165,-1.56436671531547
"Myrtaceae_Verticordia","Verticordia","Myrtaceae","woody","Dry",1,1,0.405465108108164,1,1,NA,NA,NA,NA,1.25276296849537,1293,2.57546958251293,5.68062453959632,4.5117327469657,5.69939165387899,5.66107821150542,6.31469647907152,4.17697925344937,5.74882949872601,3.48455582146386,-1.7681984756592,5.19267300537746,2.62176839671637,4.21828451259082,2.69127598764339,0,1,"open","open","open",17.734,170,0.29,0.251,0.163,0,-0.30001411844488
"Vochysiaceae_Vochysia","Vochysia","Vochysiaceae","woody","Dry",3,3,1.09861228866811,15,35,5,12,"insects","biotic",2.86220088092947,2426,4.65362190528103,5.69365403946912,4.17033370022477,5.6985941791934,5.68776622511632,7.52850118008802,4.10863268741512,6.7376537446112,4.96063455520416,-0.631520713692801,5.27811538967671,3.44086977325791,3.95082165653362,2.81464941553188,0.48,0.52,"open","open","closed",14.145,160,0.359,0.31,0.2,3.2188758248682,2.0042607005275
"Melastomataceae_Votomita","Votomita","Melastomataceae","woody","Fleshy",1,1,0,6.5,9.9,6.5,9.6,"insects","biotic",2.30258509299405,20,-0.377550163872467,5.69805547624533,3.76556938761717,5.70082982587208,5.69526387582345,7.91920311165059,3.8133165712919,7.02291294210854,5.58386153806116,-1.76074728543882,5.29547035730287,3.78083069532402,3.8519653583044,2.87064704855747,0.94,0.06,"closed","closed","closed",21.928,10,0.105,0.078,0.029,2.10413415427021,-3.46531452287295
"Melastomataceae_Warneckea","Warneckea","Melastomataceae","woody","Fleshy",1,1,0,7,11,0.6,0.8,"insects","biotic",1.50407739677627,286,3.00504241892395,5.69490168641039,3.94828357305039,5.69943504295669,5.68974669949196,7.51020875174372,4.16863608899734,6.8214940554083,4.43609828899523,-0.635007813258718,5.2824644527906,3.4160227542986,3.96011247745264,2.73640019719413,0.88,0.12,"closed","closed","closed",3.94099999999999,49,0.988,0.817,0.446,2.19722457733622,1.63360792071108
"Myrtaceae_Welchiodendron","Welchiodendron","Myrtaceae","woody","Dry",2,6,1.6094379124341,6,8,NA,NA,NA,NA,3.11351530921037,45,-0.796890177881389,5.70136319103525,3.77619415843197,5.70639362111135,5.69504277018657,7.38556273804765,4.61074081603607,6.9628175513858,3.47275271801134,-2.03825932962459,5.27896183575809,3.45569921653971,4.0098072243272,2.79657435997807,0.02,0.98,"open","open","open",42.483,1,0,0,0,1.94591014905531,-4.54599417379042
"Myrtaceae_Whiteodendron","Whiteodendron","Myrtaceae","woody","Dry",1,1,0.405465108108164,12,12,NA,NA,NA,NA,3.23867845216438,14,-0.0364081391060836,5.70149459958221,3.8943874776721,5.70356016199651,5.69968735131476,8.19323375331866,3.29855023493583,7.19185814202749,6.43260448675676,-1.07523631866511,5.26785193417713,4.95809541175039,3.86920269995292,3.07289310779081,0.88,0.12,"closed","closed","closed",46.478,1,0,0,0,2.484906649788,-3.87538722146406
"Lythraceae_Woodfordia","Woodfordia","Lythraceae","woody","Dry",50,50,3.91202300542815,0.7,1,0.2,0.3,"insects","biotic",2.14006616349627,76,3.07450938449997,5.68952124845332,4.31058824410961,5.69971426909178,5.67552572501222,7.09338929142192,4.5404772157751,6.66214937165365,3.5601965215592,-0.30909882414388,5.20265903208729,3.43784000076828,4.12397819086408,2.768145979351,0.74,0.26,"closed","closed","closed",15.97,2,0.043,0.025,0.006,-0.162518929497775,0.303797422273049
"Melastomataceae_Wurdastom","Wurdastom","Melastomataceae","woody","Dry",100,500,4.60517018598809,0.5,1.5,0.2,0.6,"insects","biotic",2.70805020110221,15,-2.22367584615126,5.6806692532099,3.77901706008823,5.6807738681942,5.67879257536092,8.2486620242001,3.26691495770811,7.15655332768815,6.35995615761318,0.914261341370118,5.10571877041666,4.67631814623712,3.97909278244629,2.92164861087445,0.96,0.04,"closed","closed","closed",18.08,8,0.115,0.083,0.029,0,-5.11848220111529
"Myrtaceae_Xanthomyrtus","Xanthomyrtus","Myrtaceae","woody","Fleshy",36,60,3.87120101090789,1,1.5,NA,NA,"insects","biotic",2.484906649788,86,3.86772674815314,5.67649951157855,3.82127249387871,5.67868172476575,5.67321801450699,8.02378394675017,3.1074365134081,6.93266489283947,6.23942037707221,0.70780785816942,5.0144706017032,4.6264485853435,3.94258315397986,2.91794529873879,0.78,0.22,"closed","closed","closed",61.768,28,0.054,0.043,0.021,0.22314355131421,-0.25565868285338
"Myrtaceae_Xanthostemon","Xanthostemon","Myrtaceae","woody","Dry",50,70,4.0943445622221,3,4,2.5,3,"insects","biotic",1.09861228866811,444,3.16093801836218,5.7014829015686,4.26445848302231,5.70979254106486,5.69004421618432,7.26879824084685,4.58393737639172,6.80975870374056,3.93615950709363,-1.00013792549424,5.15934962745608,3.26322761021787,4.08584926694995,2.73157381016982,0.27,0.73,"open","open","open",21.925,49,0.178,0.147,0.08,1.25276296849537,0.0733104801039309
