"","genus","Family","most_common_life_form","fm_scoring_fruit","seed.min","seed.max","fm_scoring_seed_number","seed.length.min","seed.length.max","seed.width.min","seed.width.max","fm_scoring_pollination1","fm_scoring_pollination2","fm_scoring_corolla_diam","n_points","Vol","CHELSA_bio10_01","CHELSA_bio10_02","CHELSA_bio10_10","CHELSA_bio10_11","CHELSA_bio10_12","CHELSA_bio10_15","CHELSA_bio10_16","CHELSA_bio10_17","GLOBAL_SLOPE_10MIN","depthtobedrock2","meancarbon","meanpH","meanwatercap","closed_canopy","open_canopy","main_habitat","cutoff_40","cutoff_60","age","n_species","div_rate_eps0","div_rate_eps0.5","div_rate_eps0.9","seed.length.mean","niche_through_time"
"Melastomataceae_Acanthella","Acanthella","Melastomataceae","woody","Dry",50,100,4.31748811353631,4,5,3,4,"3.5","biotic",2.77258872223978,92,1.51086657686812,5.69649901834365,3.8374817245268,5.69875697562702,5.69354359782273,7.97596473789823,3.88615941583915,7.12521925223757,5.63624414192213,-0.944923556298656,5.28533109165934,3.69835214154102,3.8807637799948,2.78034026926107,0.81,0.19,"closed","closed","closed",26.991,2,0.026,0.015,0.004,1.50407739677627,-1.78463690023497
"Myrtaceae_Accara","Accara","Myrtaceae","woody","Fleshy",40,40,3.68887945411394,3,3,NA,NA,"insects","biotic",2.70805020110221,16,-1.54512499021019,5.68332601609569,4.34380762025635,5.69052396177412,5.67251920125245,7.23096906971369,4.45337350892271,6.74214675709937,3.51678011113996,-0.48759285108194,5.28240044024942,3.39953323577279,3.95436350700101,2.88034926184078,0.38,0.62,"open","open","open",40.582,1,0,0,0,1.09861228866811,-5.24844960875562
"Melastomataceae_Aciotis","Aciotis","Melastomataceae","herbaceous","Fleshy",30,80,NA,0.2,0.7,0.15,0.5,"insects","biotic",2.19722457733622,1425,4.78891059870725,5.69565031174744,3.93831877507573,5.69869033825372,5.69234135781221,7.8394603610359,3.8055471019788,6.92526391454943,5.63972600118735,-0.343153436256821,5.26941773733035,3.80760015784053,3.90263873777876,2.85587395148023,0.94,0.06,"closed","closed","closed",17.399,15,0.156,0.12,0.05,-0.798507696217772,1.93249786540267
"Melastomataceae_Acisanthera","Acisanthera","Melastomataceae","herbaceous","Dry",50,100,4.31748811353631,0.55,0.75,0.35,0.6,"insects","biotic",2.89037175789616,615,3.65188755621488,5.6914982872552,4.19752111280099,5.69818246918982,5.68302826809796,7.48685894221484,4.02895211481972,6.67661173345736,4.94896144313202,-0.79437630846015,5.28170397883766,3.45009370432747,3.98891345181313,2.79068570168786,0.48,0.52,"open","open","closed",13.4,14,0.197,0.15,0.062,-0.430782916092454,1.05663284925802
"Myrtaceae_Actinodium","Actinodium","Myrtaceae","woody","Dry",1,1,0.405465108108164,NA,NA,NA,NA,"insects","biotic",1.09861228866811,43,-2.0352134861313,5.66547725095414,4.18892518595925,5.67942240670825,5.65202556820491,6.52658317677759,3.91950797989534,5.68758370523839,4.15240619006332,-1.45133154980067,5.2862928000152,3.32553918154971,4.11965243450632,2.86618624767578,0,1,"open","open","open",16.066,1,0,0,0,NA,-4.81191872388292
"Melastomataceae_Adelobotrys","Adelobotrys","Melastomataceae","woody","Dry",100,100,4.60517018598809,0.55,2.5,0.2,0.5,"insects","biotic",3.04452243772342,449,4.07491697588506,5.69400096541693,3.88744628804001,5.69622782545425,5.69115492333547,7.98795044516825,3.53524180866096,6.99038300105735,5.99604507699947,-0.0594268007539809,5.25694476009887,4.02730171950668,3.89232468478485,2.87081287774884,1,0,"closed","closed","closed",23.735,31,0.145,0.117,0.058,0.421994410059375,0.907966223881781
"Lythraceae_Adenaria","Adenaria","Lythraceae","woody","Dry",7,20,2.60268968544438,0.9,1.3,0.8,1.2,"abiotic","abiotic",1.84054963339749,381,4.44697954828353,5.68611027892152,4.14383791345308,5.68996879733465,5.68027723967861,7.51586204896756,3.89620422102666,6.63729480616743,5.23547888762385,0.397002134715437,5.20208139683431,3.91156104260358,3.99031292637016,2.8653738875056,0.86,0.14,"closed","closed","closed",11.847,1,0,0,0,0.0953101798043249,1.97490487731091
"Myrtaceae_Agonis","Agonis","Myrtaceae","woody","Dry",3,6,1.79175946922805,1.2,1.5,NA,NA,"insects","biotic",2.30258509299405,122,-0.0385058510333089,5.66807192958781,4.08496359189125,5.68210444758747,5.65486639355785,6.70561008844178,4.09384035128725,6.01150673024705,4.07966794151213,-1.25636944784516,5.28341604382478,3.47620878965436,4.1044943266553,2.8872611043984,0,1,"open","open","open",32.903,7,0.059,0.042,0.014,0.300104592450338,-3.53206969005783
"Myrtaceae_Algrizea","Algrizea","Myrtaceae","woody","Fleshy",1,3,0.693147180559945,4,5,3,3,"insects","biotic",2.04769284336526,43,-0.148134392631873,5.6904164932709,4.31986806213927,5.69498999832,5.68255038509741,6.55461828229845,4.08965804740775,5.83381981949695,3.98501463670642,-0.61124974683545,5.27318240073673,2.89435482659107,4.0836020812025,2.75442739113763,0.18,0.82,"open","open","open",40.225,2,0.017,0.01,0.002,1.50407739677627,-3.84262308551032
"Melastomataceae_Allomaieta","Allomaieta","Melastomataceae","woody","Dry",100,100,4.60517018598809,0.2,0.65,0.1,0.4,"insects","biotic",1.70474809223843,35,2.41588938694759,5.6809713466356,3.99349560054048,5.68184401663522,5.67901769736518,7.93321075182801,3.54788405828863,6.90769399606364,5.82259614119112,0.799532641149716,5.18813243015868,4.12777457502011,3.95937045719945,2.84787173706635,0.99,0.01,"closed","closed","closed",18.08,9,0.122,0.089,0.033,-0.85566611005772,-0.478916968016439
"Melastomataceae_Alloneuron","Alloneuron","Melastomataceae","woody","Dry",100,100,4.60517018598809,0.3,0.75,0.2,0.5,"insects","biotic",2.16332302566054,14,0.430007964723634,5.69062857257061,4.04114371194195,5.6927497906284,5.68678492145192,7.99105163618727,3.49543947879002,7.02755998233316,5.972052862442,0.954549945807647,5.17852388408591,4.09783734732965,3.95170635842928,2.83532634170564,1,0,"closed","closed","closed",25.583,5,0.063,0.043,0.013,-0.644357016390513,-2.81192010367472
"Myrtaceae_Allosyncarpia","Allosyncarpia","Myrtaceae","woody","Dry",1,2,0.405465108108164,NA,NA,NA,NA,"insects","biotic",NA,22,-1.88953299416817,5.70449775524638,4.47894264300442,5.71359289327361,5.69332651914309,7.26428855694744,4.6818484275219,6.89459308619,1.37785383995914,-1.26374997944271,5.24970325340938,3.11833592226561,4.07508575211012,2.7586775451094,0,1,"open","open","open",41.623,1,0,0,0,NA,-5.61818589326638
"Myrtaceae_Aluta","Aluta","Myrtaceae","woody","Dry",1,1,0.405465108108164,NA,NA,NA,NA,"insects","biotic",2.2512917986065,526,0.736873843582341,5.6868878022695,4.7257422321193,5.71265237505713,5.65608461492743,5.56978948209691,3.82728841182664,4.74976984612187,3.35057753298082,-1.98800817139136,5.0223806093386,1.40736334834145,4.27771133014229,2.58289142766325,0,1,"open","open","open",5.63699999999999,10,0.408,0.302,0.114,NA,-0.992478165517095
"Alzateaceae_Alzatea","Alzatea","Alzateaceae","woody","Dry",40,60,3.91202300542815,2,3,1,1.5,"insects","biotic",1.87180217690159,61,3.47757023951959,5.67507011186718,4.1488950977651,5.67736846803539,5.67225136556078,7.63275544624168,3.55244989715365,6.65276312488548,5.65889664814447,0.786462810304458,5.13928624883104,4.36318018088109,3.97856382452167,2.90588300274633,0.99,0.01,"closed","closed","closed",39.364,3,0.028,0.018,0.005,0.916290731874155,-0.195281453517148
"Lythraceae_Ammannia","Ammannia","Lythraceae","herbaceous","Dry",100,500,5.7037824746562,0.3,0.4,0.3,0.5,"insects","biotic",1.45861502269952,2232,4.49933304165106,5.68398990037159,4.49242763652202,5.70684593882671,5.65778940973373,6.81655508792526,4.23605466922789,6.15861249523802,4.23972235934312,-1.13592985095036,5.21867516223445,3.22350302650947,4.17612507317732,2.66480091937778,0.3,0.7,"open","open","open",17.707,135,0.277,0.238,0.151,-1.04982212449868,1.62537300002698
"Myrtaceae_Amomyrtella","Amomyrtella","Myrtaceae","woody","Fleshy",2,3,0.916290731874155,3.5,5,3,4.8,"insects","biotic",2.2512917986065,19,1.29834599359439,5.66907240857338,4.44044457574013,5.68095438046573,5.65286623586974,6.7204562466344,4.38873772080388,6.14679179826548,3.38059620528873,0.884476364693043,5.05595424286462,3.64860987197596,4.07126587439155,2.93135814767021,0.71,0.29,"closed","closed","closed",49.63,2,0.014,0.008,0.002,1.44691898293633,-2.60624949600496
"Myrtaceae_Amomyrtus","Amomyrtus","Myrtaceae","woody","Fleshy",1,4,0.916290731874155,4,6,3.5,5,"insects","biotic",1.90954250488444,33,2.49240357538174,5.64631694789195,4.18420538755605,5.66373313621937,5.63015474894953,7.49913832919325,3.97560859586654,6.67929334174649,5.26902535267755,-0.353916020187496,4.88649871834654,4.68526766801307,3.99326803936398,3.06476809655009,0.98,0.02,"closed","closed","closed",45.799,2,0.015,0.009,0.002,1.6094379124341,-1.33185868143889
"Melastomataceae_Amphiblemma","Amphiblemma","Melastomataceae","herbaceous","Dry",100,100,4.60517018598809,0.5,1.5,NA,NA,"insects","biotic",3.15700042115011,80,1.76718941366579,5.6927532514913,3.8658565467239,5.69720975456689,5.68836518978201,7.70253846212605,4.20537503795328,7.02453501880805,3.8794318027565,-0.380791559429664,5.27865783429605,3.71042130668404,3.895774733998,2.77086619808318,0.92,0.08,"closed","closed","closed",26.47,17,0.107,0.083,0.036,0,-1.50882260257322
"Melastomataceae_Amphorocalyx","Amphorocalyx","Melastomataceae","woody","Dry",100,100,4.60517018598809,0.5,1,NA,NA,"insects","biotic",3.3322045101752,3,-6.13217831733441,5.67385438190797,4.43289440601625,5.68244970316008,5.66083306064968,7.04635401112312,4.62825079214494,6.69419358908884,3.1155828273582,-0.525320847658019,5.23842956054538,3.00420226595872,4.07141877648922,2.70654674833264,1,0,"closed","closed","closed",7.78499999999998,5,0.207,0.141,0.043,-0.287682072451781,-8.18437712262037
"Myrtaceae_Angophora","Angophora","Myrtaceae","woody","Dry",NA,100,NA,1,10,NA,NA,"insects/vertebrates","biotic",2.4423470353692,680,2.43547665536544,5.6741366611477,4.44745640299648,5.69343067371926,5.65115586369351,6.72196383143895,3.52679524772647,5.77849116124347,4.76653526721857,-0.808094163547033,5.15301038309556,3.10095443667637,4.13168195018896,2.77996030490655,0.79,0.21,"closed","closed","closed",16.893,16,0.164,0.127,0.054,1.70474809223843,-0.391422679575148
"Melastomataceae_Antherotoma","Antherotoma","Melastomataceae","herbaceous","Dry",100,100,4.60517018598809,0.5,0.5,0.5,0.5,"insects","biotic",2.14006616349627,232,2.81986291226233,5.68842849689312,4.38213763856678,5.69732724870685,5.68027820534638,7.15073580650732,4.45113215207399,6.59829725895343,3.33491774492515,-0.686687735935376,5.27912100336022,3.18286462000477,4.04019566811268,2.74594206843141,0.25,0.75,"open","open","open",12.268,10,0.188,0.139,0.052,-0.693147180559945,0.31286866601032
"Melastomataceae_Appendicularia","Appendicularia","Melastomataceae","herbaceous","Dry",100,100,4.60517018598809,0.5,0.55,0.2,0.4,"insects","biotic",2.39789527279837,36,0.278084610312716,5.69898911478365,3.95123470550341,5.70322424318108,5.69615273890206,7.83237437106388,4.01252586889553,7.02843178438148,5.14986659355802,-1.48871861212817,5.29052844268945,3.48293875406297,3.86354804125945,2.69604343392133,0.96,0.04,"closed","closed","closed",13.186,3,0.083,0.053,0.014,-0.644357016390513,-2.30107105037839
"Myrtaceae_Archirhodomyrtus","Archirhodomyrtus","Myrtaceae","woody","Fleshy",32,60,3.8286413964891,1,1.2,1.1,1.8,"insects","biotic",2.86220088092947,127,2.82234198961871,5.6809663232092,4.0723694105145,5.69405843961204,5.66498314576596,7.38410060760565,4.04952731575105,6.68973166942698,4.94481745268076,-0.213271036694876,5.03323093736703,3.57335985561875,4.01617683252318,2.90756149243257,0.93,0.07,"closed","closed","closed",55.165,5,0.029,0.02,0.006,0.0953101798043249,-1.18798670459356
"Myrtaceae_Arillastrum","Arillastrum","Myrtaceae","woody","Dry",NA,NA,NA,NA,NA,NA,NA,"insects","biotic",NA,6,-5.04191643846447,5.68970193773084,2.78350062573106,5.69910604488651,5.67958009782792,7.75747095558455,3.67467791646426,6.82901481258994,5.65225046327004,-0.692136627685326,5.16649903782607,3.8723986481486,3.9631981662869,2.89641876235694,1,0,"closed","closed","closed",59.485,1,0,0,0,NA,-9.12764061839296
"Melastomataceae_Arthrostemma","Arthrostemma","Melastomataceae","herbaceous","Dry",100,100,4.60517018598809,0.75,1,1,1,"insects","biotic",3.3499040872746,331,4.70096960309615,5.68845424308703,4.04284588291047,5.69175262455148,5.68388599570453,7.73863349237606,3.93031166703896,6.87713012078544,5.45739018307998,0.695254045633678,5.18251630720696,4.01911258757561,4.00203129630785,2.80712620875359,0.99,0.01,"closed","closed","closed",28.708,4,0.048,0.032,0.009,-0.133531392624523,1.34379377352833
"Myrtaceae_Astartea","Astartea","Myrtaceae","woody","Dry",3,15,2.35137525716348,0.6,1.3,NA,NA,"insects","biotic",2.01490302054226,235,0.610208452435457,5.66849038022346,4.23031242467155,5.68426872907991,5.65358030400206,6.60773529458054,4.08264637286594,5.92161178675394,4.00354348974767,-1.29389645169712,5.27822546499487,3.33425640411705,4.13400631018436,2.8540163524012,0,1,"open","open","open",18.209,25,0.177,0.141,0.067,-0.0512932943875506,-2.29170752491425
"Myrtaceae_Asteromyrtus","Asteromyrtus","Myrtaceae","woody","Dry",3,6,1.79175946922805,3,4.5,NA,NA,"insects","biotic",2.60268968544438,314,1.94819630290357,5.70231114779267,4.25076756670135,5.71033705152857,5.69129192162208,7.14888257965833,4.67736950311075,6.77728621656688,2.86921226884007,-1.69840228226857,5.24243188792229,3.08444708600027,4.09552162685484,2.72444643042647,0.03,0.97,"open","open","open",36.296,7,0.054,0.038,0.013,1.32175583998232,-1.64351123945809
"Melastomataceae_Astrocalyx","Astrocalyx","Melastomataceae","woody","Dry",100,100,4.60517018598809,0.5,1.8,NA,NA,"insects","biotic",2.67414864942653,4,-6.13217831733441,5.69681032803743,3.79107243491777,5.6966466363491,5.69473611187459,7.80821171269531,3.75552701323972,6.84115599334913,5.63783697188801,0.230632011575155,5.19387532595582,4.27630028820546,3.96416973154447,2.82876922054686,1,0,"closed","closed","closed",21.576,1,0,0,0,0.139761942375159,-9.20375990317184
"Melastomataceae_Astronidium","Astronidium","Melastomataceae","woody","Dry",100,100,4.60517018598809,0.75,2.5,NA,NA,"insects","biotic",2.60268968544438,33,2.11395609094306,5.69607441243647,3.11472039704624,5.69843906684311,5.69283198144391,8.10236723163201,3.37699641450987,7.0985744133795,6.21278649031295,-0.0476627731255644,5.1769555290362,4.43801812647379,3.96002884125347,2.85126197722164,1,0,"closed","closed","closed",21.576,71,0.198,0.166,0.096,0.485507815781701,-0.95762549489437
"Myrtaceae_Astus","Astus","Myrtaceae","woody","Dry",1,1,0.405465108108164,1.2,1.2,NA,NA,"insects","biotic",1.38629436111989,65,-1.20519235997889,5.6705018024228,4.48141946914715,5.6893014193813,5.65113372880066,5.96246109574346,3.58003649845498,4.99899073458802,4.02424311286481,-1.64560301446865,5.25159938271853,2.59234242385392,4.25398617970325,2.70655291333943,0,1,"open","open","open",25.16,4,0.055,0.036,0.01,0.182321556793955,-4.43044779181113
"Myrtaceae_Austromyrtus","Austromyrtus","Myrtaceae","woody","Fleshy",1,13,1.94591014905531,1.8,3,1.5,4,"insects","biotic",2.01490302054226,105,2.60469544516018,5.6820832255508,4.01399821447338,5.69553017309264,5.66624770028356,7.26704701991476,3.84456542472503,6.45717990587682,5.00244752599629,-0.855496969071913,5.16170026640829,3.52215622537051,4.03767005534951,2.91001780106919,0.96,0.04,"closed","closed","closed",52.274,5,0.031,0.021,0.006,0.8754687373539,-1.35180367036848
"Melastomataceae_Axinaea","Axinaea","Melastomataceae","woody","Dry",50,50,3.91202300542815,1,1.25,0.5,0.7,"vertebrates","biotic",2.35137525716348,263,4.63698485180237,5.66206352994371,4.14629129346829,5.66356569467566,5.65893696569952,7.42079695561768,3.73463732489408,6.51373567505693,5.28274946818256,1.01210694943608,5.06618951820522,4.51363717280976,4.0072883352938,2.98256478674916,0.9,0.1,"closed","closed","closed",21.624,41,0.172,0.141,0.074,0.117783035656383,1.56318104282822
"Crypteroniaceae_Axinandra","Axinandra","Crypteroniaceae","woody","Dry",6,12,2.19722457733622,15,27.5,5,12,"insects","biotic",1.50407739677627,20,0.562290340972384,5.70216990330341,3.87190664777477,5.70387860390354,5.70011444258732,8.07053111004481,3.27554241973187,7.07716680186611,6.30247843130387,-0.938903836399632,5.251898596754,4.79980948459037,3.88439381380266,2.99294065229312,1,0,"closed","closed","closed",64.055,4,0.022,0.014,0.004,3.05635689537043,-3.59745174833601
"Myrtaceae_Babingtonia","Babingtonia","Myrtaceae","woody","Dry",1,15,2.14006616349627,0.6,1.6,NA,NA,"insects","biotic",2.2512917986065,148,-0.163209914028136,5.67386763871418,4.42760729930373,5.69433591137568,5.65500657448985,6.43372634317632,4.34024101509692,5.88832784405361,3.50897571539018,-1.37583008624502,5.25252455925344,2.95827911017482,4.16750485411533,2.7621672692588,0,1,"open","open","open",19.689,2,0.035,0.021,0.005,0.0953101798043249,-3.14327001818783
"Myrtaceae_Backhousia","Backhousia","Myrtaceae","woody","Dry",2,8,1.6094379124341,1.6,3,NA,NA,"insects","biotic",2.19722457733622,396,3.07998005972996,5.67659692542048,4.28999998268239,5.6926632141782,5.65718688642762,7.02851147154662,3.76029515790294,6.21328825322796,4.86166737390152,-0.532823039329908,5.08142226810396,3.35360522353967,4.07551918961913,2.8603427828856,0.89,0.11,"closed","closed","closed",68.477,13,0.037,0.028,0.012,0.832909122935104,-1.14651786273269
"Myrtaceae_Balaustion","Balaustion","Myrtaceae","woody","Dry",18,36,3.58351893845611,2.4,2.6,NA,NA,"vertebrates","biotic",2.99573227355399,61,-1.02320804396158,5.6764044445071,4.63427466041957,5.70094163566531,5.65112031043645,5.72954588694442,3.80781036101743,4.90714101374458,3.6431746754046,-2.2533245896277,5.1349647964563,1.90118762247637,4.25543969405091,2.63980194259551,0,1,"open","open","open",29.477,1,0,0,0,0.916290731874155,-4.40681834219669
"Myrtaceae_Barongia","Barongia","Myrtaceae","woody","Dry",1,2,0.693147180559945,6,6,NA,NA,NA,NA,3.2188758248682,2,-6.13217831733441,5.69235079588102,3.77482426921958,5.7026100633311,5.67744319326315,8.14233584360104,4.1190466029629,7.47741245427957,5.69195483802795,0.443307471093678,5.17041933816417,3.70871851437773,3.96961610595863,2.79606607792485,1,0,"closed","closed","closed",61.791,1,0,0,0,1.79175946922805,-10.2559360401249
"Melastomataceae_Barthea","Barthea","Melastomataceae","woody","Dry",100,100,4.60517018598809,2.2,3.2,NA,NA,"insects","biotic",3.51154543883102,29,1.17658322460672,5.68179503718465,4.01747828406766,5.7043343633585,5.65413347913744,7.64319354750322,4.07657125580473,6.92911960712061,5.33093233004447,0.0505745183485986,5.19517381645564,3.92096178028089,3.99846320430846,2.84372718252425,1,0,"closed","closed","closed",27.129,3,0.04,0.026,0.007,0.993251773010283,-2.12402004181973
"Myrtaceae_Basisperma","Basisperma","Myrtaceae","woody","Dry",1,1,0.405465108108164,3,3,NA,NA,NA,NA,1.79175946922805,2,-6.13217831733441,5.70119207871354,3.73821982779704,5.70465149633609,5.69650232943336,7.45797518716892,3.96290296443491,6.65758351252101,5.06004874294858,-3.43648871242002,5.29831207364157,3.56153093823478,3.93645372802139,2.96390226966055,0,1,"open","open","open",45.956,1,0,0,0,1.09861228866811,-9.95986273432553
"Myrtaceae_Beaufortia","Beaufortia","Myrtaceae","woody","Dry",1,3,0.916290731874155,0.5,0.5,NA,NA,"insects","biotic",2.07944154167984,1,-6.13217831733441,5.66720059523873,4.57740092688335,5.68849936343546,5.64711151101668,6.01772416265771,4.05595238350628,5.32075583867096,3.61344509810552,-2.07190120539132,5.29658924685912,2.39814696779123,4.24712782850923,2.63671312634085,0,1,"open","open","open",24.159,22,0.128,0.101,0.047,-0.693147180559945,-9.31683529881593
"Melastomataceae_Beccarianthus","Beccarianthus","Melastomataceae","woody","Dry",100,100,4.60517018598809,1,2.5,NA,NA,"vertebrates","biotic",2.91777073208428,14,1.24481949158309,5.69127311743763,3.74377764470845,5.69241600955003,5.6890248701004,7.7705062416433,3.67720893158503,6.83494513278245,5.68194337727353,0.343829521400821,5.17402546944067,4.23240431281187,3.9782031786475,2.8159679103687,1,0,"closed","closed","closed",23.435,9,0.094,0.069,0.025,0.559615787935423,-1.90941113979158
"Melastomataceae_Bellucia","Bellucia","Melastomataceae","woody","Fleshy",100,100,4.60517018598809,0.6,0.8,0.4,0.5,"insects","biotic",3.68887945411394,1137,4.61469501162663,5.69606579130795,3.9729711347813,5.69892852501554,5.69298690816809,7.8128782756226,3.84164112480361,6.91012977396608,5.53826128639234,-0.38424478361263,5.27181723338266,3.67778190933973,3.87728980138811,2.86050827562182,0.96,0.04,"closed","closed","closed",15.628,22,0.198,0.156,0.072,-0.356674943938732,1.86563083443381
"Melastomataceae_Bertolonia","Bertolonia","Melastomataceae","herbaceous","Dry",100,100,4.60517018598809,0.4,0.55,0.2,0.35,"insects","biotic",2.99573227355399,205,2.14520477103138,5.68767359894076,4.05991817278425,5.69665571994179,5.67746865685186,7.33873505774468,3.56938055239609,6.3883799883278,5.37988402057655,-0.264450911075618,5.26489897436444,3.44167925002515,3.9594924591101,2.85623659748474,0.98,0.02,"closed","closed","closed",50.442,34,0.07,0.057,0.029,-0.744440474947496,-1.77561939034983
"Melastomataceae_Blakea","Blakea","Melastomataceae","woody","Fleshy",100,100,4.60517018598809,0.6,1.8,NA,NA,"insects","biotic",4.44265125649032,980,5.15643811829085,5.6862091205214,3.97105397188919,5.68852825421638,5.68308319976026,7.90620195518629,3.66079489130744,6.91983333701951,5.84849621818404,0.573851419585703,5.19450466850886,4.24637130387066,3.95874222009479,2.85982909033381,0.99,0.01,"closed","closed","closed",31.882,196,0.166,0.144,0.095,0.182321556793955,1.69439653107939
"Melastomataceae_Blastus","Blastus","Melastomataceae","woody","Dry",100,100,4.60517018598809,0.3,1.8,NA,NA,"insects","biotic",1.90954250488444,184,2.90201521104098,5.68547205724639,4.08244659938347,5.70490398650776,5.66165388596771,7.63792004523028,3.93794189769165,6.80774081972039,5.41469765652226,-0.298268319976709,5.24353798122317,3.88208966067826,4.00347389203496,2.83206655520466,0.98,0.02,"closed","closed","closed",23.93,11,0.1,0.075,0.029,0.048790164169432,-0.273117690879304
"Myrtaceae_Blepharocalyx","Blepharocalyx","Myrtaceae","woody","Fleshy",1,11,1.79175946922805,3,10,NA,NA,"insects","biotic",1.17865499634165,516,3.58544907210398,5.6815502097273,4.31785347102757,5.69200549817402,5.66826597251992,7.23769408094326,3.9241804040917,6.38985996513253,5.03919511016169,-0.380113847645385,5.25185435699703,3.40111450491815,3.99844817113318,2.85322320666835,0.51,0.49,"closed","open","closed",40.964,3,0.027,0.017,0.004,1.87180217690159,-0.127244560109215
"Melastomataceae_Boyania","Boyania","Melastomataceae","herbaceous","Dry",100,100,4.60517018598809,0.3,0.5,0.2,0.3,"insects","biotic",2.484906649788,3,-6.13217831733441,5.69116779738169,4.03845982726517,5.69397693790564,5.68795867581985,7.91003300538091,3.6436534302639,6.98505798326772,5.91139656038772,0.247639811774777,5.26569501801052,3.99457281455849,3.89006286514841,2.8229313391857,1,0,"closed","closed","closed",19.879,2,0.035,0.02,0.005,-0.916290731874155,-9.1218422154868
"Melastomataceae_Brachyotum","Brachyotum","Melastomataceae","woody","Dry",100,100,4.60517018598809,0.4,0.9,0.25,0.6,"vertebrates","biotic",2.70805020110221,447,4.76863661266297,5.65385469766572,4.24721838769671,5.6563609804696,5.64942021141485,7.13729159784068,3.97277374584334,6.31453811700449,4.76795932522591,0.928756088023411,4.9951528248935,4.47636103482784,4.04700690197656,2.98741620500858,0.71,0.29,"closed","closed","closed",7.24699999999999,55,0.553,0.46,0.256,-0.430782916092454,2.78804902253583
"Melastomataceae_Brasilianthus","Brasilianthus","Melastomataceae","herbaceous","Dry",60,100,NA,0.5,0.8,0.45,0.55,"insects","biotic",NA,11,-3.91359800802978,5.69782412110891,4.00926501016896,5.70083475397965,5.69512332626272,7.43357008999892,4.16682079435648,6.74025447156284,4.29048101319502,-0.761544873238171,5.2759791421215,3.13202773763758,3.89765182070667,2.74124415333737,1,0,"closed","closed","closed",14.337,1,0,0,0,-0.430782916092454,-6.57644161629391
"Melastomataceae_Bredia","Bredia","Melastomataceae","woody","Dry",100,100,4.60517018598809,0.4,1,NA,NA,"insects","biotic",2.83321334405622,125,2.47932782859033,5.67988298783915,4.0746186148549,5.7058042545544,5.64959966480025,7.45741736380703,4.09746322141774,6.72635713038354,5.02491496960592,-0.33172982986558,5.24964455238064,3.76845955321606,4.04174191130254,2.82529947126919,1,0,"closed","closed","closed",28.252,25,0.114,0.091,0.043,-0.356674943938732,-0.861836422956348
"Melastomataceae_Bucquetia","Bucquetia","Melastomataceae","woody","Dry",100,100,4.60517018598809,0.7,0.75,0.35,0.4,"insects","biotic",2.77258872223978,60,2.52454949258847,5.65445221508544,4.21555094187734,5.65526080840293,5.65339443324129,7.26539752775781,3.66077671485572,6.25692013462251,5.04275551021566,0.73292414508803,5.14271659317852,4.48217155883988,4.01635222347107,2.96955064665963,0.7,0.3,"closed","closed","closed",9.877,3,0.111,0.07,0.018,-0.321583624127462,0.234340670662476
"Vochysiaceae_Callisthene","Callisthene","Vochysiaceae","woody","Dry",3,6,1.50407739677627,5,10,3,7,"insects","biotic",2.19722457733622,628,2.28094356114299,5.69577315753566,4.33201005632568,5.70186926826919,5.68875049396423,7.177668369552,4.3367927421447,6.54661518726944,3.64527389394262,-1.02142149920084,5.29065904919876,2.97840809140214,4.00346517923211,2.78004029993472,0.23,0.77,"open","open","open",21.366,10,0.108,0.08,0.03,2.01490302054226,-0.780857312380706
"Melastomataceae_Calvoa","Calvoa","Melastomataceae","herbaceous","Dry",100,100,4.60517018598809,0.5,2,NA,NA,"insects","biotic",3.29583686600433,161,2.24322685981191,5.69286014652181,3.91069734021923,5.69651231875318,5.68906138107305,7.51551434251754,3.98994925296249,6.72567096408183,4.62736234505342,-0.803358819098541,5.28798366182185,3.41085458668119,3.90662986897384,2.70283244289621,0.94,0.06,"closed","closed","closed",27.836,22,0.111,0.088,0.041,0.22314355131421,-1.0831032871707
"Myrtaceae_Calycolpus","Calycolpus","Myrtaceae","woody","Fleshy",3,200,4.62005879848184,1.5,5,1.1,3.9,"insects","biotic",3.41772668361337,298,4.05165414511259,5.69333936904612,3.94591216582359,5.69604816989765,5.69025671386444,7.70562365848736,3.93421578679802,6.88153560395946,5.31747732102683,-0.140308397696221,5.26093372436883,3.80114638984845,3.93913247533015,2.84026895882767,0.82,0.18,"closed","closed","closed",40.582,17,0.07,0.054,0.024,1.17865499634165,0.348329526567163
"Myrtaceae_Calytrix","Calytrix","Myrtaceae","woody","Dry",1,1,0.405465108108164,2.5,3.5,NA,NA,"insects","biotic",2.56494935746154,2483,3.12321948117885,5.68619621583071,4.52619809044404,5.7039510010818,5.66562722874468,6.35392356859617,4.27519243280955,5.84941681642895,3.3377124679854,-1.65444862781502,5.13156823556706,2.58341109264554,4.23082427903958,2.65797420264179,0,1,"open","open","open",30.573,95,0.149,0.127,0.077,1.09861228866811,-0.296897785335813
"Melastomataceae_Cambessedesia","Cambessedesia","Melastomataceae","herbaceous","Dry",100,100,4.60517018598809,0.5,0.5,0.5,0.5,"insects","biotic",2.4423470353692,436,1.89119904585372,5.68777240762193,4.34888399972987,5.69404952056444,5.67915451996237,7.10842530050572,4.33789789107552,6.51027715635289,3.78252365193171,-0.617289234720538,5.28510047560713,3.09419214851483,3.99654718708368,2.78834462153807,0.23,0.77,"open","open","open",31.105,29,0.108,0.087,0.043,-0.693147180559945,-1.54616953211326
